卷號,上,右,左,下,
100004235832_#2.jpg _P4,1466.00136425585,2145.02330989665,2145.00839159198,1462.00136798842,
100004245827_#2.jpg _P4,1465.00307166913,2145.01888103578,2146.01141655864,1463.00136705336,
100004255822_#2.jpg _P4,1467.00545329593,2146.03355052991,2147.01141124122,1462.00307797214,
100004265817_#2.jpg _P4,1465.00136518708,2144.01492532118,2145.00839159198,1463.00034176346,
100004275812_#2.jpg _P4,1465.00136518708,2145.01491836304,2145.00839159198,1463.00136705336,
100004285807_#2.jpg _P4,1465.00307166913,2145.01888103578,2146.01141655864,1463.00136705336,
100004295802_#2.jpg _P4,1465.00546074068,2144.01888984216,2146.01141655864,1463.00136705336,
100004305840_#2.jpg _P4,1467.00136332588,2146.02329903475,2145.00582749791,1462.00307797214,
100004315835_#2.jpg _P4,1466.00306957387,2144.02332076869,2145.01142188101,1463.00136705336,
100004325830_#2.jpg _P4,1466.00136425585,2146.00093196625,2147.00093153217,1462.00307797214,
100004335825_#2.jpg _P4,1466,2145.00582749791,2146.0002329916,1462.00034199722,
100004345820_#2.jpg _P4,1465.00034129689,2146.00209692349,2147.00023288308,1461.00136892475,
100004355815_#2.jpg _P4,1465.00136518708,2146.00372786256,2146,1461.00136892475,
100004365810_#2.jpg _P4,1466.00136425585,2146.00372786256,2147,1462.00307797214,
100005015845_#2.jpg _P4,1466,2146.0058247824,2147.00023288308,1462.00034199722,
100005025840_#2.jpg _P4,1466.00034106408,2146.00372786256,2148,1462.00307797214,
100005035835_#2.jpg _P4,1466,2145.00209790107,2148,1463.00307586826,
100005045830_#2.jpg _P4,1466.00034106408,2146.00372786256,2147.00023288308,1463.00136705336,
100005055825_#2.jpg _P4,1466.00034106408,2146.00372786256,2148,1462.00307797214,
100005065820_#2.jpg _P4,1466,2146.0058247824,2148.00093109849,1463.00136705336,
100005075815_#2.jpg _P4,1466,2146.0058247824,2148.00093109849,1463.00136705336,
100005085810_#2.jpg _P4,1466.00034106408,2146.00372786256,2148.00023277466,1463.00307586826,
100005095805_#2.jpg _P4,1465.00136518708,2146.00093196625,2147.00023288308,1464.00307376727,
100005105843_#2.jpg _P4,1466.00034106408,2147.00582206942,2147.00023288308,1462.00034199722,
100005115838_#2.jpg _P4,1465.00034129689,2146.00372786256,2147.00093153217,1463.00136705336,
100005125833_#2.jpg _P4,1466.00034106408,2146.0058247824,2147.00023288308,1462.00136798842,
100005135828_#2.jpg _P4,1465.00546074068,2146.0002329916,2146.0002329916,1463.00546820578,
100005145823_#2.jpg _P4,1466.00136425585,2146.00093196625,2147.00023288308,1463.00307586826,
100005155818_#2.jpg _P4,1465.00034129689,2147.00209594681,2147.00023288308,1463.00034176346,
100005165813_#2.jpg _P4,1464.00136611958,2147.00093153217,2147,1462.00136798842,
100005175808_#2.jpg _P4,1466.00034106408,2147.00372612625,2147.00023288308,1463.00034176346,
100005185803_#2.jpg _P4,1467.00034083159,2146.00838768165,2146.00093196625,1463.00034176346,
100005195895_#2.jpg _P4,1466.00034106408,2145.01142188101,2145.00372960049,1463.00034176346,
100005205836_#2.jpg _P4,1467,2147.0149044662,2147.00209594681,1462,
