卷號,上,右,左,下,
100001014889_#2.jpg _P4,1463.00854406254,2144.01888984216,2147.00582206942,1459.00137080128,
100001024884_#2.jpg _P4,1463.00546820578,2144.01888984216,2146.0058247824,1459.00137080128,
100001034879_#2.jpg _P4,1462.00547194598,2145.02330989665,2147.00582206942,1457.00137268295,
100001044874_#2.jpg _P4,1462.00547194598,2144.01888984216,2146.0058247824,1458.00137174147,
100001054869_#2.jpg _P4,1463.00136705336,2145.01491836304,2146.00209692349,1458.00034293549,
100001064864_#2.jpg _P4,1462.00307797214,2145.01491836304,2147.00582206942,1459.00034270044,
100001074859_#2.jpg _P4,1462.00307797214,2146.02329903475,2146.0058247824,1457.00308853482,
100001084854_#2.jpg _P4,1463.00546820578,2146.02329903475,2147.00372612625,1457.00308853482,
100001094849_#2.jpg _P4,1461.00308007889,2145.01491836304,2147.00372612625,1457.00034317086,
100001104887_#2.jpg _P4,1463.00546820578,2145.01888103578,2147.00372612625,1458.00137174147,
100001114882_#2.jpg _P4,1462.00547194598,2145.01491836304,2147.00372612625,1458.00137174147,
100001124877_#2.jpg _P4,1462.00547194598,2145.01888103578,2147.00582206942,1458.00137174147,
100001134872_#2.jpg _P4,1462.00547194598,2144.01888984216,2147.00372612625,1457.00034317086,
100001144867_#2.jpg _P4,1462.0085499066,2144.02332076869,2147.00838377497,1458.00137174147,
100001154862_#2.jpg _P4,1462.00136798842,2146.01491141138,2147.00209594681,1457.00034317086,
100001164857_#2.jpg _P4,1462.00547194598,2145.01888103578,2147.00582206942,1458.00137174147,
100001174852_#2.jpg _P4,1462.00307797214,2145.01491836304,2146.00372786256,1458.00137174147,
100001184847_#2.jpg _P4,1463.00546820578,2145.02330989665,2147.00372612625,1457.00137268295,
100001194842_#2.jpg _P4,1462.00547194598,2144.01142720835,2147.00209594681,1458.00034293549,
100001204880_#2.jpg _P4,1462.00034199722,2146.00838768165,2146.00093196625,1458.00034293549,
100001214875_#2.jpg _P4,1462.00307797214,2146.01887223761,2147.00582206942,1458.00137174147,
