卷號,上,右,左,下,卷號,上寬,右高,左高,下寬,上寬-下寬,左高-右高,,列標籤,計數 - 上寬-下寬
100012045846_#1.jpg _P1,1463.000342,2148.002095,2146.005825,1461.000342,100012045846_#1.jpg _P1,1463,2148,2146,1461,2,2,,,
100012055841_#1.jpg _P1,1462.001368,2148.003724,2146.003728,1462,100012055841_#1.jpg _P1,1462,2148,2146,1462,0,2,,,
100012065836_#1.jpg _P1,1450.000345,2148.000233,2148.000233,1450.000345,100012065836_#1.jpg _P1,1450,2148,2148,1450,0,0,,,
100012085826_#1.jpg _P1,1461.000342,2148.002095,2146.000932,1462.000342,100012085826_#1.jpg _P1,1461,2148,2146,1462,-1,2,,,
100012095821_#1.jpg _P1,1463.000342,2149,2145.000932,1461.00308,100012095821_#1.jpg _P1,1463,2149,2145,1461,2,4,,,
100012105859_#1.jpg _P1,1463.000342,2148.002095,2147.002096,1463,100012105859_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100012115854_#1.jpg _P1,1463,2149,2147.000932,1461.001369,100012115854_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100012125849_#1.jpg _P1,1463.000342,2149.000931,2147.002096,1462.000342,100012125849_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100012135844_#1.jpg _P1,1463.001367,2148.000931,2146.002097,1462,100012135844_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100012145839_#1.jpg _P1,1463.000342,2149.000931,2146.002097,1462.001368,100012145839_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100012155834_#1.jpg _P1,1463.001367,2149.002094,2146.003728,1462.000342,100012155834_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100012165829_#1.jpg _P1,1462.001368,2149.002094,2146.002097,1462.000342,100012165829_#1.jpg _P1,1462,2149,2146,1462,0,3,,,
100012175824_#1.jpg _P1,1462.001368,2149.000931,2147.003726,1460,100012175824_#1.jpg _P1,1462,2149,2147,1460,2,2,,,
100012185819_#1.jpg _P1,1463.003076,2150.002093,2147.003726,1462,100012185819_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100012195814_#1.jpg _P1,1463.001367,2148.000233,2146.002097,1461,100012195814_#1.jpg _P1,1463,2148,2146,1461,2,2,,,
100012205852_#1.jpg _P1,1463,2148.000233,2147.002096,1461.000342,100012205852_#1.jpg _P1,1463,2148,2147,1461,2,1,,,
100012215847_#1.jpg _P1,1463.001367,2148.000931,2146.003728,1461,100012215847_#1.jpg _P1,1463,2148,2146,1461,2,2,,,
100012225842_#1.jpg _P1,1463.000342,2148.002095,2146.002097,1463.000342,100012225842_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100012235837_#1.jpg _P1,1462.000342,2148.003724,2146.002097,1463.000342,100012235837_#1.jpg _P1,1462,2148,2146,1463,-1,2,,,
100012245832_#1.jpg _P1,1462.000342,2148.002095,2146.000932,1463.000342,100012245832_#1.jpg _P1,1462,2148,2146,1463,-1,2,,,
100012255827_#1.jpg _P1,1462.000342,2148.002095,2146.002097,1462.000342,100012255827_#1.jpg _P1,1462,2148,2146,1462,0,2,,,
100012265822_#1.jpg _P1,1463.000342,2148.000233,2148.000233,1463.000342,100012265822_#1.jpg _P1,1463,2148,2148,1463,0,0,,,
100012275817_#1.jpg _P1,1463.000342,2148,2147,1463.001367,100012275817_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100012285812_#1.jpg _P1,1463.000342,2149.000233,2147,1462.003078,100012285812_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100012295807_#1.jpg _P1,1463.001367,2149.000931,2147.000932,1463.005468,100012295807_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100012305845_#1.jpg _P1,1463.000342,2147.000932,2146.003728,1461,100012305845_#1.jpg _P1,1463,2147,2146,1461,2,1,,,
100012315840_#1.jpg _P1,1462.000342,2149.003723,2148.002095,1463,100012315840_#1.jpg _P1,1462,2149,2148,1463,-1,1,,,
100012325835_#1.jpg _P1,1462.001368,2148.000233,2146.002097,1460,100012325835_#1.jpg _P1,1462,2148,2146,1460,2,2,,,
100012335830_#1.jpg _P1,1462.001368,2149.000931,2146.002097,1461.000342,100012335830_#1.jpg _P1,1462,2149,2146,1461,1,3,,,
100012345825_#1.jpg _P1,1462.000342,2149.000233,2146.000233,1462.001368,100012345825_#1.jpg _P1,1462,2149,2146,1462,0,3,,,
100012355820_#1.jpg _P1,1463,2148.000233,2147.002096,1461.000342,100012355820_#1.jpg _P1,1463,2148,2147,1461,2,1,,,
100012365815_#1.jpg _P1,1463.000342,2147.002096,2146.003728,1462,100012365815_#1.jpg _P1,1463,2147,2146,1462,1,1,,,
100013015850_#1.jpg _P1,1463.000342,2149.002094,2148.000233,1461.001369,100013015850_#1.jpg _P1,1463,2149,2148,1461,2,1,,,
100013025845_#1.jpg _P1,1463.001367,2148.000931,2148.000233,1462.001368,100013025845_#1.jpg _P1,1463,2148,2148,1462,1,0,,,
100013035840_#1.jpg _P1,1462.000342,2149.000233,2147.000233,1462.003078,100013035840_#1.jpg _P1,1462,2149,2147,1462,0,2,,,
100013045835_#1.jpg _P1,1463,2149.000233,2147.000233,1463.001367,100013045835_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100013055830_#1.jpg _P1,1464,2149,2146.000233,1463.003076,100013055830_#1.jpg _P1,1464,2149,2146,1463,1,3,,,
100013065825_#1.jpg _P1,1462,2148,2146,1462.001368,100013065825_#1.jpg _P1,1462,2148,2146,1462,0,2,,,
100013075820_#1.jpg _P1,1463.000342,2148.000233,2146.000233,1463.003076,100013075820_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100013085815_#1.jpg _P1,1464,2149.000233,2146,1463.003076,100013085815_#1.jpg _P1,1464,2149,2146,1463,1,3,,,
100013095810_#1.jpg _P1,1462.001368,2149.000931,2148.000233,1461.00308,100013095810_#1.jpg _P1,1462,2149,2148,1461,1,1,,,
100013105848_#1.jpg _P1,1464.000342,2148.000233,2147.000233,1462.001368,100013105848_#1.jpg _P1,1464,2148,2147,1462,2,1,,,
100013115843_#1.jpg _P1,1463.000342,2148.000233,2146,1462.003078,100013115843_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100013125838_#1.jpg _P1,1463,2150.000233,2147.000233,1461.00308,100013125838_#1.jpg _P1,1463,2150,2147,1461,2,3,,,
100013135833_#1.jpg _P1,1463.000342,2148.000931,2146.000233,1462.003078,100013135833_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100013145828_#1.jpg _P1,1464.000342,2149.000931,2146,1462.005472,100013145828_#1.jpg _P1,1464,2149,2146,1462,2,3,,,
100013155823_#1.jpg _P1,1463.000342,2149,2146.000233,1462.001368,100013155823_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100013165818_#1.jpg _P1,1463.000342,2149.002094,2146.000233,1461.005476,100013165818_#1.jpg _P1,1463,2149,2146,1461,2,3,,,
100013175813_#1.jpg _P1,1463.001367,2148.000931,2148.000233,1462.001368,100013175813_#1.jpg _P1,1463,2148,2148,1462,1,0,,,
100013185808_#1.jpg _P1,1463,2149.000233,2146.000233,1461.00308,100013185808_#1.jpg _P1,1463,2149,2146,1461,2,3,,,
100013195803_#1.jpg _P1,1464.000342,2148.000931,2147,1462.001368,100013195803_#1.jpg _P1,1464,2148,2147,1462,2,1,,,
100013205841_#1.jpg _P1,1463,2149,2147,1463.001367,100013205841_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100013215836_#1.jpg _P1,1463.000342,2148.000233,2147.000233,1463.001367,100013215836_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100013225831_#1.jpg _P1,1463.000342,2148,2147.000233,1462.001368,100013225831_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100013235826_#1.jpg _P1,1463.000342,2148.000233,2147,1462.001368,100013235826_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100013245821_#1.jpg _P1,1463.000342,2148,2147,1463.001367,100013245821_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100013255816_#1.jpg _P1,1463.000342,2148.000931,2146.000233,1462.003078,100013255816_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100013265811_#1.jpg _P1,1462.003078,2148.002095,2147.000932,1461.005476,100013265811_#1.jpg _P1,1462,2148,2147,1461,1,1,,,
100013275806_#1.jpg _P1,1463,2148,2146.000233,1462.001368,100013275806_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100013285801_#1.jpg _P1,1463.000342,2148,2146.000233,1464.003074,100013285801_#1.jpg _P1,1463,2148,2146,1464,-1,2,,,
100013295893_#1.jpg _P1,1462.001368,2148.000233,2147.000233,1462.003078,100013295893_#1.jpg _P1,1462,2148,2147,1462,0,1,,,
100013305834_#1.jpg _P1,1464.001366,2148.000931,2147.000233,1463.003076,100013305834_#1.jpg _P1,1464,2148,2147,1463,1,1,,,
100013315829_#1.jpg _P1,1464.001366,2148.003724,2147.002096,1463.003076,100013315829_#1.jpg _P1,1464,2148,2147,1463,1,1,,,
100013325824_#1.jpg _P1,1462.001368,2149.000931,2147.003726,1464.005464,100013325824_#1.jpg _P1,1462,2149,2147,1464,-2,2,,,
100013335819_#1.jpg _P1,1463.001367,2149.002094,2147.000932,1462.005472,100013335819_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100013345814_#1.jpg _P1,1462.000342,2149.000931,2147.000233,1461.00308,100013345814_#1.jpg _P1,1462,2149,2147,1461,1,2,,,
100013355809_#1.jpg _P1,1462.001368,2148.000931,2147.000932,1462.003078,100013355809_#1.jpg _P1,1462,2148,2147,1462,0,1,,,
100013365804_#1.jpg _P1,1462.000342,2149.000233,2148.000233,1462.001368,100013365804_#1.jpg _P1,1462,2149,2148,1462,0,1,,,
100014015839_#1.jpg _P1,1465.001365,2150.003721,2148.000931,1463.005468,100014015839_#1.jpg _P1,1465,2150,2148,1463,2,2,,,
100014025834_#1.jpg _P1,1465.000341,2150.00093,2148.000233,1464.003074,100014025834_#1.jpg _P1,1465,2150,2148,1464,1,2,,,
100014035829_#1.jpg _P1,1465.000341,2150.00093,2148.000233,1464.003074,100014035829_#1.jpg _P1,1465,2150,2148,1464,1,2,,,
100014045824_#1.jpg _P1,1465.001365,2150.002093,2148.000931,1464.005464,100014045824_#1.jpg _P1,1465,2150,2148,1464,1,2,,,
100014055819_#1.jpg _P1,1464.000342,2151.00093,2148.000931,1464.005464,100014055819_#1.jpg _P1,1464,2151,2148,1464,0,3,,,
100014065814_#1.jpg _P1,1465.003072,2150.002093,2148.002095,1465.008532,100014065814_#1.jpg _P1,1465,2150,2148,1465,0,2,,,
100014075809_#1.jpg _P1,1465.003072,2150.002093,2148.000931,1464.008538,100014075809_#1.jpg _P1,1465,2150,2148,1464,1,2,,,
100014085804_#1.jpg _P1,1464.001366,2151.002092,2148.002095,1464.008538,100014085804_#1.jpg _P1,1464,2151,2148,1464,0,3,,,
100014095896_#1.jpg _P1,1465.000341,2151.000232,2148.000233,1465.005461,100014095896_#1.jpg _P1,1465,2151,2148,1465,0,3,,,
100014105837_#1.jpg _P1,1465.001365,2150.00093,2149.000931,1465.003072,100014105837_#1.jpg _P1,1465,2150,2149,1465,0,1,,,
100014115832_#1.jpg _P1,1464.001366,2150.002093,2148.000931,1463.005468,100014115832_#1.jpg _P1,1464,2150,2148,1463,1,2,,,
100014125827_#1.jpg _P1,1464.003074,2150.002093,2148.003724,1465.008532,100014125827_#1.jpg _P1,1464,2150,2148,1465,-1,2,,,
100014135822_#1.jpg _P1,1465.001365,2150.003721,2148.002095,1464.005464,100014135822_#1.jpg _P1,1465,2150,2148,1464,1,2,,,
100014145817_#1.jpg _P1,1464.001366,2150.002093,2148.000931,1463.005468,100014145817_#1.jpg _P1,1464,2150,2148,1463,1,2,,,
100014155812_#1.jpg _P1,1464.001366,2150.00093,2149.000931,1464.003074,100014155812_#1.jpg _P1,1464,2150,2149,1464,0,1,,,
100014165807_#1.jpg _P1,1464.001366,2150.000233,2149.000233,1464.003074,100014165807_#1.jpg _P1,1464,2150,2149,1464,0,1,,,
100014175802_#1.jpg _P1,1464.001366,2150.00093,2148.000931,1464.005464,100014175802_#1.jpg _P1,1464,2150,2148,1464,0,2,,,
100014185894_#1.jpg _P1,1464.003074,2150.002093,2149.002094,1464.005464,100014185894_#1.jpg _P1,1464,2150,2149,1464,0,1,,,
100014195889_#1.jpg _P1,1465.001365,2151.00093,2149.000931,1465.005461,100014195889_#1.jpg _P1,1465,2151,2149,1465,0,2,,,
100014205830_#1.jpg _P1,1465.001365,2150.002093,2148.000931,1464.005464,100014205830_#1.jpg _P1,1465,2150,2148,1464,1,2,,,
100014215825_#1.jpg _P1,1464.000342,2151.00093,2148.000931,1464.005464,100014215825_#1.jpg _P1,1464,2151,2148,1464,0,3,,,
100014225820_#1.jpg _P1,1465.001365,2150.002093,2148.000931,1464.005464,100014225820_#1.jpg _P1,1465,2150,2148,1464,1,2,,,
100014235815_#1.jpg _P1,1463.000342,2151.00093,2147.002096,1464.008538,100014235815_#1.jpg _P1,1463,2151,2147,1464,-1,4,,,
100014245810_#1.jpg _P1,1463.000342,2151.000232,2148.000233,1463.005468,100014245810_#1.jpg _P1,1463,2151,2148,1463,0,3,,,
100014255805_#1.jpg _P1,1463.001367,2150.00093,2148.002095,1464.005464,100014255805_#1.jpg _P1,1463,2150,2148,1464,-1,2,,,
100014265897_#1.jpg _P1,1465.000341,2150.00093,2147.000932,1465.005461,100014265897_#1.jpg _P1,1465,2150,2147,1465,0,3,,,
100014275892_#1.jpg _P1,1463.001367,2150.00093,2148.002095,1464.005464,100014275892_#1.jpg _P1,1463,2150,2148,1464,-1,2,,,
100014285887_#1.jpg _P1,1464,2150,2147,1464.003074,100014285887_#1.jpg _P1,1464,2150,2147,1464,0,3,,,
100014295882_#1.jpg _P1,1464.000342,2150,2147,1464.001366,100014295882_#1.jpg _P1,1464,2150,2147,1464,0,3,,,
100014305823_#1.jpg _P1,1464,2150,2148,1464.001366,100014305823_#1.jpg _P1,1464,2150,2148,1464,0,2,,,
100014315818_#1.jpg _P1,1463.000342,2150.000233,2148.000233,1463.003076,100014315818_#1.jpg _P1,1463,2150,2148,1463,0,2,,,
100014325813_#1.jpg _P1,1464.000342,2151.00093,2149.000233,1463.003076,100014325813_#1.jpg _P1,1464,2151,2149,1463,1,2,,,
100014335808_#1.jpg _P1,1464,2150,2147.000233,1463.003076,100014335808_#1.jpg _P1,1464,2150,2147,1463,1,3,,,
100014345803_#1.jpg _P1,1464,2151.00093,2148.000233,1463.003076,100014345803_#1.jpg _P1,1464,2151,2148,1463,1,3,,,
100014355895_#1.jpg _P1,1464.000342,2150.000233,2146.000233,1464.003074,100014355895_#1.jpg _P1,1464,2150,2146,1464,0,4,,,
100014365890_#1.jpg _P1,1464.000342,2150.000233,2147.000233,1464.001366,100014365890_#1.jpg _P1,1464,2150,2147,1464,0,3,,,
100015015828_#1.jpg _P1,1463.000342,2150,2147.000233,1462.001368,100015015828_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100015025823_#1.jpg _P1,1464.000342,2149.000233,2146.000932,1463.001367,100015025823_#1.jpg _P1,1464,2149,2146,1463,1,3,,,
100015035818_#1.jpg _P1,1463,2149,2147.000233,1464.001366,100015035818_#1.jpg _P1,1463,2149,2147,1464,-1,2,,,
100015045813_#1.jpg _P1,1463,2149.000931,2147.000233,1462.001368,100015045813_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100015055808_#1.jpg _P1,1464.000342,2149,2146.000233,1463.001367,100015055808_#1.jpg _P1,1464,2149,2146,1463,1,3,,,
100015065803_#1.jpg _P1,1462.000342,2149.000233,2146,1463.001367,100015065803_#1.jpg _P1,1462,2149,2146,1463,-1,3,,,
100015075895_#1.jpg _P1,1463.000342,2148.000931,2146.000233,1462.003078,100015075895_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100015085890_#1.jpg _P1,1463.000342,2148.002095,2146.000932,1462.003078,100015085890_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100015095885_#1.jpg _P1,1463,2148,2146,1463.001367,100015095885_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100015105826_#1.jpg _P1,1463,2149.000931,2147,1461.001369,100015105826_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100015115821_#1.jpg _P1,1464,2148.000233,2146.000233,1462.001368,100015115821_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100015125816_#1.jpg _P1,1463,2150.00093,2146,1461.005476,100015125816_#1.jpg _P1,1463,2150,2146,1461,2,4,,,
100015135811_#1.jpg _P1,1463.000342,2148.000931,2146.000233,1462.003078,100015135811_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100015145806_#1.jpg _P1,1464,2148.000233,2146.000233,1462.001368,100015145806_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100015155801_#1.jpg _P1,1463.000342,2149,2145,1463.003076,100015155801_#1.jpg _P1,1463,2149,2145,1463,0,4,,,
100015165893_#1.jpg _P1,1463,2149.000233,2146.000233,1461.00308,100015165893_#1.jpg _P1,1463,2149,2146,1461,2,3,,,
100015175888_#1.jpg _P1,1462,2149,2147.000233,1461.001369,100015175888_#1.jpg _P1,1462,2149,2147,1461,1,2,,,
100015185883_#1.jpg _P1,1463.000342,2148.002095,2146.000233,1461.00308,100015185883_#1.jpg _P1,1463,2148,2146,1461,2,2,,,
100015195878_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100015195878_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100015205819_#1.jpg _P1,1463.000342,2148.000233,2147,1462.001368,100015205819_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100015215814_#1.jpg _P1,1463.000342,2148.000233,2148.000233,1461.000342,100015215814_#1.jpg _P1,1463,2148,2148,1461,2,0,,,
100015225809_#1.jpg _P1,1464.000342,2149.000931,2147.000233,1461.00308,100015225809_#1.jpg _P1,1464,2149,2147,1461,3,2,,,
100015235804_#1.jpg _P1,1464.000342,2149.002094,2146.000233,1462.005472,100015235804_#1.jpg _P1,1464,2149,2146,1462,2,3,,,
100015245896_#1.jpg _P1,1463.000342,2149.002094,2147.000233,1461.00308,100015245896_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100015255891_#1.jpg _P1,1463.000342,2149.000931,2146.000233,1462.005472,100015255891_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100015265886_#1.jpg _P1,1463,2148.000233,2147.000932,1462.000342,100015265886_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100015275881_#1.jpg _P1,1463,2150.000233,2147.000233,1461.00308,100015275881_#1.jpg _P1,1463,2150,2147,1461,2,3,,,
100015285876_#1.jpg _P1,1463,2149.000233,2146,1462.003078,100015285876_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100015295871_#1.jpg _P1,1463.000342,2148.000233,2146.000233,1463.003076,100015295871_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100015305812_#1.jpg _P1,1463,2149.000233,2146,1462.003078,100015305812_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100015315807_#1.jpg _P1,1462,2148,2146,1462.001368,100015315807_#1.jpg _P1,1462,2148,2146,1462,0,2,,,
100015325802_#1.jpg _P1,1463.000342,2150.002093,2146.000932,1462.00855,100015325802_#1.jpg _P1,1463,2150,2146,1462,1,4,,,
100015335894_#1.jpg _P1,1462.000342,2148.000233,2147,1461.001369,100015335894_#1.jpg _P1,1462,2148,2147,1461,1,1,,,
100015345889_#1.jpg _P1,1462,2149,2146,1462.003078,100015345889_#1.jpg _P1,1462,2149,2146,1462,0,3,,,
100015355884_#1.jpg _P1,1463.000342,2149.000931,2147,1461.00308,100015355884_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100015365879_#1.jpg _P1,1463,2148,2146,1463.001367,100015365879_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100016015817_#1.jpg _P1,1462.000342,2149,2147.000233,1463.003076,100016015817_#1.jpg _P1,1462,2149,2147,1463,-1,2,,,
100016025812_#1.jpg _P1,1462,2148.000931,2146.000233,1463.001367,100016025812_#1.jpg _P1,1462,2148,2146,1463,-1,2,,,
100016035807_#1.jpg _P1,1462.001368,2149.000233,2147.000932,1463.005468,100016035807_#1.jpg _P1,1462,2149,2147,1463,-1,2,,,
100016045802_#1.jpg _P1,1463.000342,2149,2147,1463.003076,100016045802_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100016055894_#1.jpg _P1,1462.000342,2149,2147.000233,1463.003076,100016055894_#1.jpg _P1,1462,2149,2147,1463,-1,2,,,
100016065889_#1.jpg _P1,1464.000342,2149.000931,2147,1462.003078,100016065889_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100016075884_#1.jpg _P1,1462,2149,2146.000233,1463.003076,100016075884_#1.jpg _P1,1462,2149,2146,1463,-1,3,,,
100016085879_#1.jpg _P1,1463.000342,2148.000233,2146.000233,1463.003076,100016085879_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100016095874_#1.jpg _P1,1463.000342,2149,2147.000233,1462.000342,100016095874_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100016105815_#1.jpg _P1,1464,2149.000233,2146,1463.003076,100016105815_#1.jpg _P1,1464,2149,2146,1463,1,3,,,
100016115810_#1.jpg _P1,1463,2149,2147,1463.001367,100016115810_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100016125805_#1.jpg _P1,1463,2148,2147,1463.000342,100016125805_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100016135897_#1.jpg _P1,1463.000342,2149.000233,2147,1462.003078,100016135897_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100016145892_#1.jpg _P1,1463,2149,2146.000233,1462.003078,100016145892_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100016155887_#1.jpg _P1,1463,2148.000233,2146.000233,1463.001367,100016155887_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100016165882_#1.jpg _P1,1462.000342,2149,2147.000233,1463.003076,100016165882_#1.jpg _P1,1462,2149,2147,1463,-1,2,,,
100016175877_#1.jpg _P1,1464.000342,2148.000233,2146.000233,1464.003074,100016175877_#1.jpg _P1,1464,2148,2146,1464,0,2,,,
100016185872_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100016185872_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100016195867_#1.jpg _P1,1463,2148,2147.000233,1462.000342,100016195867_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100016205808_#1.jpg _P1,1463,2148,2146,1463.001367,100016205808_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100016215803_#1.jpg _P1,1462,2148.000233,2146.000233,1462.001368,100016215803_#1.jpg _P1,1462,2148,2146,1462,0,2,,,
100016225895_#1.jpg _P1,1464.000342,2148.000233,2146,1463.003076,100016225895_#1.jpg _P1,1464,2148,2146,1463,1,2,,,
100016235890_#1.jpg _P1,1463.000342,2148.000233,2146,1462.003078,100016235890_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100016245885_#1.jpg _P1,1463,2148,2146,1463.001367,100016245885_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100016255880_#1.jpg _P1,1463.000342,2148,2146,1463.003076,100016255880_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100016265875_#1.jpg _P1,1464.000342,2148.000233,2147,1463.001367,100016265875_#1.jpg _P1,1464,2148,2147,1463,1,1,,,
100016275870_#1.jpg _P1,1463,2148,2146,1463.001367,100016275870_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100016285865_#1.jpg _P1,1463.000342,2149.000233,2146.000233,1463.005468,100016285865_#1.jpg _P1,1463,2149,2146,1463,0,3,,,
100016295860_#1.jpg _P1,1463,2148,2146,1463.001367,100016295860_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100016305801_#1.jpg _P1,1464,2149.000233,2146.000233,1462.003078,100016305801_#1.jpg _P1,1464,2149,2146,1462,2,3,,,
100016315893_#1.jpg _P1,1463.000342,2148,2146.000233,1464.003074,100016315893_#1.jpg _P1,1463,2148,2146,1464,-1,2,,,
100016325888_#1.jpg _P1,1463.000342,2148.000233,2146,1462.003078,100016325888_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100016335883_#1.jpg _P1,1462.000342,2149.000233,2146.000233,1462.001368,100016335883_#1.jpg _P1,1462,2149,2146,1462,0,3,,,
100016345878_#1.jpg _P1,1463,2148.000233,2146,1462.001368,100016345878_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100016355873_#1.jpg _P1,1462.000342,2148,2146,1462.003078,100016355873_#1.jpg _P1,1462,2148,2146,1462,0,2,,,
100016365868_#1.jpg _P1,1463,2148.000233,2146.000233,1463.001367,100016365868_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100017015806_#1.jpg _P1,1465,2149.000233,2146.000233,1463.003076,100017015806_#1.jpg _P1,1465,2149,2146,1463,2,3,,,
100017025801_#1.jpg _P1,1464,2148,2147.000932,1462.000342,100017025801_#1.jpg _P1,1464,2148,2147,1462,2,1,,,
100017035893_#1.jpg _P1,1463,2149,2146.000233,1462.003078,100017035893_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100017045888_#1.jpg _P1,1463,2149,2147.000233,1462.001368,100017045888_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100017055883_#1.jpg _P1,1464,2149,2147.000932,1462.001368,100017055883_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100017065878_#1.jpg _P1,1463,2149,2147.000233,1462.001368,100017065878_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100017075873_#1.jpg _P1,1464.000342,2148.000233,2146.000233,1462.003078,100017075873_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100017085868_#1.jpg _P1,1464.000342,2148,2147.000233,1463.001367,100017085868_#1.jpg _P1,1464,2148,2147,1463,1,1,,,
100017095863_#1.jpg _P1,1464.000342,2148,2147.000233,1463.001367,100017095863_#1.jpg _P1,1464,2148,2147,1463,1,1,,,
100017105804_#1.jpg _P1,1463.000342,2149.000233,2147.000233,1463.003076,100017105804_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100017115896_#1.jpg _P1,1464.000342,2149,2147.000233,1463.003076,100017115896_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100017125891_#1.jpg _P1,1463.000342,2148.000233,2147.000233,1463.001367,100017125891_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100017135886_#1.jpg _P1,1463,2149.000233,2147.000233,1463.001367,100017135886_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100017145881_#1.jpg _P1,1464.000342,2149.000233,2147,1463.003076,100017145881_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100017155876_#1.jpg _P1,1464.000342,2149.000233,2147.000233,1464.003074,100017155876_#1.jpg _P1,1464,2149,2147,1464,0,2,,,
100017165871_#1.jpg _P1,1464.000342,2149,2147.000233,1463.003076,100017165871_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100017175866_#1.jpg _P1,1463.001367,2149.002094,2147.000932,1462.005472,100017175866_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100017185861_#1.jpg _P1,1464.000342,2149.000931,2147.000233,1463.003076,100017185861_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100017195856_#1.jpg _P1,1464.001366,2148.000931,2147.000233,1463.003076,100017195856_#1.jpg _P1,1464,2148,2147,1463,1,1,,,
100017205894_#1.jpg _P1,1463.000342,2149,2147,1463.003076,100017205894_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100017215889_#1.jpg _P1,1464,2149.000233,2147.000932,1463.001367,100017215889_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
