卷號,上,右,左,下,卷號,上寬,右高,左高,下寬,上寬-下寬,左高-右高,,列標籤,計數 - 上寬-下寬
100025145886_#1.jpg _P1,1464.000342,2148,2146.000932,1462.000342,100025145886_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100025155881_#1.jpg _P1,1463,2148,2146.000233,1462.001368,100025155881_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100025165876_#1.jpg _P1,1463.000342,2148.000233,2146,1462.003078,100025165876_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100025175871_#1.jpg _P1,1463.000342,2148,2147.000233,1462.001368,100025175871_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100025185866_#1.jpg _P1,1463.000342,2149.000233,2147,1462.003078,100025185866_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100025195861_#1.jpg _P1,1464.001366,2148.003724,2146.000932,1462.005472,100025195861_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100025205802_#1.jpg _P1,1463.001367,2148.000931,2146.000233,1462.005472,100025205802_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100025215894_#1.jpg _P1,1464.001366,2148.002095,2146.000932,1463.005468,100025215894_#1.jpg _P1,1464,2148,2146,1463,1,2,,,
100025225889_#1.jpg _P1,1463.000342,2148.000233,2146.000233,1463.003076,100025225889_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100025235884_#1.jpg _P1,1463.003076,2149.005817,2146.003728,1462.012312,100025235884_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100025245879_#1.jpg _P1,1463,2148,2147.000233,1462.000342,100025245879_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100025255874_#1.jpg _P1,1462,2149,2147,1462.001368,100025255874_#1.jpg _P1,1462,2149,2147,1462,0,2,,,
100025265869_#1.jpg _P1,1463,2148.000233,2146,1462.001368,100025265869_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100025275864_#1.jpg _P1,1463,2148.000233,2147.000233,1463.000342,100025275864_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100025285859_#1.jpg _P1,1463.000342,2148.000233,2146.000233,1463.000342,100025285859_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100025295854_#1.jpg _P1,1463.000342,2148.000233,2147,1462.001368,100025295854_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100025305892_#1.jpg _P1,1463.000342,2148,2147.000233,1462.001368,100025305892_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100025315887_#1.jpg _P1,1464,2148.000233,2146.000233,1462.001368,100025315887_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100025325882_#1.jpg _P1,1464.000342,2149,2147.000932,1462.000342,100025325882_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100025335877_#1.jpg _P1,1462.000342,2149,2147.000233,1463.003076,100025335877_#1.jpg _P1,1462,2149,2147,1463,-1,2,,,
100025345872_#1.jpg _P1,1462.000342,2148.000931,2147.002096,1461,100025345872_#1.jpg _P1,1462,2148,2147,1461,1,1,,,
100025355867_#1.jpg _P1,1463.000342,2148.000233,2147,1462.001368,100025355867_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100025365862_#1.jpg _P1,1465.000341,2148.000233,2147.000233,1463.001367,100025365862_#1.jpg _P1,1465,2148,2147,1463,2,1,,,
100026015897_#1.jpg _P1,1463.000342,2148.000233,2146.000233,1463.003076,100026015897_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100026025892_#1.jpg _P1,1462,2148.000233,2146,1463.001367,100026025892_#1.jpg _P1,1462,2148,2146,1463,-1,2,,,
100026035887_#1.jpg _P1,1463,2148,2147.000233,1462.000342,100026035887_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100026045882_#1.jpg _P1,1465,2149.000233,2147.000233,1463.001367,100026045882_#1.jpg _P1,1465,2149,2147,1463,2,2,,,
100026055877_#1.jpg _P1,1464.001366,2148.002095,2146.000233,1462.005472,100026055877_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100026065872_#1.jpg _P1,1465.000341,2149.003723,2146.000233,1462.005472,100026065872_#1.jpg _P1,1465,2149,2146,1462,3,3,,,
100026075867_#1.jpg _P1,1463.005468,2148.005819,2147.002096,1461.008556,100026075867_#1.jpg _P1,1463,2148,2147,1461,2,1,,,
100026085862_#1.jpg _P1,1463.003076,2148.005819,2146.002097,1461.008556,100026085862_#1.jpg _P1,1463,2148,2146,1461,2,2,,,
100026095857_#1.jpg _P1,1464.001366,2148.003724,2146.000932,1462.005472,100026095857_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100026105895_#1.jpg _P1,1463.005468,2148.003724,2146.000932,1461.01232,100026105895_#1.jpg _P1,1463,2148,2146,1461,2,2,,,
100026115890_#1.jpg _P1,1464.003074,2148.003724,2146.000932,1462.00855,100026115890_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100026125885_#1.jpg _P1,1464.003074,2148.005819,2146.002097,1462.00855,100026125885_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100026135880_#1.jpg _P1,1464.000342,2149,2146.000932,1462.001368,100026135880_#1.jpg _P1,1464,2149,2146,1462,2,3,,,
100026145875_#1.jpg _P1,1464.000342,2148,2147.000233,1463.001367,100026145875_#1.jpg _P1,1464,2148,2147,1463,1,1,,,
100026155870_#1.jpg _P1,1463,2149,2147.000233,1462.001368,100026155870_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100026165865_#1.jpg _P1,1463.000342,2148.000233,2146.000233,1463.000342,100026165865_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100026175860_#1.jpg _P1,1464,2148.000233,2147.000932,1463.000342,100026175860_#1.jpg _P1,1464,2148,2147,1463,1,1,,,
100026185855_#1.jpg _P1,1463.000342,2148.000931,2147.000233,1462.001368,100026185855_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100026195850_#1.jpg _P1,1463,2148.000233,2146,1462.001368,100026195850_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100026205888_#1.jpg _P1,1463.000342,2148,2147,1463.001367,100026205888_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100026215883_#1.jpg _P1,1463.001367,2148.000931,2147.000233,1462.003078,100026215883_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100026225878_#1.jpg _P1,1463.000342,2148,2147.000233,1462.001368,100026225878_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100026235873_#1.jpg _P1,1463,2149.000233,2147.000233,1461.001369,100026235873_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100026245868_#1.jpg _P1,1463.000342,2148.002095,2146.000233,1461.00308,100026245868_#1.jpg _P1,1463,2148,2146,1461,2,2,,,
100026255863_#1.jpg _P1,1463,2148,2146.000233,1462.001368,100026255863_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100026265858_#1.jpg _P1,1464.000342,2148.000931,2147,1462.001368,100026265858_#1.jpg _P1,1464,2148,2147,1462,2,1,,,
100026275853_#1.jpg _P1,1463,2148.000233,2146,1462.001368,100026275853_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100026285848_#1.jpg _P1,1463.000342,2148.000233,2147,1462.001368,100026285848_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100026295843_#1.jpg _P1,1463.000342,2149.000233,2147.000233,1463.003076,100026295843_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100026305881_#1.jpg _P1,1463,2148.000233,2147.000233,1463.000342,100026305881_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100026315876_#1.jpg _P1,1463.000342,2148.000931,2147.000932,1463.001367,100026315876_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100026325871_#1.jpg _P1,1462,2148,2147,1462.000342,100026325871_#1.jpg _P1,1462,2148,2147,1462,0,1,,,
100026335866_#1.jpg _P1,1463,2149.000233,2146,1462.003078,100026335866_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100026345861_#1.jpg _P1,1463.000342,2148.000931,2147.000233,1462.001368,100026345861_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100026355856_#1.jpg _P1,1463,2148.000233,2147.000233,1461.000342,100026355856_#1.jpg _P1,1463,2148,2147,1461,2,1,,,
100026365851_#1.jpg _P1,1464.001366,2148.003724,2146.002097,1463.005468,100026365851_#1.jpg _P1,1464,2148,2146,1463,1,2,,,
100027015886_#1.jpg _P1,1463.000342,2150.00093,2147.000233,1462.005472,100027015886_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100027025881_#1.jpg _P1,1464,2149.000233,2147,1463.001367,100027025881_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100027035876_#1.jpg _P1,1463,2149,2146.000233,1462.003078,100027035876_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100027045871_#1.jpg _P1,1463.000342,2149.000931,2147.000233,1462.003078,100027045871_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100027055866_#1.jpg _P1,1463,2149,2146,1463.003076,100027055866_#1.jpg _P1,1463,2149,2146,1463,0,3,,,
100027065861_#1.jpg _P1,1464.001366,2149.002094,2147.000932,1463.005468,100027065861_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100027075856_#1.jpg _P1,1464,2150.00093,2146.000233,1463.005468,100027075856_#1.jpg _P1,1464,2150,2146,1463,1,4,,,
100027085851_#1.jpg _P1,1463,2149.000931,2146.000233,1462.003078,100027085851_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100027095846_#1.jpg _P1,1463,2150.000233,2147,1462.003078,100027095846_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100027105884_#1.jpg _P1,1463.000342,2149,2147.000233,1462.000342,100027105884_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100027115879_#1.jpg _P1,1463.000342,2150,2147.000233,1464.005464,100027115879_#1.jpg _P1,1463,2150,2147,1464,-1,3,,,
100027125874_#1.jpg _P1,1464.000342,2150.000233,2146.000233,1462.003078,100027125874_#1.jpg _P1,1464,2150,2146,1462,2,4,,,
100027135869_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100027135869_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100027145864_#1.jpg _P1,1463,2150.000233,2147,1462.003078,100027145864_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100027155859_#1.jpg _P1,1464.000342,2150,2146.000233,1463.003076,100027155859_#1.jpg _P1,1464,2150,2146,1463,1,4,,,
100027165854_#1.jpg _P1,1463.000342,2151.000232,2146,1462.005472,100027165854_#1.jpg _P1,1463,2151,2146,1462,1,5,,,
100027175849_#1.jpg _P1,1463.000342,2149,2147.000233,1464.003074,100027175849_#1.jpg _P1,1463,2149,2147,1464,-1,2,,,
100027185844_#1.jpg _P1,1463,2150.000233,2147,1462.003078,100027185844_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100027195839_#1.jpg _P1,1464,2149,2147,1464.001366,100027195839_#1.jpg _P1,1464,2149,2147,1464,0,2,,,
100027205877_#1.jpg _P1,1463,2150,2147.000233,1462.003078,100027205877_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100027215872_#1.jpg _P1,1463.000342,2148.000931,2146.002097,1462.000342,100027215872_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100027225867_#1.jpg _P1,1463.005468,2148.005819,2145.008392,1462.000342,100027225867_#1.jpg _P1,1463,2148,2145,1462,1,3,,,
100027235862_#1.jpg _P1,1463.003076,2150.00093,2145.002098,1462.001368,100027235862_#1.jpg _P1,1463,2150,2145,1462,1,5,,,
100027245857_#1.jpg _P1,1462.001368,2149.002094,2146.002097,1462.000342,100027245857_#1.jpg _P1,1462,2149,2146,1462,0,3,,,
100027255852_#1.jpg _P1,1464.001366,2149.002094,2146.002097,1464.000342,100027255852_#1.jpg _P1,1464,2149,2146,1464,0,3,,,
100027265847_#1.jpg _P1,1463.003076,2149.003723,2145.002098,1464.000342,100027265847_#1.jpg _P1,1463,2149,2145,1464,-1,4,,,
100027275842_#1.jpg _P1,1463.001367,2149.000931,2145.000932,1463.001367,100027275842_#1.jpg _P1,1463,2149,2145,1463,0,4,,,
100027285837_#1.jpg _P1,1464.001366,2149.002094,2146.002097,1464.000342,100027285837_#1.jpg _P1,1464,2149,2146,1464,0,3,,,
100027295832_#1.jpg _P1,1463.001367,2150.000233,2145.000233,1463.003076,100027295832_#1.jpg _P1,1463,2150,2145,1463,0,5,,,
100027305870_#1.jpg _P1,1463.000342,2149.002094,2146.002097,1463.001367,100027305870_#1.jpg _P1,1463,2149,2146,1463,0,3,,,
100027315865_#1.jpg _P1,1462.001368,2149.002094,2145.002098,1462.001368,100027315865_#1.jpg _P1,1462,2149,2145,1462,0,4,,,
100027325860_#1.jpg _P1,1462.003078,2150.002093,2145.002098,1462.001368,100027325860_#1.jpg _P1,1462,2150,2145,1462,0,5,,,
100027335855_#1.jpg _P1,1462,2148,2146,1462.001368,100027335855_#1.jpg _P1,1462,2148,2146,1462,0,2,,,
100027345850_#1.jpg _P1,1463.001367,2149.002094,2146.003728,1462.000342,100027345850_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100027355845_#1.jpg _P1,1462.001368,2148.002095,2145.000932,1463.000342,100027355845_#1.jpg _P1,1462,2148,2145,1463,-1,3,,,
100027365840_#1.jpg _P1,1463.000342,2149.000931,2145.000932,1463.003076,100027365840_#1.jpg _P1,1463,2149,2145,1463,0,4,,,
100028015875_#1.jpg _P1,1463.001367,2148.002095,2145.00373,1462.000342,100028015875_#1.jpg _P1,1463,2148,2145,1462,1,3,,,
100028025870_#1.jpg _P1,1463.001367,2148.002095,2145.002098,1463.000342,100028025870_#1.jpg _P1,1463,2148,2145,1463,0,3,,,
100028035865_#1.jpg _P1,1464.000342,2148.000931,2146.003728,1462.000342,100028035865_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100028045860_#1.jpg _P1,1464.005464,2150.002093,2145.005827,1462.000342,100028045860_#1.jpg _P1,1464,2150,2145,1462,2,5,,,
100028055855_#1.jpg _P1,1462.001368,2149.000931,2146.002097,1461.000342,100028055855_#1.jpg _P1,1462,2149,2146,1461,1,3,,,
100028065850_#1.jpg _P1,1463.000342,2148.000931,2146.002097,1462.000342,100028065850_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100028075845_#1.jpg _P1,1463.000342,2148.000233,2145.000932,1462.001368,100028075845_#1.jpg _P1,1463,2148,2145,1462,1,3,,,
100028085840_#1.jpg _P1,1462.001368,2149.000931,2145.000932,1462.001368,100028085840_#1.jpg _P1,1462,2149,2145,1462,0,4,,,
100028095835_#1.jpg _P1,1464.000342,2148.000931,2146.002097,1463.000342,100028095835_#1.jpg _P1,1464,2148,2146,1463,1,2,,,
100028105873_#1.jpg _P1,1462.001368,2149.003723,2146.002097,1463.000342,100028105873_#1.jpg _P1,1462,2149,2146,1463,-1,3,,,
100028115868_#1.jpg _P1,1463.001367,2148.002095,2145.002098,1463.000342,100028115868_#1.jpg _P1,1463,2148,2145,1463,0,3,,,
100028125863_#1.jpg _P1,1463.001367,2148.002095,2146.002097,1463,100028125863_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100028135858_#1.jpg _P1,1464.000342,2148.000931,2145.002098,1463.001367,100028135858_#1.jpg _P1,1464,2148,2145,1463,1,3,,,
100028145853_#1.jpg _P1,1463.000342,2148.000931,2146.002097,1462.000342,100028145853_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100028155848_#1.jpg _P1,1464.000342,2148.000233,2146.002097,1462.000342,100028155848_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100028165843_#1.jpg _P1,1464.001366,2148.002095,2146.008388,1461,100028165843_#1.jpg _P1,1464,2148,2146,1461,3,2,,,
100028175838_#1.jpg _P1,1464,2148.000233,2146.000233,1462.001368,100028175838_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100028185833_#1.jpg _P1,1463.001367,2149.002094,2146.003728,1462.000342,100028185833_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100028195828_#1.jpg _P1,1464.001366,2148.002095,2146.005825,1462,100028195828_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100028205866_#1.jpg _P1,1464.001366,2148.002095,2146.005825,1462,100028205866_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100028215861_#1.jpg _P1,1462.001368,2149.002094,2146.002097,1462.000342,100028215861_#1.jpg _P1,1462,2149,2146,1462,0,3,,,
100028225856_#1.jpg _P1,1463.000342,2148.000233,2146.002097,1461.000342,100028225856_#1.jpg _P1,1463,2148,2146,1461,2,2,,,
100028235851_#1.jpg _P1,1464.003074,2149.002094,2146.005825,1462,100028235851_#1.jpg _P1,1464,2149,2146,1462,2,3,,,
100028245846_#1.jpg _P1,1463.001367,2148.002095,2146.005825,1461,100028245846_#1.jpg _P1,1463,2148,2146,1461,2,2,,,
100028255841_#1.jpg _P1,1463.001367,2147.002096,2145.00373,1462,100028255841_#1.jpg _P1,1463,2147,2145,1462,1,2,,,
100028265836_#1.jpg _P1,1463.000342,2148.000233,2146.000233,1463.000342,100028265836_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100028275831_#1.jpg _P1,1462.001368,2148.000931,2145.000932,1462.000342,100028275831_#1.jpg _P1,1462,2148,2145,1462,0,3,,,
100028285826_#1.jpg _P1,1463.001367,2147.000932,2144.002099,1462.000342,100028285826_#1.jpg _P1,1463,2147,2144,1462,1,3,,,
100028295821_#1.jpg _P1,1463.000342,2148.000233,2145.000932,1462.001368,100028295821_#1.jpg _P1,1463,2148,2145,1462,1,3,,,
100028305859_#1.jpg _P1,1464.001366,2148.002095,2145.002098,1464.000342,100028305859_#1.jpg _P1,1464,2148,2145,1464,0,3,,,
100028315854_#1.jpg _P1,1462.000342,2148.002095,2146.000932,1463.000342,100028315854_#1.jpg _P1,1462,2148,2146,1463,-1,2,,,
100028325849_#1.jpg _P1,1462.001368,2149.002094,2146.003728,1461.000342,100028325849_#1.jpg _P1,1462,2149,2146,1461,1,3,,,
100028335844_#1.jpg _P1,1463.001367,2148.002095,2146.002097,1463,100028335844_#1.jpg _P1,1463,2148,2146,1463,0,2,,,
100028345839_#1.jpg _P1,1463.000342,2148.000931,2146.002097,1462.000342,100028345839_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100028355834_#1.jpg _P1,1462.003078,2148.003724,2146.005825,1461.000342,100028355834_#1.jpg _P1,1462,2148,2146,1461,1,2,,,
100028365829_#1.jpg _P1,1464.001366,2147.000932,2145.002098,1463,100028365829_#1.jpg _P1,1464,2147,2145,1463,1,2,,,
100029015864_#1.jpg _P1,1463.003076,2149.003723,2145.00373,1463.000342,100029015864_#1.jpg _P1,1463,2149,2145,1463,0,4,,,
100029025859_#1.jpg _P1,1463.001367,2149.002094,2146.003728,1462.000342,100029025859_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100029035854_#1.jpg _P1,1464.003074,2148.002095,2145.005827,1462,100029035854_#1.jpg _P1,1464,2148,2145,1462,2,3,,,
100029045849_#1.jpg _P1,1463.001367,2149.000931,2145.002098,1462.001368,100029045849_#1.jpg _P1,1463,2149,2145,1462,1,4,,,
100029055844_#1.jpg _P1,1463.001367,2149.000931,2145.002098,1462.001368,100029055844_#1.jpg _P1,1463,2149,2145,1462,1,4,,,
100029065839_#1.jpg _P1,1463.000342,2148.000931,2146.002097,1462.000342,100029065839_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100029075834_#1.jpg _P1,1462.000342,2149.000233,2146.000932,1461.001369,100029075834_#1.jpg _P1,1462,2149,2146,1461,1,3,,,
100029085829_#1.jpg _P1,1463.001367,2148.002095,2146.003728,1462,100029085829_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100029095824_#1.jpg _P1,1463.001367,2149.000233,2146.002097,1461.000342,100029095824_#1.jpg _P1,1463,2149,2146,1461,2,3,,,
100029105862_#1.jpg _P1,1464.000342,2148.000233,2146.002097,1462.000342,100029105862_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100029115857_#1.jpg _P1,1463.000342,2149,2147.000233,1462.000342,100029115857_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100029125852_#1.jpg _P1,1464.000342,2148,2147.000932,1462,100029125852_#1.jpg _P1,1464,2148,2147,1462,2,1,,,
100029135847_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100029135847_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100029145842_#1.jpg _P1,1464,2148.000233,2147,1463.000342,100029145842_#1.jpg _P1,1464,2148,2147,1463,1,1,,,
100029155837_#1.jpg _P1,1463,2149,2147,1463.001367,100029155837_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100029165832_#1.jpg _P1,1463,2149,2147.000233,1462.001368,100029165832_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100029175827_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100029175827_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100029185822_#1.jpg _P1,1464.000342,2148.000931,2147.000233,1463.001367,100029185822_#1.jpg _P1,1464,2148,2147,1463,1,1,,,
100029195817_#1.jpg _P1,1463,2148.000233,2147.000932,1462.000342,100029195817_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100029205855_#1.jpg _P1,1464,2148.000233,2147.000233,1462.000342,100029205855_#1.jpg _P1,1464,2148,2147,1462,2,1,,,
100029215850_#1.jpg _P1,1463,2149.000931,2147,1461.001369,100029215850_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100029225845_#1.jpg _P1,1463.000342,2148.000931,2146,1461.00308,100029225845_#1.jpg _P1,1463,2148,2146,1461,2,2,,,
100029235840_#1.jpg _P1,1463.000342,2149.000233,2147.002096,1461.000342,100029235840_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100029245835_#1.jpg _P1,1463,2149,2147.000233,1462.001368,100029245835_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100029255830_#1.jpg _P1,1463,2148.000233,2147.000233,1461.000342,100029255830_#1.jpg _P1,1463,2148,2147,1461,2,1,,,
100029265825_#1.jpg _P1,1462,2148.000233,2147.000233,1462.000342,100029265825_#1.jpg _P1,1462,2148,2147,1462,0,1,,,
100029275820_#1.jpg _P1,1463,2148,2147.000233,1462.000342,100029275820_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100029285815_#1.jpg _P1,1463.000342,2149.000233,2147,1462.003078,100029285815_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100029295810_#1.jpg _P1,1462,2149,2147.000233,1461.001369,100029295810_#1.jpg _P1,1462,2149,2147,1461,1,2,,,
100029305848_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100029305848_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100029315843_#1.jpg _P1,1463.000342,2148.000233,2147.000932,1462,100029315843_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100029325838_#1.jpg _P1,1463,2149.000233,2147.000233,1461.001369,100029325838_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100029335833_#1.jpg _P1,1462.000342,2149.000931,2147.002096,1461.000342,100029335833_#1.jpg _P1,1462,2149,2147,1461,1,2,,,
100029345828_#1.jpg _P1,1462,2148,2147.000233,1461.000342,100029345828_#1.jpg _P1,1462,2148,2147,1461,1,1,,,
100029355823_#1.jpg _P1,1463.000342,2149.000233,2147.000233,1461.000342,100029355823_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100029365818_#1.jpg _P1,1464,2148.000233,2146,1463.001367,100029365818_#1.jpg _P1,1464,2148,2146,1463,1,2,,,
100030015849_#1.jpg _P1,1464,2149,2147.000233,1463.001367,100030015849_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100030025844_#1.jpg _P1,1464,2149.000233,2147,1463.001367,100030025844_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100030035839_#1.jpg _P1,1463.000342,2149.000233,2147,1462.003078,100030035839_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100030045834_#1.jpg _P1,1464,2149,2147.000932,1462.001368,100030045834_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100030055829_#1.jpg _P1,1463,2148,2147.000233,1462.000342,100030055829_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100030065824_#1.jpg _P1,1462,2150.00093,2147.000233,1461.00308,100030065824_#1.jpg _P1,1462,2150,2147,1461,1,3,,,
100030075819_#1.jpg _P1,1463.000342,2149.000931,2147.000233,1462.003078,100030075819_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100030085814_#1.jpg _P1,1464,2149.000233,2147.000233,1462.001368,100030085814_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100030095809_#1.jpg _P1,1463.000342,2150.00093,2147.000932,1463.005468,100030095809_#1.jpg _P1,1463,2150,2147,1463,0,3,,,
100030105847_#1.jpg _P1,1462.001368,2149.000931,2147.000932,1462.005472,100030105847_#1.jpg _P1,1462,2149,2147,1462,0,2,,,
100030115842_#1.jpg _P1,1463.000342,2150.00093,2147.000233,1462.005472,100030115842_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100030125837_#1.jpg _P1,1464.000342,2150.000233,2147,1463.005468,100030125837_#1.jpg _P1,1464,2150,2147,1463,1,3,,,
100030135832_#1.jpg _P1,1464.001366,2150.002093,2147,1461.008556,100030135832_#1.jpg _P1,1464,2150,2147,1461,3,3,,,
100030145827_#1.jpg _P1,1462.000342,2149.000233,2147.000233,1462.003078,100030145827_#1.jpg _P1,1462,2149,2147,1462,0,2,,,
100030155822_#1.jpg _P1,1464.000342,2149.000931,2147,1462.003078,100030155822_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100030165817_#1.jpg _P1,1464.001366,2150.002093,2147.000932,1463.008544,100030165817_#1.jpg _P1,1464,2150,2147,1463,1,3,,,
100030175812_#1.jpg _P1,1464,2149.000233,2148.000931,1463.000342,100030175812_#1.jpg _P1,1464,2149,2148,1463,1,1,,,
100030185807_#1.jpg _P1,1463,2150.000233,2147,1462.003078,100030185807_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100030195802_#1.jpg _P1,1464.000342,2149.000233,2147.000233,1462.003078,100030195802_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100030205840_#1.jpg _P1,1463.001367,2149.002094,2147.000932,1462.005472,100030205840_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100030215835_#1.jpg _P1,1464.000342,2149.000931,2147.000233,1463.003076,100030215835_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100030225830_#1.jpg _P1,1463,2150.000233,2146,1462.005472,100030225830_#1.jpg _P1,1463,2150,2146,1462,1,4,,,
100030235825_#1.jpg _P1,1463,2149,2147.000233,1462.001368,100030235825_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100030245820_#1.jpg _P1,1463,2149,2147.000932,1461.001369,100030245820_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100030255815_#1.jpg _P1,1463.000342,2149.000233,2148.000233,1463.001367,100030255815_#1.jpg _P1,1463,2149,2148,1463,0,1,,,
100030265810_#1.jpg _P1,1463.000342,2150.000233,2148,1462.003078,100030265810_#1.jpg _P1,1463,2150,2148,1462,1,2,,,
100030275805_#1.jpg _P1,1463,2149,2146.000233,1462.003078,100030275805_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100030285897_#1.jpg _P1,1463.000342,2149.000931,2146.000233,1462.005472,100030285897_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100030295892_#1.jpg _P1,1463.000342,2149.000233,2147.000233,1463.003076,100030295892_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100030305833_#1.jpg _P1,1464.001366,2149.000931,2147.000233,1463.005468,100030305833_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
