卷號,上,右,左,下,卷號,上寬,右高,左高,下寬,上寬-下寬,右高-左高,,卷號,(全部)
100039014847_#1.jpg _P1,1451.001378,2147.002096,2148.002095,1451.003101,100039014847_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100039024842_#1.jpg _P1,1452.001377,2147.002096,2148.005819,1450.003103,100039024842_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100039034837_#1.jpg _P1,1452.001377,2147.000932,2148.003724,1450.003103,100039034837_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100039044832_#1.jpg _P1,1453.000344,2146.000932,2148.003724,1451.003101,100039044832_#1.jpg _P1,1453,2146,2148,1451,2,-2,,,
100039054827_#1.jpg _P1,1451.001378,2148.002095,2148.002095,1451.001378,100039054827_#1.jpg _P1,1451,2148,2148,1451,0,0,,,
100039064822_#1.jpg _P1,1452.000344,2147.000932,2147.000932,1452.000344,100039064822_#1.jpg _P1,1452,2147,2147,1452,0,0,,,
100039074817_#1.jpg _P1,1453.000344,2147.000233,2148.002095,1451.001378,100039074817_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100039084812_#1.jpg _P1,1452.000344,2147.000932,2148.003724,1450.001379,100039084812_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100039094807_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100039094807_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100039104845_#1.jpg _P1,1452,2147.000233,2148.002095,1450.000345,100039104845_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100039114840_#1.jpg _P1,1452.000344,2147.000233,2147.002096,1450.000345,100039114840_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100039124835_#1.jpg _P1,1452.001377,2147.002096,2148.005819,1450.003103,100039124835_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100039134830_#1.jpg _P1,1453.001376,2147.002096,2148.005819,1451.003101,100039134830_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100039144825_#1.jpg _P1,1452.000344,2147.000233,2148.002095,1450.001379,100039144825_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100039154820_#1.jpg _P1,1452.001377,2147.000932,2148.003724,1450.003103,100039154820_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100039164815_#1.jpg _P1,1452.000344,2146.000932,2148.003724,1450.003103,100039164815_#1.jpg _P1,1452,2146,2148,1450,2,-2,,,
100039174810_#1.jpg _P1,1452.001377,2148.000931,2148.003724,1450.001379,100039174810_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100039184805_#1.jpg _P1,1452.001377,2146.002097,2148.003724,1451.005513,100039184805_#1.jpg _P1,1452,2146,2148,1451,1,-2,,,
100039194897_#1.jpg _P1,1451,2147,2148.000233,1450.000345,100039194897_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100039204838_#1.jpg _P1,1451.001378,2147.000932,2148.002095,1450.003103,100039204838_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100039214833_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100039214833_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100039224828_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100039224828_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100039234823_#1.jpg _P1,1451.000345,2147.000233,2148.000931,1450.001379,100039234823_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100039244818_#1.jpg _P1,1451.000345,2147.000233,2148.000931,1450.001379,100039244818_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100039254813_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100039254813_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100039264808_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1451.001378,100039264808_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100039274803_#1.jpg _P1,1451.000345,2147.000932,2148.000931,1451.001378,100039274803_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100039284895_#1.jpg _P1,1452,2146.000233,2148.000931,1451.001378,100039284895_#1.jpg _P1,1452,2146,2148,1451,1,-2,,,
100039294890_#1.jpg _P1,1452.001377,2147.002096,2147.000932,1453.001376,100039294890_#1.jpg _P1,1452,2147,2147,1453,-1,0,,,
100039304831_#1.jpg _P1,1451.000345,2147.000932,2148.000931,1451.001378,100039304831_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100039314826_#1.jpg _P1,1452.000344,2147.000233,2148.002095,1450.001379,100039314826_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100039324821_#1.jpg _P1,1451.000345,2147.000233,2148.000931,1450.001379,100039324821_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100039334816_#1.jpg _P1,1451.001378,2147.000233,2147.002096,1449.00138,100039334816_#1.jpg _P1,1451,2147,2147,1449,2,0,,,
100039344811_#1.jpg _P1,1451.000345,2147.000932,2148.002095,1450.001379,100039344811_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100039354806_#1.jpg _P1,1451.000345,2146.000233,2147.002096,1449.00138,100039354806_#1.jpg _P1,1451,2146,2147,1449,2,-1,,,
100039364801_#1.jpg _P1,1452.003099,2147.000932,2147.003726,1450.003103,100039364801_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100040014832_#1.jpg _P1,1451.001378,2148.000233,2148.000931,1450.001379,100040014832_#1.jpg _P1,1451,2148,2148,1450,1,0,,,
100040024827_#1.jpg _P1,1452.000344,2146.000932,2147.002096,1451.001378,100040024827_#1.jpg _P1,1452,2146,2147,1451,1,-1,,,
100040034822_#1.jpg _P1,1452.001377,2148.000233,2148.002095,1450.001379,100040034822_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100040044817_#1.jpg _P1,1452.001377,2146.002097,2147.003726,1451.003101,100040044817_#1.jpg _P1,1452,2146,2147,1451,1,-1,,,
100040054812_#1.jpg _P1,1451.000345,2146.000932,2148.002095,1450.003103,100040054812_#1.jpg _P1,1451,2146,2148,1450,1,-2,,,
100040064807_#1.jpg _P1,1450.000345,2147.002096,2148.002095,1450.001379,100040064807_#1.jpg _P1,1450,2147,2148,1450,0,-1,,,
100040074802_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1451.001378,100040074802_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100040084894_#1.jpg _P1,1451.000345,2147.000932,2148.000931,1451.001378,100040084894_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100040094889_#1.jpg _P1,1451.001378,2147.002096,2148.003724,1450.003103,100040094889_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100040104830_#1.jpg _P1,1452.001377,2147.000932,2147.003726,1450.001379,100040104830_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100040114825_#1.jpg _P1,1452.001377,2147.002096,2148.002095,1452.003099,100040114825_#1.jpg _P1,1452,2147,2148,1452,0,-1,,,
100040124820_#1.jpg _P1,1452.001377,2147.002096,2148.003724,1451.003101,100040124820_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100040134815_#1.jpg _P1,1452.001377,2147.000932,2147.003726,1450.001379,100040134815_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100040144810_#1.jpg _P1,1451.000345,2147.000932,2148.002095,1450.001379,100040144810_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100040154805_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100040154805_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100040164897_#1.jpg _P1,1451.000345,2147.000932,2148.002095,1450.001379,100040164897_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100040174892_#1.jpg _P1,1452.001377,2147.000932,2148.003724,1450.003103,100040174892_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100040184887_#1.jpg _P1,1451.001378,2147.002096,2148.003724,1450.003103,100040184887_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100040194882_#1.jpg _P1,1452.001377,2147.002096,2148.003724,1451.003101,100040194882_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100040204823_#1.jpg _P1,1452,2147,2148.000931,1450.000345,100040204823_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100040214818_#1.jpg _P1,1445.000346,2147,2148.000233,1444.001385,100040214818_#1.jpg _P1,1445,2147,2148,1444,1,-1,,,
100040224813_#1.jpg _P1,1451.001378,2147.002096,2148.002095,1451.003101,100040224813_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100040234808_#1.jpg _P1,1450.001379,2147.002096,2148.002095,1450.003103,100040234808_#1.jpg _P1,1450,2147,2148,1450,0,-1,,,
100040244803_#1.jpg _P1,1451.000345,2147.000233,2148.002095,1449.00138,100040244803_#1.jpg _P1,1451,2147,2148,1449,2,-1,,,
100040254895_#1.jpg _P1,1451.003101,2147.002096,2148.003724,1450.005517,100040254895_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100040264890_#1.jpg _P1,1451.001378,2147.000932,2148.002095,1450.003103,100040264890_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100040274885_#1.jpg _P1,1452.000344,2147.000932,2149.003723,1450.003103,100040274885_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100040284880_#1.jpg _P1,1451.000345,2147.002096,2149.003723,1450.003103,100040284880_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100040294875_#1.jpg _P1,1451.005513,2147.008384,2149.008376,1451.001378,100040294875_#1.jpg _P1,1451,2147,2149,1451,0,-2,,,
100040304816_#1.jpg _P1,1451.001378,2147.002096,2148.002095,1451.003101,100040304816_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100040314811_#1.jpg _P1,1451.001378,2146.002097,2148.000931,1450,100040314811_#1.jpg _P1,1451,2146,2148,1450,1,-2,,,
100040324806_#1.jpg _P1,1451,2146.000233,2147,1450.000345,100040324806_#1.jpg _P1,1451,2146,2147,1450,1,-1,,,
100040334801_#1.jpg _P1,1451.003101,2146.005825,2148.003724,1450.000345,100040334801_#1.jpg _P1,1451,2146,2148,1450,1,-2,,,
100040344893_#1.jpg _P1,1452.000344,2146.000233,2147.000932,1449.00138,100040344893_#1.jpg _P1,1452,2146,2147,1449,3,-1,,,
100040354888_#1.jpg _P1,1451.003101,2146.003728,2148.002095,1450.000345,100040354888_#1.jpg _P1,1451,2146,2148,1450,1,-2,,,
100040364883_#1.jpg _P1,1453.001376,2146.002097,2148.005819,1451.005513,100040364883_#1.jpg _P1,1453,2146,2148,1451,2,-2,,,
100042014810_#1.jpg _P1,1452.003099,2147.008384,2148.003724,1450.001379,100042014810_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100042024805_#1.jpg _P1,1452.000344,2147.000233,2149.000233,1450.000345,100042024805_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100042034897_#1.jpg _P1,1451.000345,2147.000233,2148.000233,1451.001378,100042034897_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100042044892_#1.jpg _P1,1452.00551,2147.008384,2149.003723,1450.001379,100042044892_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100042054887_#1.jpg _P1,1451.000345,2146.000932,2148.002095,1450.003103,100042054887_#1.jpg _P1,1451,2146,2148,1450,1,-2,,,
100042064882_#1.jpg _P1,1452.001377,2147.003726,2148.005819,1451.003101,100042064882_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100042074877_#1.jpg _P1,1452.003099,2147.008384,2148.003724,1450.001379,100042074877_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100042084872_#1.jpg _P1,1452.001377,2146.000932,2148.003724,1450.005517,100042084872_#1.jpg _P1,1452,2146,2148,1450,2,-2,,,
100042094867_#1.jpg _P1,1452,2146.000233,2148.002095,1448.001381,100042094867_#1.jpg _P1,1452,2146,2148,1448,4,-2,,,
100042104808_#1.jpg _P1,1452.001377,2147.002096,2149.003723,1451.005513,100042104808_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100042114803_#1.jpg _P1,1452.003099,2147.008384,2148.003724,1450.001379,100042114803_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100042124895_#1.jpg _P1,1452.003099,2148.003724,2149.008376,1450.005517,100042124895_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100042134890_#1.jpg _P1,1451.003101,2147.002096,2148.003724,1450.005517,100042134890_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100042144885_#1.jpg _P1,1452.001377,2147.002096,2149.005817,1450.005517,100042144885_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100042154880_#1.jpg _P1,1452.001377,2147.002096,2149.005817,1450.005517,100042154880_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100042164875_#1.jpg _P1,1451,2147,2149.000233,1450.001379,100042164875_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100042174870_#1.jpg _P1,1452.003099,2147.003726,2149.005817,1451.008615,100042174870_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100042184865_#1.jpg _P1,1452,2147.000233,2149.000931,1449.00138,100042184865_#1.jpg _P1,1452,2147,2149,1449,3,-2,,,
100042194860_#1.jpg _P1,1451.005513,2146.008388,2149.005817,1450.000345,100042194860_#1.jpg _P1,1451,2146,2149,1450,1,-3,,,
100042204801_#1.jpg _P1,1451.001378,2147.002096,2149.000931,1450,100042204801_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100042214893_#1.jpg _P1,1452.00551,2147.014904,2149.011401,1451.001378,100042214893_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100042224888_#1.jpg _P1,1452,2147.000233,2149.000233,1450.001379,100042224888_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100042234883_#1.jpg _P1,1451.000345,2147.000233,2149.000931,1450.003103,100042234883_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100042244878_#1.jpg _P1,1451.003101,2146.003728,2149.003723,1451,100042244878_#1.jpg _P1,1451,2146,2149,1451,0,-3,,,
100042254873_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1451.001378,100042254873_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100042264868_#1.jpg _P1,1451.003101,2147.003726,2148.003724,1451.001378,100042264868_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100042274863_#1.jpg _P1,1451.001378,2147.002096,2149.003723,1450.005517,100042274863_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100042284858_#1.jpg _P1,1452.003099,2147.003726,2148.005819,1451.005513,100042284858_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100042294853_#1.jpg _P1,1451.003101,2147.003726,2148.005819,1450.005517,100042294853_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100042304891_#1.jpg _P1,1452.003099,2147.002096,2148.005819,1450.005517,100042304891_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100042314886_#1.jpg _P1,1447.001382,2146.000932,2148.002095,1446.005532,100042314886_#1.jpg _P1,1447,2146,2148,1446,1,-2,,,
100042324881_#1.jpg _P1,1452.003099,2147.003726,2148.00838,1450.005517,100042324881_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100042334876_#1.jpg _P1,1451.000345,2147.000932,2149.000931,1451.003101,100042334876_#1.jpg _P1,1451,2147,2149,1451,0,-2,,,
100042344871_#1.jpg _P1,1451.001378,2147.002096,2148.003724,1450.003103,100042344871_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100042354866_#1.jpg _P1,1451.001378,2146.000932,2148.002095,1450.005517,100042354866_#1.jpg _P1,1451,2146,2148,1450,1,-2,,,
100042364861_#1.jpg _P1,1452.001377,2148.000931,2148.003724,1450.001379,100042364861_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100043014896_#1.jpg _P1,1452.003099,2147.002096,2148.00838,1449.005521,100043014896_#1.jpg _P1,1452,2147,2148,1449,3,-1,,,
100043024891_#1.jpg _P1,1452.001377,2147.002096,2148.003724,1451.003101,100043024891_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100043034886_#1.jpg _P1,1452.003099,2147.003726,2147.003726,1452.003099,100043034886_#1.jpg _P1,1452,2147,2147,1452,0,0,,,
100043044881_#1.jpg _P1,1452.00551,2147.003726,2147.005822,1451.005513,100043044881_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100043054876_#1.jpg _P1,1452.003099,2147.003726,2148.005819,1451.005513,100043054876_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100043064871_#1.jpg _P1,1452.001377,2147.002096,2148.005819,1450.003103,100043064871_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100043074866_#1.jpg _P1,1453.001376,2146.000932,2148.00838,1449.005521,100043074866_#1.jpg _P1,1453,2146,2148,1449,4,-2,,,
100043084861_#1.jpg _P1,1452.001377,2147.002096,2149.008376,1449.005521,100043084861_#1.jpg _P1,1452,2147,2149,1449,3,-2,,,
100043094856_#1.jpg _P1,1454.001376,2147.000233,2148.005819,1450.003103,100043094856_#1.jpg _P1,1454,2147,2148,1450,4,-1,,,
100043104894_#1.jpg _P1,1451.001378,2148.000931,2148.000931,1451.001378,100043104894_#1.jpg _P1,1451,2148,2148,1451,0,0,,,
100043114889_#1.jpg _P1,1452.001377,2147.002096,2148.003724,1451.003101,100043114889_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100043124884_#1.jpg _P1,1452.003099,2146.002097,2146.003728,1451.003101,100043124884_#1.jpg _P1,1452,2146,2146,1451,1,0,,,
100043134879_#1.jpg _P1,1453.003097,2148.002095,2148.003724,1452.003099,100043134879_#1.jpg _P1,1453,2148,2148,1452,1,0,,,
100043144874_#1.jpg _P1,1453.000344,2147.000233,2148.000931,1450.001379,100043144874_#1.jpg _P1,1453,2147,2148,1450,3,-1,,,
100043154869_#1.jpg _P1,1452.003099,2146.003728,2148.005819,1451.008615,100043154869_#1.jpg _P1,1452,2146,2148,1451,1,-2,,,
100043164864_#1.jpg _P1,1452.00551,2148.003724,2148.005819,1451.005513,100043164864_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100043174859_#1.jpg _P1,1452.003099,2147.003726,2148.005819,1451.005513,100043174859_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100043184854_#1.jpg _P1,1452.00551,2147.003726,2147.005822,1451.005513,100043184854_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100043194849_#1.jpg _P1,1452.003099,2147.002096,2148.005819,1450.005517,100043194849_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100043204887_#1.jpg _P1,1452.003099,2147.002096,2148.005819,1450.005517,100043204887_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100043214882_#1.jpg _P1,1451.003101,2146.003728,2147.005822,1450.005517,100043214882_#1.jpg _P1,1451,2146,2147,1450,1,-1,,,
100043224877_#1.jpg _P1,1452.001377,2146.002097,2148.005819,1450.005517,100043224877_#1.jpg _P1,1452,2146,2148,1450,2,-2,,,
100043234872_#1.jpg _P1,1452.003099,2146.002097,2148.00838,1449.008627,100043234872_#1.jpg _P1,1452,2146,2148,1449,3,-2,,,
100043244867_#1.jpg _P1,1451.003101,2147.000233,2146.003728,1448.001381,100043244867_#1.jpg _P1,1451,2147,2146,1448,3,1,,,
100043254862_#1.jpg _P1,1452.000344,2147,2149.000931,1450.003103,100043254862_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100043264857_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100043264857_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100043274852_#1.jpg _P1,1452.000344,2147,2148.000233,1451.001378,100043274852_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100043284847_#1.jpg _P1,1451,2147,2149.000233,1450.001379,100043284847_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100043294842_#1.jpg _P1,1452.001377,2147.000932,2147.002096,1451.001378,100043294842_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100043304880_#1.jpg _P1,1452.003099,2147.002096,2148.005819,1450.005517,100043304880_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100043314875_#1.jpg _P1,1452.000344,2147.000233,2148.002095,1450.001379,100043314875_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100043324870_#1.jpg _P1,1452.000344,2146.000233,2147.002096,1450.001379,100043324870_#1.jpg _P1,1452,2146,2147,1450,2,-1,,,
100043334865_#1.jpg _P1,1452.000344,2147.000233,2148.003724,1449.00138,100043334865_#1.jpg _P1,1452,2147,2148,1449,3,-1,,,
100043344860_#1.jpg _P1,1451.000345,2146.000932,2148.003724,1449.003106,100043344860_#1.jpg _P1,1451,2146,2148,1449,2,-2,,,
100043354855_#1.jpg _P1,1451.001378,2147.002096,2148.003724,1450.003103,100043354855_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100043364850_#1.jpg _P1,1453.001376,2146.003728,2148.00838,1451.005513,100043364850_#1.jpg _P1,1453,2146,2148,1451,2,-2,,,
100044014885_#1.jpg _P1,1452.000344,2147.000233,2148.002095,1450.001379,100044014885_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100044024880_#1.jpg _P1,1451,2147,2149.000233,1450.001379,100044024880_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100044034875_#1.jpg _P1,1452.001377,2147.000932,2148.003724,1450.003103,100044034875_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100044044870_#1.jpg _P1,1452.003099,2148.000931,2148.003724,1450.003103,100044044870_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100044054865_#1.jpg _P1,1452.000344,2148.000233,2148.002095,1450.000345,100044054865_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100044064860_#1.jpg _P1,1452.000344,2148,2148.000931,1450.000345,100044064860_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100044074855_#1.jpg _P1,1453,2147,2149.002094,1450.001379,100044074855_#1.jpg _P1,1453,2147,2149,1450,3,-2,,,
100044084850_#1.jpg _P1,1452.001377,2147.000932,2148.003724,1450.003103,100044084850_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100044094845_#1.jpg _P1,1452.000344,2147,2148.000931,1450.001379,100044094845_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100044104883_#1.jpg _P1,1451.000345,2147.000932,2148.002095,1450.001379,100044104883_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100044114878_#1.jpg _P1,1452,2147.000233,2149.000931,1451.001378,100044114878_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100044124873_#1.jpg _P1,1452,2146,2148.000233,1451.001378,100044124873_#1.jpg _P1,1452,2146,2148,1451,1,-2,,,
100044134868_#1.jpg _P1,1451,2146.000233,2148.002095,1449.00138,100044134868_#1.jpg _P1,1451,2146,2148,1449,2,-2,,,
100044144863_#1.jpg _P1,1453.003097,2148.002095,2148.00838,1450.003103,100044144863_#1.jpg _P1,1453,2148,2148,1450,3,0,,,
100044154858_#1.jpg _P1,1452.000344,2147,2148.002095,1449.00138,100044154858_#1.jpg _P1,1452,2147,2148,1449,3,-1,,,
100044164853_#1.jpg _P1,1451.000345,2148.000931,2149.002094,1450.001379,100044164853_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100044174848_#1.jpg _P1,1452.001377,2147.002096,2148.005819,1450.003103,100044174848_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100044184843_#1.jpg _P1,1452.000344,2148.000233,2148.000233,1450.000345,100044184843_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100044194838_#1.jpg _P1,1452,2148.000233,2148.000233,1450,100044194838_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100044204876_#1.jpg _P1,1451.000345,2148.000931,2148.000233,1450.000345,100044204876_#1.jpg _P1,1451,2148,2148,1450,1,0,,,
100044214871_#1.jpg _P1,1452,2148.000931,2148,1450,100044214871_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100044224866_#1.jpg _P1,1452,2148.002095,2148.000233,1450,100044224866_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100044234861_#1.jpg _P1,1452.000344,2148.002095,2149.000233,1450,100044234861_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100044244856_#1.jpg _P1,1451,2148.000233,2148.000233,1451,100044244856_#1.jpg _P1,1451,2148,2148,1451,0,0,,,
100044254851_#1.jpg _P1,1452,2147.000932,2149,1450.001379,100044254851_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100044264846_#1.jpg _P1,1452.000344,2148.003724,2148.000931,1450.000345,100044264846_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100044274841_#1.jpg _P1,1452,2147.000233,2149.000233,1450.001379,100044274841_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100044284836_#1.jpg _P1,1452.000344,2147.000233,2148.000233,1450.001379,100044284836_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100044294831_#1.jpg _P1,1451.000345,2148.000931,2149.000233,1450,100044294831_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100044304869_#1.jpg _P1,1452.000344,2148.000931,2148.000931,1452.000344,100044304869_#1.jpg _P1,1452,2148,2148,1452,0,0,,,
100044314864_#1.jpg _P1,1451,2148.000233,2149,1450.000345,100044314864_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100044324859_#1.jpg _P1,1451,2147.000932,2147.000233,1450,100044324859_#1.jpg _P1,1451,2147,2147,1450,1,0,,,
100044334854_#1.jpg _P1,1451,2147.000932,2148,1449.000345,100044334854_#1.jpg _P1,1451,2147,2148,1449,2,-1,,,
100044344849_#1.jpg _P1,1451.000345,2147.000932,2149.000233,1450.000345,100044344849_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100044354844_#1.jpg _P1,1451,2147.000233,2148,1450.000345,100044354844_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100044364839_#1.jpg _P1,1451,2148.000233,2148.000233,1451,100044364839_#1.jpg _P1,1451,2148,2148,1451,0,0,,,
100045014874_#1.jpg _P1,1451.000345,2148.000233,2150,1450.000345,100045014874_#1.jpg _P1,1451,2148,2150,1450,1,-2,,,
100045024869_#1.jpg _P1,1451.000345,2148.000931,2149,1449,100045024869_#1.jpg _P1,1451,2148,2149,1449,2,-1,,,
100045034864_#1.jpg _P1,1450.000345,2148.000233,2149.000233,1450,100045034864_#1.jpg _P1,1450,2148,2149,1450,0,-1,,,
100045044859_#1.jpg _P1,1451,2149.000931,2149,1449,100045044859_#1.jpg _P1,1451,2149,2149,1449,2,0,,,
100045054854_#1.jpg _P1,1451,2149,2149.000931,1449,100045054854_#1.jpg _P1,1451,2149,2149,1449,2,0,,,
100045064849_#1.jpg _P1,1451,2148.000931,2149,1449.000345,100045064849_#1.jpg _P1,1451,2148,2149,1449,2,-1,,,
100045074844_#1.jpg _P1,1451.000345,2149.002094,2149.000931,1450.000345,100045074844_#1.jpg _P1,1451,2149,2149,1450,1,0,,,
100045084839_#1.jpg _P1,1450,2149,2149.000233,1451,100045084839_#1.jpg _P1,1450,2149,2149,1451,-1,0,,,
100045094834_#1.jpg _P1,1451,2149.000233,2149,1450,100045094834_#1.jpg _P1,1451,2149,2149,1450,1,0,,,
100045104872_#1.jpg _P1,1451,2149.000233,2149,1450,100045104872_#1.jpg _P1,1451,2149,2149,1450,1,0,,,
100045114867_#1.jpg _P1,1451.000345,2149,2149.000233,1450.000345,100045114867_#1.jpg _P1,1451,2149,2149,1450,1,0,,,
100045124862_#1.jpg _P1,1451,2149.000931,2148.000233,1450.000345,100045124862_#1.jpg _P1,1451,2149,2148,1450,1,1,,,
