卷號,上,右,左,下,卷號,上寬,右高,左高,下寬,上寬-下寬,右高-左高,,卷號,(全部)
100012234837_#1.jpg _P1,1452.000344,2146.000233,2148,1451.000345,100012234837_#1.jpg _P1,1452,2146,2148,1451,1,-2,,,
100012244832_#1.jpg _P1,1451.000345,2148.000233,2149,1450,100012244832_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100012254827_#1.jpg _P1,1452.000344,2147.000233,2148,1451,100012254827_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100012264822_#1.jpg _P1,1452,2148,2148.000233,1451,100012264822_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100012274817_#1.jpg _P1,1451,2148.000233,2148.000233,1451,100012274817_#1.jpg _P1,1451,2148,2148,1451,0,0,,,
100012284812_#1.jpg _P1,1451.000345,2147.000932,2148.000233,1450,100012284812_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100012294807_#1.jpg _P1,1451.000345,2149.000233,2148.000233,1451.001378,100012294807_#1.jpg _P1,1451,2149,2148,1451,0,1,,,
100012304845_#1.jpg _P1,1452.000344,2147.000233,2148,1451,100012304845_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100012314840_#1.jpg _P1,1451.000345,2147.000233,2148,1450,100012314840_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100012324835_#1.jpg _P1,1452,2147,2148.000233,1451.000345,100012324835_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100012334830_#1.jpg _P1,1451.000345,2147.000233,2148,1450,100012334830_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100012344825_#1.jpg _P1,1450.000345,2148.000233,2147.000233,1450,100012344825_#1.jpg _P1,1450,2148,2147,1450,0,1,,,
100012354820_#1.jpg _P1,1451,2148.000931,2148.000233,1450,100012354820_#1.jpg _P1,1451,2148,2148,1450,1,0,,,
100012364815_#1.jpg _P1,1451.000345,2148.000233,2149.000233,1451,100012364815_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
100013014850_#1.jpg _P1,1452,2148.000931,2147.000233,1451.000345,100013014850_#1.jpg _P1,1452,2148,2147,1451,1,1,,,
100013024845_#1.jpg _P1,1450,2147,2148.000233,1451.000345,100013024845_#1.jpg _P1,1450,2147,2148,1451,-1,-1,,,
100013034840_#1.jpg _P1,1452,2148.000233,2149,1451.000345,100013034840_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100013044835_#1.jpg _P1,1452,2148,2148,1452,100013044835_#1.jpg _P1,1452,2148,2148,1452,0,0,,,
100013054830_#1.jpg _P1,1452,2147.000233,2148.000233,1452.000344,100013054830_#1.jpg _P1,1452,2147,2148,1452,0,-1,,,
100013064825_#1.jpg _P1,1451,2147,2148,1451.000345,100013064825_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100013074820_#1.jpg _P1,1445,2147.000233,2148.000233,1445.000346,100013074820_#1.jpg _P1,1445,2147,2148,1445,0,-1,,,
100013084815_#1.jpg _P1,1452.000344,2147.000932,2147,1450.000345,100013084815_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100013094810_#1.jpg _P1,1452,2148.000931,2147,1450.000345,100013094810_#1.jpg _P1,1452,2148,2147,1450,2,1,,,
100013104848_#1.jpg _P1,1452,2148.000931,2148,1450,100013104848_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100013114843_#1.jpg _P1,1452.000344,2148.000233,2147.000233,1450,100013114843_#1.jpg _P1,1452,2148,2147,1450,2,1,,,
100013124838_#1.jpg _P1,1452.000344,2147.000932,2148.000233,1451,100013124838_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100013134833_#1.jpg _P1,1453.000344,2147.000233,2147.000233,1451.000345,100013134833_#1.jpg _P1,1453,2147,2147,1451,2,0,,,
100013144828_#1.jpg _P1,1452.001377,2146.002097,2147.000932,1451.000345,100013144828_#1.jpg _P1,1452,2146,2147,1451,1,-1,,,
100013154823_#1.jpg _P1,1445.000346,2147.000233,2148.000233,1445,100013154823_#1.jpg _P1,1445,2147,2148,1445,0,-1,,,
100013164818_#1.jpg _P1,1451.000345,2147.000233,2148,1450,100013164818_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100013174813_#1.jpg _P1,1451,2148.000233,2148.000233,1451,100013174813_#1.jpg _P1,1451,2148,2148,1451,0,0,,,
100013184808_#1.jpg _P1,1452.000344,2147.000932,2148,1450,100013184808_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100013194803_#1.jpg _P1,1451,2147.000932,2147.000233,1450,100013194803_#1.jpg _P1,1451,2147,2147,1450,1,0,,,
100013204841_#1.jpg _P1,1451.000345,2146.000932,2148.000233,1450.000345,100013204841_#1.jpg _P1,1451,2146,2148,1450,1,-2,,,
100013214836_#1.jpg _P1,1452.000344,2147.000233,2147.000233,1450.000345,100013214836_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100013224831_#1.jpg _P1,1452.000344,2147.000233,2148.000233,1450,100013224831_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100013234826_#1.jpg _P1,1451,2147.000932,2148.000233,1450.000345,100013234826_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100013244821_#1.jpg _P1,1452.000344,2147.002096,2148.000233,1450,100013244821_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100013254816_#1.jpg _P1,1452.000344,2147.000932,2148.000233,1451,100013254816_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100013264811_#1.jpg _P1,1450.000345,2147.000233,2148.000233,1452,100013264811_#1.jpg _P1,1450,2147,2148,1452,-2,-1,,,
100013274806_#1.jpg _P1,1452.000344,2147.000233,2148,1451,100013274806_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100013284801_#1.jpg _P1,1453.001376,2146.002097,2147.000932,1452.000344,100013284801_#1.jpg _P1,1453,2146,2147,1452,1,-1,,,
100013294893_#1.jpg _P1,1452.997042,2146.000233,2146.924116,1450.000345,100013294893_#1.jpg _P1,1453,2146,2147,1450,3,-1,,,
100013304834_#1.jpg _P1,1452,2146.000233,2147.000233,1450.000345,100013304834_#1.jpg _P1,1452,2146,2147,1450,2,-1,,,
100013314829_#1.jpg _P1,1452,2147.000233,2148.000233,1450.000345,100013314829_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100013324824_#1.jpg _P1,1451.000345,2146.000233,2148,1450.000345,100013324824_#1.jpg _P1,1451,2146,2148,1450,1,-2,,,
100013334819_#1.jpg _P1,1451.000345,2146.000233,2148.000233,1451.000345,100013334819_#1.jpg _P1,1451,2146,2148,1451,0,-2,,,
100013344814_#1.jpg _P1,1452,2146,2148,1452.001377,100013344814_#1.jpg _P1,1452,2146,2148,1452,0,-2,,,
100013354809_#1.jpg _P1,1451.000345,2147.000233,2148.000233,1451,100013354809_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100013364804_#1.jpg _P1,1453,2147.000233,2146.000233,1451.000345,100013364804_#1.jpg _P1,1453,2147,2146,1451,2,1,,,
100014014839_#1.jpg _P1,1453,2148.000233,2148,1452,100014014839_#1.jpg _P1,1453,2148,2148,1452,1,0,,,
100014024834_#1.jpg _P1,1450.001379,2147.000932,2148.000931,1450.003103,100014024834_#1.jpg _P1,1450,2147,2148,1450,0,-1,,,
100014034829_#1.jpg _P1,1452.001377,2148.000233,2148.000233,1452.001377,100014034829_#1.jpg _P1,1452,2148,2148,1452,0,0,,,
100014044824_#1.jpg _P1,1452.000344,2148.000233,2147,1451,100014044824_#1.jpg _P1,1452,2148,2147,1451,1,1,,,
100014054819_#1.jpg _P1,1450.000345,2147,2147.000233,1449.000345,100014054819_#1.jpg _P1,1450,2147,2147,1449,1,0,,,
100014064814_#1.jpg _P1,1452.000344,2146.000233,2148.000233,1452.000344,100014064814_#1.jpg _P1,1452,2146,2148,1452,0,-2,,,
100014074809_#1.jpg _P1,1452.000344,2147.000932,2146.000233,1451,100014074809_#1.jpg _P1,1452,2147,2146,1451,1,1,,,
100014084804_#1.jpg _P1,1452.000344,2148.000233,2147,1451,100014084804_#1.jpg _P1,1452,2148,2147,1451,1,1,,,
100014094896_#1.jpg _P1,1451,2147.000233,2147,1450,100014094896_#1.jpg _P1,1451,2147,2147,1450,1,0,,,
100014104837_#1.jpg _P1,1451,2147.000932,2147,1449,100014104837_#1.jpg _P1,1451,2147,2147,1449,2,0,,,
100014114832_#1.jpg _P1,1452,2147.000233,2148.000233,1450.000345,100014114832_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100014124827_#1.jpg _P1,1452.000344,2147.000233,2147.000233,1450.000345,100014124827_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100014134822_#1.jpg _P1,1451,2147.000233,2148.000233,1449.000345,100014134822_#1.jpg _P1,1451,2147,2148,1449,2,-1,,,
100014144817_#1.jpg _P1,1452.000344,2147.000233,2147,1451.000345,100014144817_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100014154812_#1.jpg _P1,1452.000344,2147.000233,2148,1451.001378,100014154812_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100014164807_#1.jpg _P1,1453.000344,2147.000932,2148,1451,100014164807_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100014174802_#1.jpg _P1,1452.000344,2147.002096,2147.000932,1451.000345,100014174802_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100014184894_#1.jpg _P1,1451.000345,2146,2148,1451.000345,100014184894_#1.jpg _P1,1451,2146,2148,1451,0,-2,,,
100014194889_#1.jpg _P1,1452.000344,2147,2148.000931,1450.001379,100014194889_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100014204830_#1.jpg _P1,1452.000344,2147.002096,2148,1449,100014204830_#1.jpg _P1,1452,2147,2148,1449,3,-1,,,
100014214825_#1.jpg _P1,1451,2147,2148.000233,1450.000345,100014214825_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100014224820_#1.jpg _P1,1453,2146.000932,2147.000233,1450.000345,100014224820_#1.jpg _P1,1453,2146,2147,1450,3,-1,,,
100014234815_#1.jpg _P1,1452,2147.000932,2148.000233,1451.000345,100014234815_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100014244810_#1.jpg _P1,1452.000344,2146.000932,2148,1450.000345,100014244810_#1.jpg _P1,1452,2146,2148,1450,2,-2,,,
100014254805_#1.jpg _P1,1452,2147.000932,2148.000233,1451.000345,100014254805_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100014264897_#1.jpg _P1,1451.000345,2146.000233,2147.000233,1451,100014264897_#1.jpg _P1,1451,2146,2147,1451,0,-1,,,
100014274892_#1.jpg _P1,1451,2147,2148,1451.000345,100014274892_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100014284887_#1.jpg _P1,1452.000344,2146.000233,2147,1451,100014284887_#1.jpg _P1,1452,2146,2147,1451,1,-1,,,
100014294882_#1.jpg _P1,1453.001376,2147.002096,2148.005819,1451.003101,100014294882_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100014304823_#1.jpg _P1,1448.001381,2146.002097,2147.002096,1448.003108,100014304823_#1.jpg _P1,1448,2146,2147,1448,0,-1,,,
100014314818_#1.jpg _P1,1447.000346,2147.003726,2149.003723,1447.00311,100014314818_#1.jpg _P1,1447,2147,2149,1447,0,-2,,,
100014324813_#1.jpg _P1,1451.000345,2147.002096,2149.003723,1450.003103,100014324813_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100014334808_#1.jpg _P1,1451.000345,2147.002096,2148.002095,1451.001378,100014334808_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100014344803_#1.jpg _P1,1450.001379,2146.003728,2148.003724,1450.005517,100014344803_#1.jpg _P1,1450,2146,2148,1450,0,-2,,,
100014354895_#1.jpg _P1,1451.001378,2147.000932,2148.003724,1449.003106,100014354895_#1.jpg _P1,1451,2147,2148,1449,2,-1,,,
100014364890_#1.jpg _P1,1452.000344,2147.000932,2149.003723,1450.003103,100014364890_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100015014828_#1.jpg _P1,1452.001377,2149.000931,2149.002094,1451.001378,100015014828_#1.jpg _P1,1452,2149,2149,1451,1,0,,,
100015024823_#1.jpg _P1,1452.000344,2148.000233,2149,1451,100015024823_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100015034818_#1.jpg _P1,1452,2147,2148.000233,1451.000345,100015034818_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100015044813_#1.jpg _P1,1453,2147,2148,1453.000344,100015044813_#1.jpg _P1,1453,2147,2148,1453,0,-1,,,
100015054808_#1.jpg _P1,1452,2148.000233,2148,1453,100015054808_#1.jpg _P1,1452,2148,2148,1453,-1,0,,,
100015064803_#1.jpg _P1,1453,2147,2148.000931,1451.000345,100015064803_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100015074895_#1.jpg _P1,1452,2147,2148.000233,1451.000345,100015074895_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100015084890_#1.jpg _P1,1453,2147.000233,2149,1452.001377,100015084890_#1.jpg _P1,1453,2147,2149,1452,1,-2,,,
100015094885_#1.jpg _P1,1453.000344,2147.000233,2149.000233,1451.000345,100015094885_#1.jpg _P1,1453,2147,2149,1451,2,-2,,,
100015104826_#1.jpg _P1,1453,2148,2148.000233,1452,100015104826_#1.jpg _P1,1453,2148,2148,1452,1,0,,,
100015114821_#1.jpg _P1,1453,2147.000233,2148.000233,1453.000344,100015114821_#1.jpg _P1,1453,2147,2148,1453,0,-1,,,
100015124816_#1.jpg _P1,1452,2147.000233,2148.000233,1452.000344,100015124816_#1.jpg _P1,1452,2147,2148,1452,0,-1,,,
100015134811_#1.jpg _P1,1453.001376,2147.000932,2149,1451,100015134811_#1.jpg _P1,1453,2147,2149,1451,2,-2,,,
100015144806_#1.jpg _P1,1452,2148.000233,2148,1451,100015144806_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100015154801_#1.jpg _P1,1453.000344,2147.000932,2148,1451,100015154801_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100015164893_#1.jpg _P1,1452,2149.000233,2148,1451.000345,100015164893_#1.jpg _P1,1452,2149,2148,1451,1,1,,,
100015174888_#1.jpg _P1,1452,2148.000233,2149.000233,1452.000344,100015174888_#1.jpg _P1,1452,2148,2149,1452,0,-1,,,
100015184883_#1.jpg _P1,1453,2147,2148,1453.000344,100015184883_#1.jpg _P1,1453,2147,2148,1453,0,-1,,,
100015194878_#1.jpg _P1,1452.000344,2148,2147.000233,1451,100015194878_#1.jpg _P1,1452,2148,2147,1451,1,1,,,
100015204819_#1.jpg _P1,1452.001377,2148.000233,2148.002095,1450.001379,100015204819_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100015214814_#1.jpg _P1,1453.000344,2148.000233,2148.000233,1451.000345,100015214814_#1.jpg _P1,1453,2148,2148,1451,2,0,,,
100015224809_#1.jpg _P1,1452.000344,2148.000233,2148.000233,1452.000344,100015224809_#1.jpg _P1,1452,2148,2148,1452,0,0,,,
100015234804_#1.jpg _P1,1453.000344,2147,2147.000932,1451.000345,100015234804_#1.jpg _P1,1453,2147,2147,1451,2,0,,,
100015244896_#1.jpg _P1,1453,2148.000931,2147.000233,1450.000345,100015244896_#1.jpg _P1,1453,2148,2147,1450,3,1,,,
100015254891_#1.jpg _P1,1452.000344,2148.000233,2148,1451.000345,100015254891_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100015264886_#1.jpg _P1,1453.000344,2147.000233,2148.000233,1451.001378,100015264886_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100015274881_#1.jpg _P1,1453.000344,2148.000233,2148.000233,1451.000345,100015274881_#1.jpg _P1,1453,2148,2148,1451,2,0,,,
100015284876_#1.jpg _P1,1452.000344,2147.000233,2149.000931,1451.003101,100015284876_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100015294871_#1.jpg _P1,1453.000344,2147.000233,2149.000233,1451.000345,100015294871_#1.jpg _P1,1453,2147,2149,1451,2,-2,,,
100015304812_#1.jpg _P1,1452.000344,2147.000233,2149,1451.000345,100015304812_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100015314807_#1.jpg _P1,1452.000344,2148.000233,2148.000233,1452.000344,100015314807_#1.jpg _P1,1452,2148,2148,1452,0,0,,,
100015324802_#1.jpg _P1,1453,2147.000233,2148,1452.000344,100015324802_#1.jpg _P1,1453,2147,2148,1452,1,-1,,,
100015334894_#1.jpg _P1,1452,2147.000233,2149.000931,1451.001378,100015334894_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100015344889_#1.jpg _P1,1452,2148,2149.000931,1450.000345,100015344889_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100015354884_#1.jpg _P1,1452.000344,2148,2149.000931,1450.001379,100015354884_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100015364879_#1.jpg _P1,1453,2147.000233,2148.000233,1451.000345,100015364879_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100016014817_#1.jpg _P1,1452.000344,2147,2148.003724,1448.001381,100016014817_#1.jpg _P1,1452,2147,2148,1448,4,-1,,,
100016024812_#1.jpg _P1,1451,2147.000233,2148,1450.000345,100016024812_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100016034807_#1.jpg _P1,1452.001377,2148.000233,2147.000932,1451.000345,100016034807_#1.jpg _P1,1452,2148,2147,1451,1,1,,,
100016044802_#1.jpg _P1,1451.003101,2147.000233,2148.002095,1449.005521,100016044802_#1.jpg _P1,1451,2147,2148,1449,2,-1,,,
100016054894_#1.jpg _P1,1451.000345,2147.000932,2148.000233,1450,100016054894_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100016064889_#1.jpg _P1,1451.001378,2147.000233,2147.000932,1450.001379,100016064889_#1.jpg _P1,1451,2147,2147,1450,1,0,,,
100016074884_#1.jpg _P1,1452,2147.000233,2148.000233,1450.000345,100016074884_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100016084879_#1.jpg _P1,1452.000344,2148.000931,2149.000233,1451,100016084879_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100016094874_#1.jpg _P1,1453.001376,2147.002096,2148.000233,1451.000345,100016094874_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100016104815_#1.jpg _P1,1452,2147.000932,2148,1450.000345,100016104815_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100016114810_#1.jpg _P1,1452.000344,2148.000931,2149.000233,1451,100016114810_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100016124805_#1.jpg _P1,1452,2147.000932,2148,1450.000345,100016124805_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100016134897_#1.jpg _P1,1452.000344,2147.000932,2148.000233,1451,100016134897_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100016144892_#1.jpg _P1,1452.000344,2148.000931,2149.000233,1451,100016144892_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100016154887_#1.jpg _P1,1452,2147.000233,2148.000233,1450.000345,100016154887_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100016164882_#1.jpg _P1,1451.000345,2146.002097,2147.000932,1450,100016164882_#1.jpg _P1,1451,2146,2147,1450,1,-1,,,
100016174877_#1.jpg _P1,1452,2147.000233,2149.000233,1450.001379,100016174877_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100016184872_#1.jpg _P1,1452.000344,2146.000932,2148,1450.000345,100016184872_#1.jpg _P1,1452,2146,2148,1450,2,-2,,,
100016194867_#1.jpg _P1,1451.000345,2147.000233,2149,1450.000345,100016194867_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100016204808_#1.jpg _P1,1452.000344,2146.000932,2148,1450.000345,100016204808_#1.jpg _P1,1452,2146,2148,1450,2,-2,,,
100016214803_#1.jpg _P1,1452.001377,2147.000932,2149.000233,1451,100016214803_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100016224895_#1.jpg _P1,1453,2147.000932,2148.000931,1449.000345,100016224895_#1.jpg _P1,1453,2147,2148,1449,4,-1,,,
100016234890_#1.jpg _P1,1452,2146,2148.000233,1451.001378,100016234890_#1.jpg _P1,1452,2146,2148,1451,1,-2,,,
100016244885_#1.jpg _P1,1452.000344,2147,2148.000233,1451.001378,100016244885_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100016254880_#1.jpg _P1,1453,2148,2148.000931,1451,100016254880_#1.jpg _P1,1453,2148,2148,1451,2,0,,,
100016264875_#1.jpg _P1,1453.000344,2146.000233,2147.000233,1453,100016264875_#1.jpg _P1,1453,2146,2147,1453,0,-1,,,
100016274870_#1.jpg _P1,1453,2148.000931,2148,1451,100016274870_#1.jpg _P1,1453,2148,2148,1451,2,0,,,
100016284865_#1.jpg _P1,1452.000344,2147.000233,2148,1451,100016284865_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100016294860_#1.jpg _P1,1452.000344,2148.000233,2147,1451,100016294860_#1.jpg _P1,1452,2148,2147,1451,1,1,,,
100016304801_#1.jpg _P1,1452.000344,2147.000932,2148.000233,1451,100016304801_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100016314893_#1.jpg _P1,1452,2147,2147.000233,1451,100016314893_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100016324888_#1.jpg _P1,1452.000344,2146.000932,2147,1450,100016324888_#1.jpg _P1,1452,2146,2147,1450,2,-1,,,
100016334883_#1.jpg _P1,1452.000344,2147.002096,2147.000932,1451.000345,100016334883_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100016344878_#1.jpg _P1,1451.000345,2146.000932,2147.000233,1450,100016344878_#1.jpg _P1,1451,2146,2147,1450,1,-1,,,
100016354873_#1.jpg _P1,1452,2146.000233,2147.000233,1450.000345,100016354873_#1.jpg _P1,1452,2146,2147,1450,2,-1,,,
100016364868_#1.jpg _P1,1453,2146.000932,2147.000233,1450.000345,100016364868_#1.jpg _P1,1453,2146,2147,1450,3,-1,,,
100017014806_#1.jpg _P1,1452.000344,2147.000233,2148,1451,100017014806_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100017024801_#1.jpg _P1,1451.000345,2147.000233,2148,1450,100017024801_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100017034893_#1.jpg _P1,1451.001378,2146.000932,2149.000233,1450.000345,100017034893_#1.jpg _P1,1451,2146,2149,1450,1,-3,,,
100017044888_#1.jpg _P1,1452.000344,2148.002095,2148.000233,1450.000345,100017044888_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100017054883_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100017054883_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100017064878_#1.jpg _P1,1452,2148.000233,2149.000931,1451.000345,100017064878_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100017074873_#1.jpg _P1,1453,2147,2148.000931,1451.000345,100017074873_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100017084868_#1.jpg _P1,1451,2148.000233,2148.000233,1451,100017084868_#1.jpg _P1,1451,2148,2148,1451,0,0,,,
100017094863_#1.jpg _P1,1452,2146,2149.000931,1450.003103,100017094863_#1.jpg _P1,1452,2146,2149,1450,2,-3,,,
100017104804_#1.jpg _P1,1452,2147.000233,2148.000233,1450.000345,100017104804_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100017114896_#1.jpg _P1,1452,2147,2148.000931,1450.000345,100017114896_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100017124891_#1.jpg _P1,1452,2147.000233,2149.000931,1451.001378,100017124891_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100017134886_#1.jpg _P1,1451,2147.000233,2148.000233,1451.000345,100017134886_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100017144881_#1.jpg _P1,1452.000344,2147.000233,2149.002094,1450.003103,100017144881_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100017154876_#1.jpg _P1,1451,2147,2148.000233,1450.000345,100017154876_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100017164871_#1.jpg _P1,1453.001376,2148.000233,2149.002094,1451.003101,100017164871_#1.jpg _P1,1453,2148,2149,1451,2,-1,,,
100017174866_#1.jpg _P1,1452,2147.000233,2148.000233,1452.000344,100017174866_#1.jpg _P1,1452,2147,2148,1452,0,-1,,,
100017184861_#1.jpg _P1,1452.000344,2147.000233,2148.002095,1450.001379,100017184861_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100017194856_#1.jpg _P1,1451.001378,2148.000233,2148.000931,1450.001379,100017194856_#1.jpg _P1,1451,2148,2148,1450,1,0,,,
100017204894_#1.jpg _P1,1451.001378,2148.000233,2148.000931,1450.001379,100017204894_#1.jpg _P1,1451,2148,2148,1450,1,0,,,
100017214889_#1.jpg _P1,1452.000344,2147.000233,2149.002094,1450.003103,100017214889_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100017224884_#1.jpg _P1,1452.003099,2149.000233,2149.005817,1448.003108,100017224884_#1.jpg _P1,1452,2149,2149,1448,4,0,,,
100017234879_#1.jpg _P1,1452.000344,2147,2148.000931,1450.001379,100017234879_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100017244874_#1.jpg _P1,1452.000344,2148.000233,2148.000931,1451.000345,100017244874_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100017254869_#1.jpg _P1,1451,2148,2149.000233,1450.000345,100017254869_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100017264864_#1.jpg _P1,1452.000344,2148.000233,2148.000931,1451.000345,100017264864_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100017274859_#1.jpg _P1,1452.000344,2147,2149,1452.000344,100017274859_#1.jpg _P1,1452,2147,2149,1452,0,-2,,,
100017284854_#1.jpg _P1,1452,2148.000233,2148,1451,100017284854_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100017294849_#1.jpg _P1,1452,2148,2149,1452.000344,100017294849_#1.jpg _P1,1452,2148,2149,1452,0,-1,,,
100017304887_#1.jpg _P1,1450.000345,2148.000233,2148.000931,1449.000345,100017304887_#1.jpg _P1,1450,2148,2148,1449,1,0,,,
100017314882_#1.jpg _P1,1452.001377,2148.000233,2148.002095,1450.001379,100017314882_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100017324877_#1.jpg _P1,1451,2148,2148.000233,1450,100017324877_#1.jpg _P1,1451,2148,2148,1450,1,0,,,
100017334872_#1.jpg _P1,1452.000344,2147.000932,2149.002094,1451.003101,100017334872_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100017344867_#1.jpg _P1,1451.000345,2147.000233,2148.000931,1450.001379,100017344867_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100017354862_#1.jpg _P1,1452.000344,2148,2148.000931,1450.000345,100017354862_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100017364857_#1.jpg _P1,1452.001377,2148.000233,2148.002095,1450.001379,100017364857_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100018014892_#1.jpg _P1,1451.000345,2147.000932,2148.000931,1451.001378,100018014892_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100018024887_#1.jpg _P1,1451,2147,2149.000233,1450.001379,100018024887_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100018034882_#1.jpg _P1,1451.000345,2147.000233,2148.000931,1450.001379,100018034882_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100018044877_#1.jpg _P1,1452.000344,2148.000233,2148.000931,1451.000345,100018044877_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
