卷號,左上X,左上Y,右上X,右上Y,左下X,左下Y,右下X,右下Y,
100005244816_#2.jpg _P4,1700,103,3163,106,1695,2248,3152,2252,
100005254811_#2.jpg _P4,1702,103,3163,105,1697,2248,3154,2250,
100005264806_#2.jpg _P4,1701,104,3164,105,1697,2249,3155,2250,
100005274801_#2.jpg _P4,1702,104,3164,107,1697,2249,3154,2252,
100005284893_#2.jpg _P4,1702,104,3164,105,1698,2248,3155,2250,
100005294888_#2.jpg _P4,1703,104,3164,106,1698,2249,3155,2252,
100005304829_#2.jpg _P4,1702,104,3163,106,1696,2249,3154,2252,
100005314824_#2.jpg _P4,1700,101,3162,102,1697,2246,3154,2248,
100005324819_#2.jpg _P4,1701,104,3161,107,1695,2249,3153,2253,
100005334814_#2.jpg _P4,1702,104,3164,106,1697,2248,3153,2252,
100005344809_#2.jpg _P4,1702,103,3163,105,1698,2248,3155,2250,
100005354804_#2.jpg _P4,1701,104,3161,106,1697,2249,3154,2251,
100005364896_#2.jpg _P4,1700,103,3162,106,1696,2249,3154,2251,
100006014834_#2.jpg _P4,1701,104,3162,107,1695,2249,3155,2251,
100006024829_#2.jpg _P4,1701,104,3162,107,1695,2249,3155,2252,
100006034824_#2.jpg _P4,1701,103,3164,106,1697,2248,3154,2251,
100006044819_#2.jpg _P4,1700,103,3161,105,1695,2248,3153,2250,
100006054814_#2.jpg _P4,1700,103,3162,106,1696,2248,3154,2250,
100006064809_#2.jpg _P4,1701,103,3163,107,1696,2249,3153,2252,
100006074804_#2.jpg _P4,1701,104,3163,107,1697,2249,3153,2252,
100006084896_#2.jpg _P4,1703,104,3163,107,1696,2249,3154,2252,
100006094891_#2.jpg _P4,1701,103,3162,107,1695,2248,3151,2252,
100006104832_#2.jpg _P4,1700,102,3161,105,1697,2247,3155,2249,
100006114827_#2.jpg _P4,1703,103,3163,107,1696,2249,3153,2252,
100006124822_#2.jpg _P4,1702,103,3163,107,1696,2248,3152,2252,
100006134817_#2.jpg _P4,1701,103,3162,106,1696,2248,3152,2251,
100006144812_#2.jpg _P4,1700,103,3162,105,1696,2248,3153,2250,
100006154807_#2.jpg _P4,1700,104,3161,107,1695,2249,3152,2252,
100006164802_#2.jpg _P4,1701,103,3161,106,1696,2248,3152,2251,
100006174894_#2.jpg _P4,1701,102,3163,106,1696,2248,3152,2251,
100006184889_#2.jpg _P4,1701,103,3162,105,1697,2249,3154,2250,
100006194884_#2.jpg _P4,1700,104,3160,107,1694,2249,3152,2252,
100006204825_#2.jpg _P4,1701,104,3162,106,1697,2249,3154,2251,
100006214820_#2.jpg _P4,1701,103,3162,106,1696,2248,3152,2251,
100006224815_#2.jpg _P4,1700,103,3162,106,1694,2248,3151,2251,
100006234810_#2.jpg _P4,1700,103,3163,104,1698,2248,3155,2250,
100006244805_#2.jpg _P4,1701,104,3163,107,1696,2249,3153,2252,
100006254897_#2.jpg _P4,1701,103,3162,106,1696,2248,3154,2251,
100006264892_#2.jpg _P4,1700,103,3160,106,1695,2248,3153,2251,
100006274887_#2.jpg _P4,1701,105,3163,107,1696,2249,3153,2252,
100006284882_#2.jpg _P4,1700,103,3161,106,1695,2249,3153,2251,
100006294877_#2.jpg _P4,1700,104,3162,106,1695,2249,3153,2251,
100006304818_#2.jpg _P4,1701,103,3162,106,1696,2249,3155,2251,
100006314813_#2.jpg _P4,1700,104,3161,106,1695,2249,3152,2251,
100006324808_#2.jpg _P4,1701,104,3162,106,1697,2249,3154,2251,
100006334803_#2.jpg _P4,1701,103,3162,105,1697,2248,3155,2250,
100006344895_#2.jpg _P4,1701,103,3162,105,1697,2248,3154,2250,
100006354890_#2.jpg _P4,1699,103,3159,105,1694,2248,3151,2251,
100006364885_#2.jpg _P4,1701,102,3162,104,1698,2248,3156,2248,
100007014823_#2.jpg _P4,1703,99,3163,101,1698,2244,3158,2246,
100007024818_#2.jpg _P4,1700,101,3162,106,1694,2247,3152,2250,
100007034813_#2.jpg _P4,1700,103,3162,106,1696,2248,3154,2251,
100007044808_#2.jpg _P4,1700,104,3161,108,1694,2249,3152,2253,
100007054803_#2.jpg _P4,1700,102,3161,106,1694,2248,3152,2251,
100007064895_#2.jpg _P4,1701,102,3162,105,1696,2248,3154,2250,
100007074890_#2.jpg _P4,1700,103,3161,105,1696,2249,3153,2250,
