卷號,左上X,左上Y,右上X,右上Y,左下X,左下Y,右下X,右下Y,
100008355868_#2.jpg _P3,155,106,1620,106,154,2253,1616,2252,
100008365863_#2.jpg _P3,153,104,1618,105,151,2251,1613,2251,
100009015801_#2.jpg _P3,153,108,1616,109,150,2254,1612,2254,
100009025893_#2.jpg _P3,154,105,1618,106,152,2252,1614,2251,
100009035888_#2.jpg _P3,152,106,1616,107,151,2254,1614,2252,
100009045883_#2.jpg _P3,153,107,1618,107,152,2253,1614,2252,
100009055878_#2.jpg _P3,154,106,1618,106,153,2252,1615,2250,
100009065873_#2.jpg _P3,154,106,1619,107,152,2253,1615,2252,
100009075868_#2.jpg _P3,154,106,1618,106,152,2253,1614,2252,
100009085863_#2.jpg _P3,152,107,1616,107,151,2253,1613,2252,
100009095858_#2.jpg _P3,154,105,1618,105,151,2252,1614,2251,
100009105896_#2.jpg _P3,153,104,1617,104,150,2250,1612,2250,
100009115891_#2.jpg _P3,155,106,1620,107,153,2253,1616,2252,
100009125886_#2.jpg _P3,153,107,1617,106,152,2253,1615,2251,
100009135881_#2.jpg _P3,156,106,1620,106,155,2252,1618,2251,
100009145876_#2.jpg _P3,155,106,1620,106,154,2252,1617,2251,
100009155871_#2.jpg _P3,153,105,1617,104,152,2252,1614,2251,
100009165866_#2.jpg _P3,153,105,1617,106,152,2253,1614,2252,
100009175861_#2.jpg _P3,152,104,1615,107,148,2251,1612,2252,
100009185856_#2.jpg _P3,155,105,1619,105,155,2253,1617,2251,
100009195851_#2.jpg _P3,153,105,1618,105,152,2252,1615,2251,
100009205889_#2.jpg _P3,153,106,1617,107,152,2253,1614,2253,
100009215884_#2.jpg _P3,154,106,1618,107,153,2253,1616,2252,
100009225879_#2.jpg _P3,153,105,1618,106,152,2252,1615,2252,
100009235874_#2.jpg _P3,153,105,1618,106,151,2251,1614,2251,
100009245869_#2.jpg _P3,153,105,1617,105,152,2252,1614,2251,
100009255864_#2.jpg _P3,155,105,1619,104,155,2251,1617,2250,
100009265859_#2.jpg _P3,155,104,1620,104,154,2251,1617,2250,
100009275854_#2.jpg _P3,153,105,1618,104,154,2252,1616,2250,
100009285849_#2.jpg _P3,154,106,1618,107,153,2253,1616,2251,
100009295844_#2.jpg _P3,153,103,1618,103,154,2251,1617,2248,
100009305882_#2.jpg _P3,153,104,1618,104,153,2251,1616,2250,
100009315877_#2.jpg _P3,153,104,1618,103,153,2250,1616,2249,
100009325872_#2.jpg _P3,153,105,1618,106,153,2252,1615,2251,
100009335867_#2.jpg _P3,153,106,1617,106,152,2253,1615,2251,
100009345862_#2.jpg _P3,155,104,1620,104,154,2250,1616,2249,
100009355857_#2.jpg _P3,154,103,1619,104,152,2250,1615,2250,
100009365852_#2.jpg _P3,153,105,1618,105,152,2252,1615,2251,
100010015883_#2.jpg _P3,153,103,1616,101,154,2251,1616,2248,
100010025878_#2.jpg _P3,153,103,1616,100,155,2250,1617,2248,
100010035873_#2.jpg _P3,152,103,1616,101,153,2251,1616,2248,
100010045868_#2.jpg _P3,154,104,1618,104,154,2251,1615,2250,
100010055863_#2.jpg _P3,153,105,1617,105,152,2252,1615,2250,
100010065858_#2.jpg _P3,153,105,1617,105,152,2252,1614,2250,
100010075853_#2.jpg _P3,154,106,1617,106,154,2253,1615,2251,
100010085848_#2.jpg _P3,153,106,1617,106,151,2252,1613,2252,
100010095843_#2.jpg _P3,152,104,1616,104,151,2251,1613,2250,
100010105881_#2.jpg _P3,152,104,1615,105,150,2249,1611,2250,
100010115876_#2.jpg _P3,155,106,1618,106,153,2253,1614,2252,
100010125871_#2.jpg _P3,153,102,1617,104,151,2248,1613,2249,
100010135866_#2.jpg _P3,153,104,1617,104,153,2251,1615,2250,
100010145861_#2.jpg _P3,155,105,1618,105,155,2252,1617,2250,
100010155856_#2.jpg _P3,153,105,1617,106,152,2252,1615,2251,
100010165851_#2.jpg _P3,155,104,1619,104,154,2251,1617,2249,
100010175846_#2.jpg _P3,153,105,1617,105,151,2251,1614,2250,
100010185841_#2.jpg _P3,153,104,1616,104,151,2251,1613,2250,
100010195836_#2.jpg _P3,153,104,1617,104,151,2250,1613,2251,
100010205874_#2.jpg _P3,156,107,1619,107,154,2253,1616,2253,
100010215869_#2.jpg _P3,152,104,1616,104,152,2250,1614,2249,
100010225864_#2.jpg _P3,154,105,1617,105,152,2251,1614,2251,
100010235859_#2.jpg _P3,152,105,1616,105,150,2252,1613,2251,
100010245854_#2.jpg _P3,152,103,1616,104,150,2250,1613,2250,
100010255849_#2.jpg _P3,154,105,1618,106,153,2252,1615,2251,
100010265844_#2.jpg _P3,153,106,1617,106,151,2253,1614,2253,
100010275839_#2.jpg _P3,153,100,1617,102,149,2247,1612,2248,
100010285834_#2.jpg _P3,153,102,1616,102,151,2249,1614,2248,
100010295829_#2.jpg _P3,153,106,1617,107,151,2253,1613,2253,
100010305867_#2.jpg _P3,152,104,1615,105,151,2252,1613,2251,
100010315862_#2.jpg _P3,154,105,1618,105,154,2251,1616,2250,
100010325857_#2.jpg _P3,153,104,1616,105,151,2249,1613,2250,
100010335852_#2.jpg _P3,153,105,1618,105,152,2252,1614,2252,
100010345847_#2.jpg _P3,153,104,1617,104,152,2251,1614,2250,
100010355842_#2.jpg _P3,153,102,1616,102,151,2248,1613,2248,
100010365837_#2.jpg _P3,154,103,1618,104,152,2250,1614,2250,
100011015872_#2.jpg _P3,154,106,1618,106,154,2253,1615,2251,
100011025867_#2.jpg _P3,153,104,1618,103,153,2251,1616,2248,
100011035862_#2.jpg _P3,152,103,1616,103,151,2250,1613,2249,
100011045857_#2.jpg _P3,153,103,1616,103,151,2250,1612,2249,
