卷號,上,右,左,下,卷號,上寬,右高,左高,下寬,上寬-下寬,右高-左高,,列標籤,計數 - 上寬-下寬
10002075.jpg _P1,1078,1501.000333,1500.000333,1078.000464,10002075.jpg _P1,1078,1501,1500,1078,0,1,,,
10002076.jpg _P1,1079,1501.000333,1500.000333,1079.000463,10002076.jpg _P1,1079,1501,1500,1079,0,1,,,
10002077.jpg _P1,1078.000464,1500.000333,1500,1079.000463,10002077.jpg _P1,1078,1500,1500,1079,-1,0,,,
10002078.jpg _P1,1078.000464,1500,1501.000333,1079,10002078.jpg _P1,1078,1500,1501,1079,-1,-1,,,
10002079.jpg _P1,1078.000464,1500.000333,1501,1079,10002079.jpg _P1,1078,1500,1501,1079,-1,-1,,,
10002080.jpg _P1,1079.004171,1498.001335,1503.001331,1079.001854,10002080.jpg _P1,1079,1498,1503,1079,0,-5,,,
10002081.jpg _P1,1078.001855,1498.000334,1501.001332,1079.000463,10002081.jpg _P1,1078,1498,1501,1079,-1,-3,,,
10002082.jpg _P1,1078.000464,1499,1502.000333,1079.001854,10002082.jpg _P1,1078,1499,1502,1079,-1,-3,,,
10002083.jpg _P1,1078.001855,1499,1502.000333,1079.000463,10002083.jpg _P1,1078,1499,1502,1079,-1,-3,,,
10002084.jpg _P1,1078.000464,1498.001335,1503.000333,1079.007414,10002084.jpg _P1,1078,1498,1503,1079,-1,-5,,,
10002085.jpg _P1,1078.004174,1499.003002,1502.005326,1079,10002085.jpg _P1,1078,1499,1502,1079,-1,-3,,,
10002086.jpg _P1,1078,1499.000334,1502,1079.004171,10002086.jpg _P1,1078,1499,1502,1079,-1,-3,,,
10002087.jpg _P1,1079.000463,1499,1502.000333,1078.001855,10002087.jpg _P1,1079,1499,1502,1078,1,-3,,,
10002088.jpg _P1,1079,1499.001334,1502.001332,1079.004171,10002088.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002089.jpg _P1,1077,1498.001335,1502.000333,1078.007421,10002089.jpg _P1,1077,1498,1502,1078,-1,-4,,,
10002090.jpg _P1,1078,1499.000334,1502,1079.004171,10002090.jpg _P1,1078,1499,1502,1079,-1,-3,,,
10002091.jpg _P1,1078.000464,1499.000334,1502.000333,1078.001855,10002091.jpg _P1,1078,1499,1502,1078,0,-3,,,
10002092.jpg _P1,1078.001855,1500.000333,1501.001332,1079.000463,10002092.jpg _P1,1078,1500,1501,1079,-1,-1,,,
10002093.jpg _P1,1078,1499,1502,1078.004174,10002093.jpg _P1,1078,1499,1502,1078,0,-3,,,
10002094.jpg _P1,1078.001855,1499.000334,1502.001332,1079.000463,10002094.jpg _P1,1078,1499,1502,1079,-1,-3,,,
10002095.jpg _P1,1078.000464,1500.001333,1501.001332,1078.001855,10002095.jpg _P1,1078,1500,1501,1078,0,-1,,,
10002096.jpg _P1,1079,1500.000333,1499.000334,1079.000463,10002096.jpg _P1,1079,1500,1499,1079,0,1,,,
10002097.jpg _P1,1078,1500.000333,1501.000333,1078.000464,10002097.jpg _P1,1078,1500,1501,1078,0,-1,,,
10002098.jpg _P1,1078.000464,1498,1503.000333,1079.007414,10002098.jpg _P1,1078,1498,1503,1079,-1,-5,,,
10002099.jpg _P1,1078.000464,1498.000334,1502,1079.004171,10002099.jpg _P1,1078,1498,1502,1079,-1,-4,,,
10002100.jpg _P1,1078.000464,1498.001335,1502.000333,1079.004171,10002100.jpg _P1,1078,1498,1502,1079,-1,-4,,,
10002101.jpg _P1,1079.000463,1501.001332,1501.000333,1080.000463,10002101.jpg _P1,1079,1501,1501,1080,-1,0,,,
10002102.jpg _P1,1079,1500.001333,1501.001332,1079.000463,10002102.jpg _P1,1079,1500,1501,1079,0,-1,,,
10002103.jpg _P1,1079.000463,1498.000334,1501.000333,1077.001857,10002103.jpg _P1,1079,1498,1501,1077,2,-3,,,
10002104.jpg _P1,1078,1500.001333,1501,1080.000463,10002104.jpg _P1,1078,1500,1501,1080,-2,-1,,,
10002105.jpg _P1,1078.001855,1500,1502.000333,1079,10002105.jpg _P1,1078,1500,1502,1079,-1,-2,,,
10002106.jpg _P1,1078,1501.001332,1501.000333,1079,10002106.jpg _P1,1078,1501,1501,1079,-1,0,,,
10002107.jpg _P1,1078.000464,1500,1500,1078.000464,10002107.jpg _P1,1078,1500,1500,1078,0,0,,,
10002108.jpg _P1,1078.331177,1500.028509,1502.000333,1079.001854,10002108.jpg _P1,1078,1500,1502,1079,-1,-2,,,
10002109.jpg _P1,1078,1499.000334,1501.000333,1078.001855,10002109.jpg _P1,1078,1499,1501,1078,0,-2,,,
10002110.jpg _P1,1079.000463,1498,1503.000333,1078.007421,10002110.jpg _P1,1079,1498,1503,1078,1,-5,,,
10002111.jpg _P1,1079.004171,1498.003004,1502.001332,1078.000464,10002111.jpg _P1,1079,1498,1502,1078,1,-4,,,
10002112.jpg _P1,1078,1500.000333,1499.000334,1078.000464,10002112.jpg _P1,1078,1500,1499,1078,0,1,,,
10002113.jpg _P1,1078,1501.000333,1499,1079.001854,10002113.jpg _P1,1078,1501,1499,1079,-1,2,,,
10002114.jpg _P1,1078.001855,1499,1501.000333,1079,10002114.jpg _P1,1078,1499,1501,1079,-1,-2,,,
10002115.jpg _P1,1079.000463,1499.000334,1502.000333,1079.001854,10002115.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002116.jpg _P1,1079,1499.000334,1501.001332,1078.001855,10002116.jpg _P1,1079,1499,1501,1078,1,-2,,,
10002117.jpg _P1,1079,1499.000334,1501.000333,1079.001854,10002117.jpg _P1,1079,1499,1501,1079,0,-2,,,
10002118.jpg _P1,1079.000463,1500.000333,1501,1078,10002118.jpg _P1,1079,1500,1501,1078,1,-1,,,
10002119.jpg _P1,1079.001854,1499.001334,1501.000333,1078,10002119.jpg _P1,1079,1499,1501,1078,1,-2,,,
10002120.jpg _P1,1079,1500,1501,1079.000463,10002120.jpg _P1,1079,1500,1501,1079,0,-1,,,
10002121.jpg _P1,1080.000463,1500,1502.000333,1079.000463,10002121.jpg _P1,1080,1500,1502,1079,1,-2,,,
10002122.jpg _P1,1080.004167,1499.003002,1501.000333,1078.000464,10002122.jpg _P1,1080,1499,1501,1078,2,-2,,,
10002123.jpg _P1,1079.007414,1498.003004,1503.002994,1079.000463,10002123.jpg _P1,1079,1498,1503,1079,0,-5,,,
10002124.jpg _P1,1079.001854,1499.001334,1502.000333,1078.000464,10002124.jpg _P1,1079,1499,1502,1078,1,-3,,,
10002125.jpg _P1,1079.001854,1498.000334,1503,1078.004174,10002125.jpg _P1,1079,1498,1503,1078,1,-5,,,
10002126.jpg _P1,1079.000463,1499,1501,1079.000463,10002126.jpg _P1,1079,1499,1501,1079,0,-2,,,
10002127.jpg _P1,1079.000463,1498,1502,1079.004171,10002127.jpg _P1,1079,1498,1502,1079,0,-4,,,
10002128.jpg _P1,1079.001854,1498,1502,1079.001854,10002128.jpg _P1,1079,1498,1502,1079,0,-4,,,
10002129.jpg _P1,1079,1499,1501.000333,1078.001855,10002129.jpg _P1,1079,1499,1501,1078,1,-2,,,
10002130.jpg _P1,1079.001854,1499.001334,1503.000333,1078.001855,10002130.jpg _P1,1079,1499,1503,1078,1,-4,,,
10002131.jpg _P1,1080.000463,1498,1503.001331,1078.007421,10002131.jpg _P1,1080,1498,1503,1078,2,-5,,,
10002132.jpg _P1,1080.001852,1497.000334,1502,1079.004171,10002132.jpg _P1,1080,1497,1502,1079,1,-5,,,
10002133.jpg _P1,1079,1499.000334,1502.001332,1078.004174,10002133.jpg _P1,1079,1499,1502,1078,1,-3,,,
10002134.jpg _P1,1079.000463,1498,1501.000333,1078.001855,10002134.jpg _P1,1079,1498,1501,1078,1,-3,,,
10002135.jpg _P1,1079.000463,1499.000334,1502.000333,1079.001854,10002135.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002136.jpg _P1,1080.000463,1498.000334,1502.000333,1078.004174,10002136.jpg _P1,1080,1498,1502,1078,2,-4,,,
10002137.jpg _P1,1079.000463,1499,1503,1079.004171,10002137.jpg _P1,1079,1499,1503,1079,0,-4,,,
10002138.jpg _P1,1079.004171,1499.001334,1502.001332,1079,10002138.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002139.jpg _P1,1079.004171,1499.001334,1502.001332,1079,10002139.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002140.jpg _P1,1079.000463,1500,1502,1079.000463,10002140.jpg _P1,1079,1500,1502,1079,0,-2,,,
10002141.jpg _P1,1079.004171,1499.003002,1502.002996,1079,10002141.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002142.jpg _P1,1079.001854,1499,1502,1079.000463,10002142.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002143.jpg _P1,1079.000463,1499.000334,1502.000333,1079.001854,10002143.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002144.jpg _P1,1079.000463,1498,1502,1079.004171,10002144.jpg _P1,1079,1498,1502,1079,0,-4,,,
10002145.jpg _P1,1079.000463,1499,1501,1079.000463,10002145.jpg _P1,1079,1499,1501,1079,0,-2,,,
10002146.jpg _P1,1079.000463,1499,1501,1079.000463,10002146.jpg _P1,1079,1499,1501,1079,0,-2,,,
10002147.jpg _P1,1080.000463,1499.000334,1502.000333,1078.001855,10002147.jpg _P1,1080,1499,1502,1078,2,-3,,,
10002148.jpg _P1,1079,1499,1501.000333,1078.001855,10002148.jpg _P1,1079,1499,1501,1078,1,-2,,,
10002149.jpg _P1,1080.000463,1499.000334,1502.000333,1078.001855,10002149.jpg _P1,1080,1499,1502,1078,2,-3,,,
10002150.jpg _P1,1079.001854,1498.000334,1502.000333,1079.001854,10002150.jpg _P1,1079,1498,1502,1079,0,-4,,,
10002151.jpg _P1,1079.001854,1499,1503,1079.001854,10002151.jpg _P1,1079,1499,1503,1079,0,-4,,,
10002152.jpg _P1,1079,1500.000333,1502.000333,1079.001854,10002152.jpg _P1,1079,1500,1502,1079,0,-2,,,
10002153.jpg _P1,1079,1500,1501.000333,1078.000464,10002153.jpg _P1,1079,1500,1501,1078,1,-1,,,
10002154.jpg _P1,1080.001852,1499.000334,1502.000333,1080.000463,10002154.jpg _P1,1080,1499,1502,1080,0,-3,,,
10002155.jpg _P1,1080.000463,1500.000333,1502,1079.000463,10002155.jpg _P1,1080,1500,1502,1079,1,-2,,,
10002156.jpg _P1,1080.001852,1499,1503,1080.001852,10002156.jpg _P1,1080,1499,1503,1080,0,-4,,,
10002157.jpg _P1,1079.000463,1499,1502.000333,1080.001852,10002157.jpg _P1,1079,1499,1502,1080,-1,-3,,,
10002158.jpg _P1,1080,1500,1502.000333,1079.001854,10002158.jpg _P1,1080,1500,1502,1079,1,-2,,,
10002159.jpg _P1,1080.000463,1500,1502,1080.000463,10002159.jpg _P1,1080,1500,1502,1080,0,-2,,,
10002160.jpg _P1,1079.000463,1499.000334,1503,1080.004167,10002160.jpg _P1,1079,1499,1503,1080,-1,-4,,,
10002161.jpg _P1,1080.001852,1498.000334,1503,1079.004171,10002161.jpg _P1,1080,1498,1503,1079,1,-5,,,
10002162.jpg _P1,1080.000463,1499,1503,1080.004167,10002162.jpg _P1,1080,1499,1503,1080,0,-4,,,
10002163.jpg _P1,1080.000463,1499.000334,1503,1079.004171,10002163.jpg _P1,1080,1499,1503,1079,1,-4,,,
10002164.jpg _P1,1080.001852,1499.000334,1502.000333,1080.000463,10002164.jpg _P1,1080,1499,1502,1080,0,-3,,,
10002165.jpg _P1,1080.000463,1499,1502,1080.001852,10002165.jpg _P1,1080,1499,1502,1080,0,-3,,,
10002166.jpg _P1,1079.001854,1499.000334,1502.000333,1079.000463,10002166.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002167.jpg _P1,1079.000463,1499,1502.000333,1080.001852,10002167.jpg _P1,1079,1499,1502,1080,-1,-3,,,
10002168.jpg _P1,1080.000463,1498,1502.000333,1079.004171,10002168.jpg _P1,1080,1498,1502,1079,1,-4,,,
10002169.jpg _P1,1079.001854,1499,1503,1079.001854,10002169.jpg _P1,1079,1499,1503,1079,0,-4,,,
10002170.jpg _P1,1080.001852,1499,1502,1080.000463,10002170.jpg _P1,1080,1499,1502,1080,0,-3,,,
10002171.jpg _P1,1080,1500,1502.000333,1079.001854,10002171.jpg _P1,1080,1500,1502,1079,1,-2,,,
10002172.jpg _P1,1079.000463,1499.000334,1502,1080.001852,10002172.jpg _P1,1079,1499,1502,1080,-1,-3,,,
10002173.jpg _P1,1080.001852,1499.000334,1503,1079.001854,10002173.jpg _P1,1080,1499,1503,1079,1,-4,,,
10002174.jpg _P1,1080.000463,1500,1502,1080.000463,10002174.jpg _P1,1080,1500,1502,1080,0,-2,,,
10002175.jpg _P1,1079.000463,1499.000334,1502,1080.001852,10002175.jpg _P1,1079,1499,1502,1080,-1,-3,,,
10002176.jpg _P1,1079.000463,1498.000334,1502.000333,1079.004171,10002176.jpg _P1,1079,1498,1502,1079,0,-4,,,
10002177.jpg _P1,1079.001854,1499.000334,1503.000333,1079.001854,10002177.jpg _P1,1079,1499,1503,1079,0,-4,,,
10002178.jpg _P1,1080.001852,1499,1502,1080.000463,10002178.jpg _P1,1080,1499,1502,1080,0,-3,,,
10002179.jpg _P1,1079.001854,1498,1502,1079.001854,10002179.jpg _P1,1079,1498,1502,1079,0,-4,,,
10002180.jpg _P1,1080.000463,1499,1501,1080.000463,10002180.jpg _P1,1080,1499,1501,1080,0,-2,,,
10002181.jpg _P1,1079.000463,1500,1502,1079.000463,10002181.jpg _P1,1079,1500,1502,1079,0,-2,,,
10002182.jpg _P1,1080.000463,1499,1502,1080.001852,10002182.jpg _P1,1080,1499,1502,1080,0,-3,,,
10002183.jpg _P1,1080.001852,1499.000334,1502,1079.000463,10002183.jpg _P1,1080,1499,1502,1079,1,-3,,,
10002184.jpg _P1,1080.000463,1499,1502,1080.001852,10002184.jpg _P1,1080,1499,1502,1080,0,-3,,,
10002185.jpg _P1,1080.001852,1499.000334,1502,1079.000463,10002185.jpg _P1,1080,1499,1502,1079,1,-3,,,
10002186.jpg _P1,1080,1500.000333,1501.001332,1079.000463,10002186.jpg _P1,1080,1500,1501,1079,1,-1,,,
10002187.jpg _P1,1079.001854,1499,1503,1079.001854,10002187.jpg _P1,1079,1499,1503,1079,0,-4,,,
10002188.jpg _P1,1079,1499.000334,1502.000333,1079.004171,10002188.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002189.jpg _P1,1079.000463,1499,1503,1079.004171,10002189.jpg _P1,1079,1499,1503,1079,0,-4,,,
10002190.jpg _P1,1080.001852,1498,1502,1080.001852,10002190.jpg _P1,1080,1498,1502,1080,0,-4,,,
10002191.jpg _P1,1079.000463,1499.000334,1501,1080.000463,10002191.jpg _P1,1079,1499,1501,1080,-1,-2,,,
10002192.jpg _P1,1080.000463,1499.000334,1502.001332,1079.001854,10002192.jpg _P1,1080,1499,1502,1079,1,-3,,,
10002193.jpg _P1,1079.000463,1500,1502,1079.000463,10002193.jpg _P1,1079,1500,1502,1079,0,-2,,,
10002194.jpg _P1,1079.000463,1500,1501.000333,1080,10002194.jpg _P1,1079,1500,1501,1080,-1,-1,,,
10002195.jpg _P1,1080.000463,1499,1502.000333,1079.001854,10002195.jpg _P1,1080,1499,1502,1079,1,-3,,,
10002196.jpg _P1,1079.000463,1499.000334,1502,1080.001852,10002196.jpg _P1,1079,1499,1502,1080,-1,-3,,,
10002197.jpg _P1,1080,1500.000333,1502.000333,1080.001852,10002197.jpg _P1,1080,1500,1502,1080,0,-2,,,
10002198.jpg _P1,1080.000463,1499,1503,1080.004167,10002198.jpg _P1,1080,1499,1503,1080,0,-4,,,
10002199.jpg _P1,1080.000463,1499,1502,1080.001852,10002199.jpg _P1,1080,1499,1502,1080,0,-3,,,
10002200.jpg _P1,1080.000463,1499,1503,1080.004167,10002200.jpg _P1,1080,1499,1503,1080,0,-4,,,
10002201.jpg _P1,1079.001854,1499,1503,1079.001854,10002201.jpg _P1,1079,1499,1503,1079,0,-4,,,
10002202.jpg _P1,1080.001852,1499.000334,1501,1079,10002202.jpg _P1,1080,1499,1501,1079,1,-2,,,
10002203.jpg _P1,1080.000463,1500,1502.000333,1079.000463,10002203.jpg _P1,1080,1500,1502,1079,1,-2,,,
10002204.jpg _P1,1079.000463,1500.000333,1503.000333,1079.001854,10002204.jpg _P1,1079,1500,1503,1079,0,-3,,,
10002205.jpg _P1,1079.000463,1499.000334,1502.000333,1079.001854,10002205.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002206.jpg _P1,1079.000463,1500.000333,1503,1080.001852,10002206.jpg _P1,1079,1500,1503,1080,-1,-3,,,
10002207.jpg _P1,1079.000463,1499,1502,1079.001854,10002207.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002208.jpg _P1,1080,1500.000333,1502.001332,1079.001854,10002208.jpg _P1,1080,1500,1502,1079,1,-2,,,
10002209.jpg _P1,1079.001854,1499.000334,1502.000333,1079.000463,10002209.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002210.jpg _P1,1080,1499.000334,1501.001332,1079.001854,10002210.jpg _P1,1080,1499,1501,1079,1,-2,,,
10002211.jpg _P1,1079.000463,1499.000334,1501,1080.000463,10002211.jpg _P1,1079,1499,1501,1080,-1,-2,,,
10002212.jpg _P1,1080,1500,1501.000333,1079.000463,10002212.jpg _P1,1080,1500,1501,1079,1,-1,,,
10002213.jpg _P1,1079.000463,1499.000334,1503,1080.004167,10002213.jpg _P1,1079,1499,1503,1080,-1,-4,,,
10002214.jpg _P1,1080,1500.000333,1502.000333,1080.001852,10002214.jpg _P1,1080,1500,1502,1080,0,-2,,,
10002215.jpg _P1,1079.000463,1499,1502,1079.001854,10002215.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002216.jpg _P1,1080.000463,1499.000334,1502.001332,1079.001854,10002216.jpg _P1,1080,1499,1502,1079,1,-3,,,
10002217.jpg _P1,1079.001854,1499,1502.000333,1080.000463,10002217.jpg _P1,1079,1499,1502,1080,-1,-3,,,
10002218.jpg _P1,1080,1499,1501.000333,1079.001854,10002218.jpg _P1,1080,1499,1501,1079,1,-2,,,
10002219.jpg _P1,1080,1500.000333,1502.000333,1080.001852,10002219.jpg _P1,1080,1500,1502,1080,0,-2,,,
10002220.jpg _P1,1080.000463,1499.000334,1501.000333,1080.000463,10002220.jpg _P1,1080,1499,1501,1080,0,-2,,,
10002221.jpg _P1,1080.000463,1499,1502.000333,1079.001854,10002221.jpg _P1,1080,1499,1502,1079,1,-3,,,
10002222.jpg _P1,1079.000463,1498.000334,1502,1080.004167,10002222.jpg _P1,1079,1498,1502,1080,-1,-4,,,
10002223.jpg _P1,1079.000463,1499.000334,1502,1080.001852,10002223.jpg _P1,1079,1499,1502,1080,-1,-3,,,
10002224.jpg _P1,1080.000463,1500,1503,1080.001852,10002224.jpg _P1,1080,1500,1503,1080,0,-3,,,
10002225.jpg _P1,1079.000463,1499.000334,1502.000333,1079.001854,10002225.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002226.jpg _P1,1079.000463,1500.000333,1503,1080.001852,10002226.jpg _P1,1079,1500,1503,1080,-1,-3,,,
10002227.jpg _P1,1079.000463,1498.000334,1502,1080.004167,10002227.jpg _P1,1079,1498,1502,1080,-1,-4,,,
10002228.jpg _P1,1080.000463,1499,1501.000333,1079.000463,10002228.jpg _P1,1080,1499,1501,1079,1,-2,,,
10002229.jpg _P1,1079.000463,1500,1502,1079.000463,10002229.jpg _P1,1079,1500,1502,1079,0,-2,,,
10002230.jpg _P1,1080.000463,1499,1502,1080.001852,10002230.jpg _P1,1080,1499,1502,1080,0,-3,,,
10002231.jpg _P1,1079.000463,1500,1502,1079.000463,10002231.jpg _P1,1079,1500,1502,1079,0,-2,,,
10002232.jpg _P1,1079.000463,1499.000334,1502.000333,1079.001854,10002232.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002233.jpg _P1,1079.001854,1500.119116,1503.000333,1079.18847,10002233.jpg _P1,1079,1500,1503,1079,0,-3,,,
10002234.jpg _P1,1080.000463,1499,1503.000333,1079.004171,10002234.jpg _P1,1080,1499,1503,1079,1,-4,,,
10002235.jpg _P1,1079.000463,1500.000333,1503.000333,1079.001854,10002235.jpg _P1,1079,1500,1503,1079,0,-3,,,
10002236.jpg _P1,1079.001854,1499,1503.000333,1080.001852,10002236.jpg _P1,1079,1499,1503,1080,-1,-4,,,
10002237.jpg _P1,1078.000464,1499.000334,1502,1079.001854,10002237.jpg _P1,1078,1499,1502,1079,-1,-3,,,
10002238.jpg _P1,1079.000463,1499,1502.000333,1080.001852,10002238.jpg _P1,1079,1499,1502,1080,-1,-3,,,
10002239.jpg _P1,1080.000463,1499.000334,1502.000333,1080.001852,10002239.jpg _P1,1080,1499,1502,1080,0,-3,,,
10002240.jpg _P1,1079.000463,1500,1502.000333,1080.000463,10002240.jpg _P1,1079,1500,1502,1080,-1,-2,,,
10002241.jpg _P1,1079.000463,1499.000334,1502.000333,1079.001854,10002241.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002242.jpg _P1,1079,1500.001333,1502.000333,1080.001852,10002242.jpg _P1,1079,1500,1502,1080,-1,-2,,,
10002243.jpg _P1,1079.000463,1500,1502.000333,1080.000463,10002243.jpg _P1,1079,1500,1502,1080,-1,-2,,,
10002244.jpg _P1,1080.000463,1499,1503,1080.004167,10002244.jpg _P1,1080,1499,1503,1080,0,-4,,,
10002245.jpg _P1,1079,1500.001333,1503.001331,1079.004171,10002245.jpg _P1,1079,1500,1503,1079,0,-3,,,
10002246.jpg _P1,1079.000463,1499,1501,1079.000463,10002246.jpg _P1,1079,1499,1501,1079,0,-2,,,
10002247.jpg _P1,1079,1500.000333,1501.000333,1079.000463,10002247.jpg _P1,1079,1500,1501,1079,0,-1,,,
10002248.jpg _P1,1079.000463,1499.000334,1502.000333,1079.001854,10002248.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002249.jpg _P1,1080,1500.000333,1502.000333,1080.001852,10002249.jpg _P1,1080,1500,1502,1080,0,-2,,,
10002250.jpg _P1,1079,1499.000334,1502.000333,1079.004171,10002250.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002251.jpg _P1,1079.001854,1498,1503.000333,1080.004167,10002251.jpg _P1,1079,1498,1503,1080,-1,-5,,,
10002252.jpg _P1,1079.000463,1499.000334,1502.000333,1079.001854,10002252.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002253.jpg _P1,1080.000463,1499,1502.000333,1079.001854,10002253.jpg _P1,1080,1499,1502,1079,1,-3,,,
10002254.jpg _P1,1079.000463,1500.000333,1503.000333,1079.001854,10002254.jpg _P1,1079,1500,1503,1079,0,-3,,,
10002255.jpg _P1,1079.001854,1499.000334,1502.000333,1079.000463,10002255.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002256.jpg _P1,1079.000463,1499,1503,1079.004171,10002256.jpg _P1,1079,1499,1503,1079,0,-4,,,
10002257.jpg _P1,1080.000463,1499,1502,1080.001852,10002257.jpg _P1,1080,1499,1502,1080,0,-3,,,
10002258.jpg _P1,1080,1499.000334,1502.001332,1079.004171,10002258.jpg _P1,1080,1499,1502,1079,1,-3,,,
10002259.jpg _P1,1080.000463,1500.000333,1502.000333,1080.000463,10002259.jpg _P1,1080,1500,1502,1080,0,-2,,,
10002260.jpg _P1,1079.001854,1499,1503,1079.001854,10002260.jpg _P1,1079,1499,1503,1079,0,-4,,,
10002261.jpg _P1,1079.000463,1499.000334,1503,1080.004167,10002261.jpg _P1,1079,1499,1503,1080,-1,-4,,,
10002262.jpg _P1,1079.000463,1499.000334,1502.000333,1079.001854,10002262.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002263.jpg _P1,1079.000463,1499,1501,1079.000463,10002263.jpg _P1,1079,1499,1501,1079,0,-2,,,
10002264.jpg _P1,1079.000463,1499,1503.000333,1078.004174,10002264.jpg _P1,1079,1499,1503,1078,1,-4,,,
10002265.jpg _P1,1079.001854,1499.000334,1503.000333,1079.001854,10002265.jpg _P1,1079,1499,1503,1079,0,-4,,,
10002266.jpg _P1,1079.000463,1500,1502,1079.000463,10002266.jpg _P1,1079,1500,1502,1079,0,-2,,,
10002267.jpg _P1,1079.001854,1498,1502,1079.001854,10002267.jpg _P1,1079,1498,1502,1079,0,-4,,,
10002268.jpg _P1,1080.001852,1499.000334,1503,1079.001854,10002268.jpg _P1,1080,1499,1503,1079,1,-4,,,
10002269.jpg _P1,1080.000463,1499.000334,1502,1079.001854,10002269.jpg _P1,1080,1499,1502,1079,1,-3,,,
10002270.jpg _P1,1080.000463,1500.000333,1500,1079.000463,10002270.jpg _P1,1080,1500,1500,1079,1,0,,,
10002271.jpg _P1,1079,1500.000333,1502.000333,1079.001854,10002271.jpg _P1,1079,1500,1502,1079,0,-2,,,
10002272.jpg _P1,1079.001854,1498.000334,1502.000333,1079.001854,10002272.jpg _P1,1079,1498,1502,1079,0,-4,,,
10002273.jpg _P1,1080.001852,1499.000334,1503,1079.001854,10002273.jpg _P1,1080,1499,1503,1079,1,-4,,,
10002274.jpg _P1,1079.000463,1498.000334,1502.000333,1079.004171,10002274.jpg _P1,1079,1498,1502,1079,0,-4,,,
10002275.jpg _P1,1079,1499,1503.000333,1078.007421,10002275.jpg _P1,1079,1499,1503,1078,1,-4,,,
10002276.jpg _P1,1080.001852,1499,1502.000333,1079.000463,10002276.jpg _P1,1080,1499,1502,1079,1,-3,,,
10002277.jpg _P1,1079.000463,1499,1502.000333,1080.001852,10002277.jpg _P1,1079,1499,1502,1080,-1,-3,,,
10002278.jpg _P1,1079.000463,1499,1502,1079.001854,10002278.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002279.jpg _P1,1078,1499.000334,1502,1079.004171,10002279.jpg _P1,1078,1499,1502,1079,-1,-3,,,
10002280.jpg _P1,1080.000463,1499,1502.000333,1079.001854,10002280.jpg _P1,1080,1499,1502,1079,1,-3,,,
10002281.jpg _P1,1078.004174,1500.001333,1502.002996,1079.000463,10002281.jpg _P1,1078,1500,1502,1079,-1,-2,,,
10002282.jpg _P1,1080.001852,1499.001334,1504,1078.004174,10002282.jpg _P1,1080,1499,1504,1078,2,-5,,,
10002283.jpg _P1,1079,1500.000333,1502.000333,1079.001854,10002283.jpg _P1,1079,1500,1502,1079,0,-2,,,
10002284.jpg _P1,1079.000463,1499,1503,1079.004171,10002284.jpg _P1,1079,1499,1503,1079,0,-4,,,
10002285.jpg _P1,1079.000463,1499,1502,1079.001854,10002285.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002286.jpg _P1,1079.001854,1499.005337,1503.008317,1078.016697,10002286.jpg _P1,1079,1499,1503,1078,1,-4,,,
10002287.jpg _P1,1079,1500.000333,1503.000333,1079.004171,10002287.jpg _P1,1079,1500,1503,1079,0,-3,,,
10002288.jpg _P1,1078.004174,1499.001334,1502.002996,1079,10002288.jpg _P1,1078,1499,1502,1079,-1,-3,,,
10002289.jpg _P1,1079.000463,1499,1503.000333,1078.004174,10002289.jpg _P1,1079,1499,1503,1078,1,-4,,,
10002290.jpg _P1,1079,1499.000334,1502,1078.004174,10002290.jpg _P1,1079,1499,1502,1078,1,-3,,,
10002291.jpg _P1,1079.001854,1499.000334,1502.000333,1079.000463,10002291.jpg _P1,1079,1499,1502,1079,0,-3,,,
10002292.jpg _P1,1079.000463,1498,1502.000333,1078.004174,10002292.jpg _P1,1079,1498,1502,1078,1,-4,,,
10002293.jpg _P1,1080.000463,1499.001334,1502,1078.001855,10002293.jpg _P1,1080,1499,1502,1078,2,-3,,,
10002294.jpg _P1,1078.000464,1500.000333,1502,1077.000464,10002294.jpg _P1,1078,1500,1502,1077,1,-2,,,
10002295.jpg _P1,1079.001854,1500.003,1501.001332,1078.000464,10002295.jpg _P1,1079,1500,1501,1078,1,-1,,,
