卷號,上,右,左,下,卷號,上寬,右高,左高,下寬,上寬-下寬,右高-左高,,列標籤,計數 - 上寬-下寬
10007620.jpg _P1,1078.001855,1499,1498.000334,1077.000464,10007620.jpg _P1,1078,1499,1498,1077,1,1,,,
10007621.jpg _P1,1078.000464,1498.000334,1499,1077.001857,10007621.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007622.jpg _P1,1078.001855,1500.000333,1499,1077.000464,10007622.jpg _P1,1078,1500,1499,1077,1,1,,,
10007623.jpg _P1,1078.001855,1499,1498.000334,1077.000464,10007623.jpg _P1,1078,1499,1498,1077,1,1,,,
10007624.jpg _P1,1077.000464,1500.000333,1499.000334,1077,10007624.jpg _P1,1077,1500,1499,1077,0,1,,,
10007625.jpg _P1,1078.000464,1498.000334,1499,1077.001857,10007625.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007626.jpg _P1,1077.001857,1500,1498,1077,10007626.jpg _P1,1077,1500,1498,1077,0,2,,,
10007627.jpg _P1,1078.000464,1498,1499.000334,1077.001857,10007627.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007628.jpg _P1,1078.001855,1499,1499.000334,1077.001857,10007628.jpg _P1,1078,1499,1499,1077,1,0,,,
10007629.jpg _P1,1078.001855,1499.000334,1498,1077.000464,10007629.jpg _P1,1078,1499,1498,1077,1,1,,,
10007630.jpg _P1,1077.001857,1499,1499,1077.001857,10007630.jpg _P1,1077,1499,1499,1077,0,0,,,
10007631.jpg _P1,1077.000464,1498,1500,1077.004178,10007631.jpg _P1,1077,1498,1500,1077,0,-2,,,
10007632.jpg _P1,1078.000464,1500.000333,1499,1077,10007632.jpg _P1,1078,1500,1499,1077,1,1,,,
10007633.jpg _P1,1078.000464,1499.000334,1498,1077,10007633.jpg _P1,1078,1499,1498,1077,1,1,,,
10007634.jpg _P1,1077.000464,1499.000334,1499.000334,1077.000464,10007634.jpg _P1,1077,1499,1499,1077,0,0,,,
10007635.jpg _P1,1078,1499.001334,1498.000334,1077.000464,10007635.jpg _P1,1078,1499,1498,1077,1,1,,,
10007636.jpg _P1,1077.000464,1499.000334,1499.000334,1077.000464,10007636.jpg _P1,1077,1499,1499,1077,0,0,,,
10007637.jpg _P1,1077,1498.000334,1499.001334,1078.000464,10007637.jpg _P1,1077,1498,1499,1078,-1,-1,,,
10007638.jpg _P1,1077.000464,1500.000333,1499.000334,1077,10007638.jpg _P1,1077,1500,1499,1077,0,1,,,
10007639.jpg _P1,1078.000464,1499,1498,1078,10007639.jpg _P1,1078,1499,1498,1078,0,1,,,
10007640.jpg _P1,1078.000464,1498.000334,1498,1077.000464,10007640.jpg _P1,1078,1498,1498,1077,1,0,,,
10007641.jpg _P1,1078.001855,1500,1498,1078,10007641.jpg _P1,1078,1500,1498,1078,0,2,,,
10007642.jpg _P1,1078,1499.001334,1499.000334,1077,10007642.jpg _P1,1078,1499,1499,1077,1,0,,,
10007643.jpg _P1,1078.001855,1500.000333,1498,1077,10007643.jpg _P1,1078,1500,1498,1077,1,2,,,
10007644.jpg _P1,1078.000464,1498.001335,1498.000334,1077.000464,10007644.jpg _P1,1078,1498,1498,1077,1,0,,,
10007645.jpg _P1,1078.000464,1500.000333,1499,1077,10007645.jpg _P1,1078,1500,1499,1077,1,1,,,
10007646.jpg _P1,1079.000463,1499.001334,1499,1077.000464,10007646.jpg _P1,1079,1499,1499,1077,2,0,,,
10007647.jpg _P1,1077,1499.000334,1499.001334,1078,10007647.jpg _P1,1077,1499,1499,1078,-1,0,,,
10007648.jpg _P1,1078,1498.000334,1499.000334,1078.000464,10007648.jpg _P1,1078,1498,1499,1078,0,-1,,,
10007649.jpg _P1,1078.001855,1499.000334,1499.001334,1077.001857,10007649.jpg _P1,1078,1499,1499,1077,1,0,,,
10007650.jpg _P1,1078.000464,1499.000334,1500,1077.001857,10007650.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007651.jpg _P1,1077,1500.003,1499.003002,1077.000464,10007651.jpg _P1,1077,1500,1499,1077,0,1,,,
10007652.jpg _P1,1078.000464,1498.003004,1500.001333,1077.000464,10007652.jpg _P1,1078,1498,1500,1077,1,-2,,,
10007653.jpg _P1,1078.001855,1500,1500.000333,1077.001857,10007653.jpg _P1,1078,1500,1500,1077,1,0,,,
10007654.jpg _P1,1077,1499.000334,1500.000333,1077.000464,10007654.jpg _P1,1077,1499,1500,1077,0,-1,,,
10007655.jpg _P1,1078.001855,1499,1499,1078.001855,10007655.jpg _P1,1078,1499,1499,1078,0,0,,,
10007656.jpg _P1,1078.000464,1500.000333,1499,1077,10007656.jpg _P1,1078,1500,1499,1077,1,1,,,
10007657.jpg _P1,1078.001855,1500,1499.000334,1077.000464,10007657.jpg _P1,1078,1500,1499,1077,1,1,,,
10007658.jpg _P1,1077.000464,1500.000333,1500.000333,1077.000464,10007658.jpg _P1,1077,1500,1500,1077,0,0,,,
10007659.jpg _P1,1078,1499.001334,1499.000334,1077,10007659.jpg _P1,1078,1499,1499,1077,1,0,,,
10007660.jpg _P1,1078,1500.003,1500.001333,1077,10007660.jpg _P1,1078,1500,1500,1077,1,0,,,
10007661.jpg _P1,1078.000464,1499.001334,1499.000334,1077.000464,10007661.jpg _P1,1078,1499,1499,1077,1,0,,,
10007662.jpg _P1,1078.001855,1499,1499.000334,1077.001857,10007662.jpg _P1,1078,1499,1499,1077,1,0,,,
10007663.jpg _P1,1078.000464,1498.000334,1499,1077.001857,10007663.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007664.jpg _P1,1078.001855,1500,1500.000333,1077.001857,10007664.jpg _P1,1078,1500,1500,1077,1,0,,,
10007665.jpg _P1,1079.001854,1499.000334,1499.000334,1077.001857,10007665.jpg _P1,1079,1499,1499,1077,2,0,,,
10007666.jpg _P1,1078.000464,1499.001334,1499,1076.000465,10007666.jpg _P1,1078,1499,1499,1076,2,0,,,
10007667.jpg _P1,1078.000464,1499.008339,1499.005337,1077.000464,10007667.jpg _P1,1078,1499,1499,1077,1,0,,,
10007668.jpg _P1,1078.000464,1499,1500.000333,1077.001857,10007668.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007669.jpg _P1,1078.000464,1499.000334,1499.000334,1078.000464,10007669.jpg _P1,1078,1499,1499,1078,0,0,,,
10007670.jpg _P1,1078.001855,1499.000334,1499.000334,1078.001855,10007670.jpg _P1,1078,1499,1499,1078,0,0,,,
10007671.jpg _P1,1078.000464,1500.001333,1498.001335,1078.000464,10007671.jpg _P1,1078,1500,1498,1078,0,2,,,
10007672.jpg _P1,1078.000464,1500,1499,1078,10007672.jpg _P1,1078,1500,1499,1078,0,1,,,
10007673.jpg _P1,1077.000464,1501.000333,1500.000333,1077,10007673.jpg _P1,1077,1501,1500,1077,0,1,,,
10007674.jpg _P1,1078.000464,1499.001334,1499.000334,1077.000464,10007674.jpg _P1,1078,1499,1499,1077,1,0,,,
10007675.jpg _P1,1078.001855,1499.000334,1499,1077.001857,10007675.jpg _P1,1078,1499,1499,1077,1,0,,,
10007676.jpg _P1,1078.000464,1498.001335,1499.000334,1077.001857,10007676.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007677.jpg _P1,1078.001855,1499,1500,1078.004174,10007677.jpg _P1,1078,1499,1500,1078,0,-1,,,
10007678.jpg _P1,1078,1497.000334,1500.000333,1078.004174,10007678.jpg _P1,1078,1497,1500,1078,0,-3,,,
10007679.jpg _P1,1078.000464,1499.000334,1499.000334,1076.000465,10007679.jpg _P1,1078,1499,1499,1076,2,0,,,
10007680.jpg _P1,1078,1498.001335,1500.001333,1078.001855,10007680.jpg _P1,1078,1498,1500,1078,0,-2,,,
10007681.jpg _P1,1078.000464,1498,1501.000333,1077.007428,10007681.jpg _P1,1078,1498,1501,1077,1,-3,,,
10007682.jpg _P1,1079.001854,1498.000334,1499.000334,1077.004178,10007682.jpg _P1,1079,1498,1499,1077,2,-1,,,
10007683.jpg _P1,1077.001857,1498.000334,1500.000333,1077.007428,10007683.jpg _P1,1077,1498,1500,1077,0,-2,,,
10007684.jpg _P1,1079.001854,1499.000334,1500,1078.004174,10007684.jpg _P1,1079,1499,1500,1078,1,-1,,,
10007685.jpg _P1,1078.001855,1498.000334,1499,1077.004178,10007685.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007686.jpg _P1,1078.004174,1499.000334,1499.001334,1077.004178,10007686.jpg _P1,1078,1499,1499,1077,1,0,,,
10007687.jpg _P1,1078.001855,1501.000333,1498.001335,1077.000464,10007687.jpg _P1,1078,1501,1498,1077,1,3,,,
10007688.jpg _P1,1079.000463,1498,1500.000333,1078.004174,10007688.jpg _P1,1079,1498,1500,1078,1,-2,,,
10007689.jpg _P1,1078.000464,1499,1499.000334,1077.000464,10007689.jpg _P1,1078,1499,1499,1077,1,0,,,
10007690.jpg _P1,1078.001855,1499.000334,1499.000334,1078.001855,10007690.jpg _P1,1078,1499,1499,1078,0,0,,,
10007691.jpg _P1,1078.001855,1499,1499.000334,1077.001857,10007691.jpg _P1,1078,1499,1499,1077,1,0,,,
10007692.jpg _P1,1077,1498.000334,1500.001333,1078.001855,10007692.jpg _P1,1077,1498,1500,1078,-1,-2,,,
10007693.jpg _P1,1078,1499.001334,1499.000334,1077,10007693.jpg _P1,1078,1499,1499,1077,1,0,,,
10007694.jpg _P1,1078.004174,1499.001334,1499.003002,1077.004178,10007694.jpg _P1,1078,1499,1499,1077,1,0,,,
10007695.jpg _P1,1077,1499.003002,1498.003004,1077.000464,10007695.jpg _P1,1077,1499,1498,1077,0,1,,,
10007696.jpg _P1,1078,1498.001335,1499.001334,1078.000464,10007696.jpg _P1,1078,1498,1499,1078,0,-1,,,
10007697.jpg _P1,1077.000464,1499.000334,1500.000333,1077.001857,10007697.jpg _P1,1077,1499,1500,1077,0,-1,,,
10007698.jpg _P1,1077,1498.000334,1499.001334,1078.000464,10007698.jpg _P1,1077,1498,1499,1078,-1,-1,,,
10007699.jpg _P1,1078.000464,1499.000334,1499,1077.000464,10007699.jpg _P1,1078,1499,1499,1077,1,0,,,
10007700.jpg _P1,1077.000464,1498,1500,1077.004178,10007700.jpg _P1,1077,1498,1500,1077,0,-2,,,
10007701.jpg _P1,1078.001855,1499,1499.000334,1077.001857,10007701.jpg _P1,1078,1499,1499,1077,1,0,,,
10007702.jpg _P1,1078,1499.001334,1499.000334,1077,10007702.jpg _P1,1078,1499,1499,1077,1,0,,,
10007703.jpg _P1,1077.000464,1500.000333,1498,1078.000464,10007703.jpg _P1,1077,1500,1498,1078,-1,2,,,
10007704.jpg _P1,1078.000464,1498.003004,1500.001333,1077.000464,10007704.jpg _P1,1078,1498,1500,1077,1,-2,,,
10007705.jpg _P1,1078.004174,1500,1500.001333,1076.004182,10007705.jpg _P1,1078,1500,1500,1076,2,0,,,
10007706.jpg _P1,1078.000464,1499.000334,1499,1077.000464,10007706.jpg _P1,1078,1499,1499,1077,1,0,,,
10007707.jpg _P1,1078.000464,1499.001334,1500.001333,1078,10007707.jpg _P1,1078,1499,1500,1078,0,-1,,,
10007708.jpg _P1,1078.001855,1499.000334,1499,1077.001857,10007708.jpg _P1,1078,1499,1499,1077,1,0,,,
10007709.jpg _P1,1078.000464,1499.001334,1499.000334,1077.000464,10007709.jpg _P1,1078,1499,1499,1077,1,0,,,
10007710.jpg _P1,1077,1499.000334,1500.000333,1077.000464,10007710.jpg _P1,1077,1499,1500,1077,0,-1,,,
10007711.jpg _P1,1077.000464,1500.000333,1499.000334,1077,10007711.jpg _P1,1077,1500,1499,1077,0,1,,,
10007712.jpg _P1,1077.000464,1497.000334,1499.000334,1077.004178,10007712.jpg _P1,1077,1497,1499,1077,0,-2,,,
10007713.jpg _P1,1077.000464,1499,1498,1077,10007713.jpg _P1,1077,1499,1498,1077,0,1,,,
10007714.jpg _P1,1078.000464,1498.000334,1499,1077.001857,10007714.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007715.jpg _P1,1078,1499.001334,1499.000334,1077,10007715.jpg _P1,1078,1499,1499,1077,1,0,,,
10007716.jpg _P1,1078,1499.003002,1500.001333,1077.000464,10007716.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007717.jpg _P1,1078.000464,1498.000334,1499,1077.001857,10007717.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007718.jpg _P1,1078.001855,1500.000333,1499,1077.000464,10007718.jpg _P1,1078,1500,1499,1077,1,1,,,
10007719.jpg _P1,1078.000464,1499.001334,1499.000334,1077.000464,10007719.jpg _P1,1078,1499,1499,1077,1,0,,,
10007720.jpg _P1,1078.004174,1500,1498.000334,1077.000464,10007720.jpg _P1,1078,1500,1498,1077,1,2,,,
10007721.jpg _P1,1078.000464,1498.000334,1499,1077.001857,10007721.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007722.jpg _P1,1078.001855,1500,1499.000334,1077.000464,10007722.jpg _P1,1078,1500,1499,1077,1,1,,,
10007723.jpg _P1,1077.000464,1498.001335,1499.001334,1077,10007723.jpg _P1,1077,1498,1499,1077,0,-1,,,
10007724.jpg _P1,1078.000464,1500.003,1501.001332,1077,10007724.jpg _P1,1078,1500,1501,1077,1,-1,,,
10007725.jpg _P1,1077,1497.001336,1499.000334,1076.001859,10007725.jpg _P1,1077,1497,1499,1076,1,-2,,,
10007726.jpg _P1,1078.000464,1498,1500.000333,1077.004178,10007726.jpg _P1,1078,1498,1500,1077,1,-2,,,
10007727.jpg _P1,1078.001855,1500,1499.000334,1077.000464,10007727.jpg _P1,1078,1500,1499,1077,1,1,,,
10007728.jpg _P1,1078.001855,1499.000334,1499,1077.001857,10007728.jpg _P1,1078,1499,1499,1077,1,0,,,
10007729.jpg _P1,1078.001855,1499,1501.000333,1077.007428,10007729.jpg _P1,1078,1499,1501,1077,1,-2,,,
10007730.jpg _P1,1078.000464,1499.000334,1498,1077,10007730.jpg _P1,1078,1499,1498,1077,1,1,,,
10007731.jpg _P1,1078.000464,1500.001333,1500,1076.000465,10007731.jpg _P1,1078,1500,1500,1076,2,0,,,
10007732.jpg _P1,1078.000464,1499.000334,1499,1077.000464,10007732.jpg _P1,1078,1499,1499,1077,1,0,,,
10007733.jpg _P1,1077,1499.001334,1499.000334,1076,10007733.jpg _P1,1077,1499,1499,1076,1,0,,,
10007734.jpg _P1,1078,1498.001335,1500.001333,1078.001855,10007734.jpg _P1,1078,1498,1500,1078,0,-2,,,
10007735.jpg _P1,1078,1498.003004,1500.000333,1076.001859,10007735.jpg _P1,1078,1498,1500,1076,2,-2,,,
10007736.jpg _P1,1078.001855,1499,1498.000334,1077.000464,10007736.jpg _P1,1078,1499,1498,1077,1,1,,,
10007737.jpg _P1,1078.001855,1499.005337,1500.003,1077.000464,10007737.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007738.jpg _P1,1079.000463,1499.001334,1500,1077.001857,10007738.jpg _P1,1079,1499,1500,1077,2,-1,,,
10007739.jpg _P1,1077.000464,1497,1500.000333,1076.007435,10007739.jpg _P1,1077,1497,1500,1076,1,-3,,,
10007740.jpg _P1,1079.000463,1498.000334,1499.000334,1077.001857,10007740.jpg _P1,1079,1498,1499,1077,2,-1,,,
10007741.jpg _P1,1078,1498.001335,1500.000333,1077.001857,10007741.jpg _P1,1078,1498,1500,1077,1,-2,,,
10007742.jpg _P1,1077,1498,1500,1077.001857,10007742.jpg _P1,1077,1498,1500,1077,0,-2,,,
10007743.jpg _P1,1078,1499.001334,1500.000333,1077.000464,10007743.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007744.jpg _P1,1078.001855,1499.000334,1500.001333,1077.004178,10007744.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007745.jpg _P1,1077,1498.001335,1499.001334,1077.000464,10007745.jpg _P1,1077,1498,1499,1077,0,-1,,,
10007746.jpg _P1,1077.000464,1498,1499,1077.001857,10007746.jpg _P1,1077,1498,1499,1077,0,-1,,,
10007747.jpg _P1,1078.000464,1499.001334,1500,1076.001859,10007747.jpg _P1,1078,1499,1500,1076,2,-1,,,
10007748.jpg _P1,1078.000464,1499.001334,1498.000334,1077,10007748.jpg _P1,1078,1499,1498,1077,1,1,,,
10007749.jpg _P1,1078,1499.001334,1499,1076,10007749.jpg _P1,1078,1499,1499,1076,2,0,,,
10007750.jpg _P1,1078.000464,1498.00534,1499.003002,1077,10007750.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007751.jpg _P1,1078.000464,1500.000333,1499,1077,10007751.jpg _P1,1078,1500,1499,1077,1,1,,,
10007752.jpg _P1,1078.000464,1499.000334,1500,1077.001857,10007752.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007753.jpg _P1,1078,1499.003002,1500.000333,1076.000465,10007753.jpg _P1,1078,1499,1500,1076,2,-1,,,
10007754.jpg _P1,1077.001857,1500.000333,1500.000333,1077.001857,10007754.jpg _P1,1077,1500,1500,1077,0,0,,,
10007755.jpg _P1,1077,1500.001333,1499.000334,1076.000465,10007755.jpg _P1,1077,1500,1499,1076,1,1,,,
10007756.jpg _P1,1078.000464,1498.001335,1500.000333,1077.004178,10007756.jpg _P1,1078,1498,1500,1077,1,-2,,,
10007757.jpg _P1,1078.000464,1498.001335,1499,1076.001859,10007757.jpg _P1,1078,1498,1499,1076,2,-1,,,
10007758.jpg _P1,1078,1499.001334,1500.000333,1077.000464,10007758.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007759.jpg _P1,1078,1500.001333,1500.000333,1077,10007759.jpg _P1,1078,1500,1500,1077,1,0,,,
10007760.jpg _P1,1078.000464,1499.001334,1499.000334,1077.000464,10007760.jpg _P1,1078,1499,1499,1077,1,0,,,
10007761.jpg _P1,1077.001857,1499,1499,1077.001857,10007761.jpg _P1,1077,1499,1499,1077,0,0,,,
10007762.jpg _P1,1077.000464,1499.001334,1499.001334,1077.000464,10007762.jpg _P1,1077,1499,1499,1077,0,0,,,
10007763.jpg _P1,1078,1499.001334,1500.000333,1077.000464,10007763.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007764.jpg _P1,1078.000464,1499.000334,1499,1077.000464,10007764.jpg _P1,1078,1499,1499,1077,1,0,,,
10007765.jpg _P1,1078.000464,1499.000334,1500.000333,1076.001859,10007765.jpg _P1,1078,1499,1500,1076,2,-1,,,
10007766.jpg _P1,1079.000463,1500.001333,1499,1077,10007766.jpg _P1,1079,1500,1499,1077,2,1,,,
10007767.jpg _P1,1078.000464,1499.001334,1500,1076.001859,10007767.jpg _P1,1078,1499,1500,1076,2,-1,,,
10007768.jpg _P1,1078.000464,1498,1499.000334,1077.001857,10007768.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007769.jpg _P1,1077.001857,1500.000333,1500.000333,1077.001857,10007769.jpg _P1,1077,1500,1500,1077,0,0,,,
10007770.jpg _P1,1078,1499.001334,1499.000334,1077,10007770.jpg _P1,1078,1499,1499,1077,1,0,,,
10007771.jpg _P1,1078.000464,1498.000334,1499,1077.001857,10007771.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007772.jpg _P1,1078.046381,1499.048031,1500.047999,1078.056121,10007772.jpg _P1,1078,1499,1500,1078,0,-1,,,
10007773.jpg _P1,1078,1499.001334,1499.000334,1077,10007773.jpg _P1,1078,1499,1499,1077,1,0,,,
10007774.jpg _P1,1079,1499.003002,1500,1076.000465,10007774.jpg _P1,1079,1499,1500,1076,3,-1,,,
10007775.jpg _P1,1077.000464,1498.00534,1500.003,1076.000465,10007775.jpg _P1,1077,1498,1500,1076,1,-2,,,
10007776.jpg _P1,1078.000464,1499.000334,1500,1077.001857,10007776.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007777.jpg _P1,1078.001855,1500.000333,1499,1077.000464,10007777.jpg _P1,1078,1500,1499,1077,1,1,,,
10007778.jpg _P1,1078,1499.001334,1499.000334,1077,10007778.jpg _P1,1078,1499,1499,1077,1,0,,,
10007779.jpg _P1,1077.000464,1500.000333,1499.000334,1077,10007779.jpg _P1,1077,1500,1499,1077,0,1,,,
10007780.jpg _P1,1077.000464,1499,1498.000334,1078,10007780.jpg _P1,1077,1499,1498,1078,-1,1,,,
10007781.jpg _P1,1078.004174,1500.000333,1498.001335,1077.000464,10007781.jpg _P1,1078,1500,1498,1077,1,2,,,
10007782.jpg _P1,1078.000464,1499.000334,1498,1077,10007782.jpg _P1,1078,1499,1498,1077,1,1,,,
10007783.jpg _P1,1078.001855,1499.000334,1499.001334,1077.001857,10007783.jpg _P1,1078,1499,1499,1077,1,0,,,
10007784.jpg _P1,1078.000464,1500.001333,1500.000333,1077.000464,10007784.jpg _P1,1078,1500,1500,1077,1,0,,,
10007785.jpg _P1,1077.001857,1501,1499,1077,10007785.jpg _P1,1077,1501,1499,1077,0,2,,,
10007786.jpg _P1,1078.000464,1500.000333,1501,1077.001857,10007786.jpg _P1,1078,1500,1501,1077,1,-1,,,
10007787.jpg _P1,1078.000464,1500.000333,1499,1077,10007787.jpg _P1,1078,1500,1499,1077,1,1,,,
10007788.jpg _P1,1078.000464,1498.000334,1498,1077.000464,10007788.jpg _P1,1078,1498,1498,1077,1,0,,,
10007789.jpg _P1,1078.000464,1500.000333,1500,1077.000464,10007789.jpg _P1,1078,1500,1500,1077,1,0,,,
10007790.jpg _P1,1077.000464,1498,1499.000334,1078.001855,10007790.jpg _P1,1077,1498,1499,1078,-1,-1,,,
10007791.jpg _P1,1077.001857,1501.000333,1499.000334,1077,10007791.jpg _P1,1077,1501,1499,1077,0,2,,,
10007792.jpg _P1,1078.001855,1500,1498,1078,10007792.jpg _P1,1078,1500,1498,1078,0,2,,,
10007793.jpg _P1,1077.001857,1498.000334,1500.000333,1077.007428,10007793.jpg _P1,1077,1498,1500,1077,0,-2,,,
10007794.jpg _P1,1078,1499.001334,1499.000334,1077,10007794.jpg _P1,1078,1499,1499,1077,1,0,,,
10007795.jpg _P1,1077,1499.003002,1499.001334,1076,10007795.jpg _P1,1077,1499,1499,1076,1,0,,,
10007796.jpg _P1,1077.000464,1499.000334,1499.000334,1077.000464,10007796.jpg _P1,1077,1499,1499,1077,0,0,,,
10007797.jpg _P1,1077.000464,1499.000334,1500.000333,1077.001857,10007797.jpg _P1,1077,1499,1500,1077,0,-1,,,
10007798.jpg _P1,1077.001857,1499.000334,1498.000334,1077.000464,10007798.jpg _P1,1077,1499,1498,1077,0,1,,,
10007799.jpg _P1,1078.000464,1499.000334,1500.000333,1078.001855,10007799.jpg _P1,1078,1499,1500,1078,0,-1,,,
10007800.jpg _P1,1078.000464,1498,1499,1078.001855,10007800.jpg _P1,1078,1498,1499,1078,0,-1,,,
10007801.jpg _P1,1078,1498.001335,1500.000333,1077.001857,10007801.jpg _P1,1078,1498,1500,1077,1,-2,,,
10007802.jpg _P1,1078.000464,1499,1500.000333,1077.001857,10007802.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007803.jpg _P1,1078,1500.001333,1500.000333,1077,10007803.jpg _P1,1078,1500,1500,1077,1,0,,,
10007804.jpg _P1,1078,1498.000334,1500,1077.001857,10007804.jpg _P1,1078,1498,1500,1077,1,-2,,,
10007805.jpg _P1,1077,1499.000334,1501.000333,1077.001857,10007805.jpg _P1,1077,1499,1501,1077,0,-2,,,
10007806.jpg _P1,1078.001855,1499.000334,1499,1077.001857,10007806.jpg _P1,1078,1499,1499,1077,1,0,,,
10007807.jpg _P1,1078.000464,1499.003002,1500.001333,1077,10007807.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007808.jpg _P1,1078,1498.001335,1499.000334,1077.000464,10007808.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007809.jpg _P1,1078.000464,1499.005337,1498.003004,1077.001857,10007809.jpg _P1,1078,1499,1498,1077,1,1,,,
10007810.jpg _P1,1078.000464,1498.000334,1499,1077.001857,10007810.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007811.jpg _P1,1078.000464,1499.000334,1500,1077.001857,10007811.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007812.jpg _P1,1077.000464,1499.000334,1499.000334,1077.000464,10007812.jpg _P1,1077,1499,1499,1077,0,0,,,
10007813.jpg _P1,1078.000464,1500.001333,1500.000333,1077.000464,10007813.jpg _P1,1078,1500,1500,1077,1,0,,,
10007814.jpg _P1,1077.000464,1499,1499.000334,1078.000464,10007814.jpg _P1,1077,1499,1499,1078,-1,0,,,
10007815.jpg _P1,1078,1499.001334,1501.000333,1077.001857,10007815.jpg _P1,1078,1499,1501,1077,1,-2,,,
10007816.jpg _P1,1077.000464,1500,1500,1077.000464,10007816.jpg _P1,1077,1500,1500,1077,0,0,,,
10007817.jpg _P1,1078,1499.001334,1499.001334,1078,10007817.jpg _P1,1078,1499,1499,1078,0,0,,,
10007818.jpg _P1,1078,1498.000334,1500,1077.001857,10007818.jpg _P1,1078,1498,1500,1077,1,-2,,,
10007819.jpg _P1,1078.000464,1499.000334,1502,1077.007428,10007819.jpg _P1,1078,1499,1502,1077,1,-3,,,
10007820.jpg _P1,1078.000464,1498.003004,1500.001333,1077.000464,10007820.jpg _P1,1078,1498,1500,1077,1,-2,,,
10007821.jpg _P1,1078.000464,1500.003,1500.003,1078.000464,10007821.jpg _P1,1078,1500,1500,1078,0,0,,,
10007822.jpg _P1,1077.000464,1500.000333,1500.000333,1077.000464,10007822.jpg _P1,1077,1500,1500,1077,0,0,,,
10007823.jpg _P1,1078,1499.001334,1499.000334,1077,10007823.jpg _P1,1078,1499,1499,1077,1,0,,,
10007824.jpg _P1,1077.000464,1500.003,1499.003002,1077.001857,10007824.jpg _P1,1077,1500,1499,1077,0,1,,,
10007825.jpg _P1,1078.001855,1499.000334,1500.000333,1078.004174,10007825.jpg _P1,1078,1499,1500,1078,0,-1,,,
10007826.jpg _P1,1078,1499.001334,1499.000334,1077,10007826.jpg _P1,1078,1499,1499,1077,1,0,,,
10007827.jpg _P1,1077.001857,1499,1499,1077.001857,10007827.jpg _P1,1077,1499,1499,1077,0,0,,,
10007828.jpg _P1,1077.000464,1500.000333,1499.000334,1077,10007828.jpg _P1,1077,1500,1499,1077,0,1,,,
10007829.jpg _P1,1078.000464,1499,1501.000333,1077.004178,10007829.jpg _P1,1078,1499,1501,1077,1,-2,,,
10007830.jpg _P1,1077.000464,1500.000333,1500.000333,1077.000464,10007830.jpg _P1,1077,1500,1500,1077,0,0,,,
10007831.jpg _P1,1077.000464,1499.000334,1501.000333,1077.004178,10007831.jpg _P1,1077,1499,1501,1077,0,-2,,,
10007832.jpg _P1,1078,1499.001334,1500.000333,1077.000464,10007832.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007833.jpg _P1,1078,1498.003004,1499.001334,1077.000464,10007833.jpg _P1,1078,1498,1499,1077,1,-1,,,
10007834.jpg _P1,1077.001857,1498,1500,1077.007428,10007834.jpg _P1,1077,1498,1500,1077,0,-2,,,
10007835.jpg _P1,1079,1498.003004,1501.000333,1077.004178,10007835.jpg _P1,1079,1498,1501,1077,2,-3,,,
10007836.jpg _P1,1077,1499.000334,1501.000333,1077.001857,10007836.jpg _P1,1077,1499,1501,1077,0,-2,,,
10007837.jpg _P1,1078.001855,1499,1499,1078.001855,10007837.jpg _P1,1078,1499,1499,1078,0,0,,,
10007838.jpg _P1,1077.001857,1500,1500,1077.001857,10007838.jpg _P1,1077,1500,1500,1077,0,0,,,
10007839.jpg _P1,1078,1500.001333,1499.000334,1077.000464,10007839.jpg _P1,1078,1500,1499,1077,1,1,,,
10007840.jpg _P1,1077.000464,1498,1500,1077.004178,10007840.jpg _P1,1077,1498,1500,1077,0,-2,,,
10007841.jpg _P1,1078.000464,1499.000334,1500,1077.001857,10007841.jpg _P1,1078,1499,1500,1077,1,-1,,,
10007842.jpg _P1,1077.001857,1500,1499,1077.000464,10007842.jpg _P1,1077,1500,1499,1077,0,1,,,
