卷號,左上X,左上Y,右上X,右上Y,左下X,左下Y,右下X,右下Y
0418_#1.jpg _P1,123,75,1552,77,119,2247,1546,2247
0419_#1.jpg _P1,121,84,1549,84,119,2255,1547,2254
0420_#1.jpg _P1,122,84,1550,85,118,2255,1545,2254
0421_#1.jpg _P1,123,81,1551,83,119,2252,1546,2252
0422_#1.jpg _P1,122,84,1551,83,120,2254,1546,2254
0423_#1.jpg _P1,126,77,1554,81,119,2248,1546,2251
0424_#1.jpg _P1,125,79,1553,82,119,2250,1546,2251
0425_#1.jpg _P1,127,76,1555,80,119,2247,1545,2250
0426_#1.jpg _P1,125,76,1553,78,120,2246,1547,2248
0427_#1.jpg _P1,125,79,1553,82,119,2249,1546,2252
0428_#1.jpg _P1,125,78,1553,81,119,2249,1545,2250
0429_#1.jpg _P1,125,78,1552,80,119,2249,1546,2250
0430_#1.jpg _P1,122,83,1550,84,120,2254,1546,2254
0431_#1.jpg _P1,122,78,1549,80,118,2249,1544,2250
0432_#1.jpg _P1,122,82,1551,83,119,2254,1545,2254
0433_#1.jpg _P1,122,82,1550,84,118,2254,1544,2254
0434_#1.jpg _P1,125,80,1552,82,119,2250,1545,2252
0435_#1.jpg _P1,127,76,1555,81,119,2247,1544,2251
0436_#1.jpg _P1,124,77,1553,79,119,2248,1545,2249
0437_#1.jpg _P1,125,79,1553,82,119,2250,1545,2252
0438_#1.jpg _P1,120,84,1549,85,119,2256,1545,2254
0439_#1.jpg _P1,122,73,1551,73,120,2244,1547,2243
0440_#1.jpg _P1,123,82,1551,84,118,2253,1545,2254
0441_#1.jpg _P1,122,83,1551,84,120,2254,1547,2253
0442_#1.jpg _P1,121,83,1549,83,120,2255,1547,2253
0443_#1.jpg _P1,124,80,1552,83,119,2252,1545,2252
0444_#1.jpg _P1,124,82,1552,84,119,2253,1545,2254
0445_#1.jpg _P1,124,81,1553,83,120,2252,1546,2252
0446_#1.jpg _P1,125,79,1553,82,119,2251,1546,2252
0447_#1.jpg _P1,122,84,1550,85,119,2255,1546,2255
0448_#1.jpg _P1,122,86,1550,87,119,2259,1544,2258
0449_#1.jpg _P1,124,79,1553,82,118,2252,1545,2252
0450_#1.jpg _P1,124,85,1552,87,119,2257,1546,2258
0451_#1.jpg _P1,122,87,1550,87,119,2258,1546,2258
0452_#1.jpg _P1,125,85,1553,88,120,2257,1546,2258
0453_#1.jpg _P1,123,85,1551,86,119,2257,1545,2257
0454_#1.jpg _P1,125,82,1552,86,118,2255,1546,2256
0455_#1.jpg _P1,125,86,1553,89,119,2258,1545,2259
0456_#1.jpg _P1,123,87,1552,88,119,2258,1545,2259
0457_#1.jpg _P1,124,87,1552,89,118,2259,1545,2259
0458_#1.jpg _P1,124,85,1552,86,120,2257,1546,2257
0459_#1.jpg _P1,122,88,1550,89,119,2260,1545,2261
0460_#1.jpg _P1,122,89,1550,89,119,2260,1546,2260
0461_#1.jpg _P1,122,85,1550,87,118,2257,1544,2257
0462_#1.jpg _P1,126,82,1554,84,120,2253,1547,2255
0463_#1.jpg _P1,125,81,1553,83,119,2253,1546,2253
0464_#1.jpg _P1,123,86,1551,87,119,2258,1546,2258
0465_#1.jpg _P1,122,88,1551,88,119,2260,1545,2259
0466_#1.jpg _P1,124,86,1552,88,119,2257,1546,2258
0467_#1.jpg _P1,122,88,1551,88,120,2259,1546,2259
0468_#1.jpg _P1,124,86,1552,87,119,2257,1546,2258
0469_#1.jpg _P1,124,86,1552,88,119,2258,1547,2258
0470_#1.jpg _P1,122,83,1550,85,119,2255,1546,2255
0471_#1.jpg _P1,124,85,1552,86,119,2257,1547,2258
0472_#1.jpg _P1,124,86,1552,88,119,2257,1546,2258
0473_#1.jpg _P1,121,88,1550,88,119,2259,1545,2258
0474_#1.jpg _P1,125,84,1554,86,119,2255,1547,2256
0475_#1.jpg _P1,126,86,1553,88,119,2257,1547,2258
0476_#1.jpg _P1,126,83,1554,86,120,2255,1547,2256
0477_#1.jpg _P1,124,86,1552,89,119,2257,1545,2259
0478_#1.jpg _P1,122,85,1550,86,120,2257,1546,2256
0479_#1.jpg _P1,121,88,1550,90,119,2258,1547,2259
0480_#1.jpg _P1,122,86,1552,88,119,2255,1547,2257
0481_#1.jpg _P1,122,88,1551,90,119,2258,1549,2259
0482_#1.jpg _P1,121,88,1551,90,119,2258,1547,2259
0483_#1.jpg _P1,121,90,1550,91,119,2260,1548,2260
0484_#1.jpg _P1,123,90,1551,92,119,2259,1547,2261
0485_#1.jpg _P1,122,91,1551,93,119,2261,1547,2261
0486_#1.jpg _P1,122,91,1551,94,119,2261,1547,2262
0487_#1.jpg _P1,122,91,1551,93,118,2260,1547,2262
0488_#1.jpg _P1,121,92,1550,94,118,2261,1546,2263
0489_#1.jpg _P1,124,91,1553,94,120,2261,1549,2263
0490_#1.jpg _P1,119,94,1549,94,120,2264,1548,2263
0491_#1.jpg _P1,121,95,1550,96,119,2265,1547,2265
0492_#1.jpg _P1,120,92,1550,93,119,2262,1547,2261
0493_#1.jpg _P1,120,87,1549,87,119,2257,1547,2256
0494_#1.jpg _P1,121,86,1550,87,119,2255,1547,2256
0495_#1.jpg _P1,122,83,1552,85,120,2253,1548,2254
0496_#1.jpg _P1,120,88,1550,88,120,2257,1548,2257
0497_#1.jpg _P1,120,86,1549,87,119,2255,1547,2256
0498_#1.jpg _P1,122,85,1550,86,120,2254,1547,2254
0499_#1.jpg _P1,121,85,1551,87,119,2254,1548,2256
0500_#1.jpg _P1,121,85,1550,86,119,2254,1547,2255
0501_#1.jpg _P1,120,84,1549,86,119,2254,1546,2254
0502_#1.jpg _P1,122,86,1551,87,120,2255,1548,2255
0503_#1.jpg _P1,122,84,1550,86,118,2253,1546,2254
0504_#1.jpg _P1,119,82,1549,83,120,2252,1547,2251
0505_#1.jpg _P1,119,86,1548,87,119,2256,1547,2255
0506_#1.jpg _P1,123,86,1553,88,119,2255,1549,2257
0507_#1.jpg _P1,122,84,1552,87,118,2254,1547,2256
0508_#1.jpg _P1,123,84,1548,86,119,2253,1544,2255
0509_#1.jpg _P1,123,84,1548,86,119,2253,1544,2255
0510_#1.jpg _P1,119,84,1544,84,119,2253,1544,2253
0511_#1.jpg _P1,119,81,1548,78,123,2250,1551,2247
0512_#1.jpg _P1,120,83,1549,84,119,2252,1546,2253
0513_#1.jpg _P1,120,81,1548,82,119,2250,1546,2251
0514_#1.jpg _P1,119,83,1546,83,119,2253,1546,2251
0515_#1.jpg _P1,118,83,1547,83,119,2253,1547,2251
0516_#1.jpg _P1,120,86,1549,88,118,2257,1546,2257
0517_#1.jpg _P1,120,81,1549,82,119,2251,1548,2251
0518_#1.jpg _P1,123,85,1553,87,120,2254,1549,2256
0519_#1.jpg _P1,121,85,1550,86,119,2255,1547,2255
0520_#1.jpg _P1,122,84,1551,86,119,2253,1548,2254
0521_#1.jpg _P1,120,79,1550,80,119,2249,1548,2249
0522_#1.jpg _P1,121,87,1551,88,120,2256,1548,2257
0523_#1.jpg _P1,122,83,1550,85,119,2253,1547,2254
0524_#1.jpg _P1,123,82,1552,85,119,2252,1548,2253
0525_#1.jpg _P1,120,82,1549,82,121,2251,1548,2250
0526_#1.jpg _P1,120,86,1549,87,119,2255,1546,2256
0527_#1.jpg _P1,121,74,1549,76,119,2244,1547,2245
0528_#1.jpg _P1,122,86,1552,87,120,2255,1548,2256
0529_#1.jpg _P1,123,88,1552,90,120,2257,1549,2259
0530_#1.jpg _P1,122,83,1551,85,119,2253,1547,2253
0531_#1.jpg _P1,124,86,1553,88,120,2256,1550,2257
0532_#1.jpg _P1,119,84,1548,84,118,2253,1548,2253
0533_#1.jpg _P1,122,81,1550,83,119,2251,1547,2252
0534_#1.jpg _P1,122,85,1550,86,119,2254,1548,2255
0535_#1.jpg _P1,120,86,1549,87,118,2255,1546,2256
0536_#1.jpg _P1,120,86,1549,87,119,2256,1547,2256
0537_#1.jpg _P1,124,83,1553,85,121,2252,1550,2253
0538_#1.jpg _P1,120,86,1548,86,119,2256,1547,2255
0539_#1.jpg _P1,122,83,1551,86,119,2253,1547,2254
0540_#1.jpg _P1,121,84,1550,86,119,2253,1548,2254
0541_#1.jpg _P1,122,86,1552,89,119,2256,1548,2257
0542_#1.jpg _P1,121,84,1550,86,119,2253,1547,2254
0543_#1.jpg _P1,120,82,1549,83,119,2252,1547,2252
0544_#1.jpg _P1,123,83,1553,85,120,2252,1549,2254
0545_#1.jpg _P1,119,81,1545,81,119,2250,1544,2249
0546_#1.jpg _P1,120,82,1544,85,117,2252,1542,2253
0547_#1.jpg _P1,119,82,1545,82,119,2251,1544,2251
0548_#1.jpg _P1,122,86,1551,88,119,2255,1547,2257
0549_#1.jpg _P1,121,83,1550,85,119,2253,1547,2253
0550_#1.jpg _P1,122,87,1550,89,120,2256,1547,2257
0551_#1.jpg _P1,118,83,1547,84,118,2252,1545,2252
0552_#1.jpg _P1,120,87,1549,89,118,2257,1545,2257
0553_#1.jpg _P1,121,84,1550,86,119,2255,1547,2256
0554_#1.jpg _P1,121,87,1551,89,119,2258,1547,2258
0555_#1.jpg _P1,121,85,1550,87,119,2256,1547,2256
0556_#1.jpg _P1,122,85,1551,87,119,2255,1546,2256
0557_#1.jpg _P1,121,85,1550,87,119,2255,1546,2256
0558_#1.jpg _P1,121,86,1550,88,119,2256,1548,2256
0559_#1.jpg _P1,120,83,1550,85,119,2253,1546,2253
0560_#1.jpg _P1,121,84,1550,87,119,2254,1546,2255
0561_#1.jpg _P1,121,86,1551,87,120,2255,1549,2256
0562_#1.jpg _P1,124,83,1552,86,119,2253,1547,2255
0563_#1.jpg _P1,121,85,1550,86,119,2255,1546,2255
0564_#1.jpg _P1,121,84,1550,86,118,2253,1546,2255
0565_#1.jpg _P1,121,86,1550,88,119,2256,1547,2256
0566_#1.jpg _P1,122,85,1550,88,119,2255,1546,2257
0567_#1.jpg _P1,121,83,1551,85,120,2253,1548,2253
0568_#1.jpg _P1,121,87,1550,87,120,2256,1547,2256
0569_#1.jpg _P1,121,86,1550,87,119,2256,1547,2256
0570_#1.jpg _P1,123,86,1551,87,120,2255,1549,2256
0571_#1.jpg _P1,122,84,1550,86,119,2254,1547,2255
0572_#1.jpg _P1,123,85,1553,87,119,2255,1549,2256
0573_#1.jpg _P1,123,82,1552,85,119,2252,1547,2254
0574_#1.jpg _P1,121,84,1550,86,119,2253,1546,2254
0575_#1.jpg _P1,123,85,1552,87,120,2255,1550,2256
0576_#1.jpg _P1,121,78,1550,79,120,2247,1549,2248
0577_#1.jpg _P1,120,85,1550,87,118,2255,1546,2256
0578_#1.jpg _P1,124,83,1552,87,119,2253,1547,2256
0579_#1.jpg _P1,122,77,1551,79,119,2247,1547,2248
0580_#1.jpg _P1,125,84,1554,88,120,2254,1550,2256
0581_#1.jpg _P1,123,87,1552,89,120,2256,1549,2257
0582_#1.jpg _P1,123,83,1552,84,120,2252,1549,2253
0583_#1.jpg _P1,122,84,1552,86,119,2254,1547,2255
0584_#1.jpg _P1,122,84,1553,86,120,2253,1549,2254
0585_#1.jpg _P1,120,78,1550,78,120,2248,1550,2247
0586_#1.jpg _P1,118,79,1547,79,119,2249,1547,2247
0587_#1.jpg _P1,122,66,1550,68,120,2236,1547,2237
0588_#1.jpg _P1,122,77,1550,80,119,2247,1546,2248
0589_#1.jpg _P1,125,83,1554,87,120,2253,1549,2255
0590_#1.jpg _P1,121,86,1551,87,120,2256,1548,2256
0591_#1.jpg _P1,120,86,1549,87,119,2256,1547,2257
0592_#1.jpg _P1,119,89,1549,88,119,2259,1547,2258
0593_#1.jpg _P1,123,80,1552,84,118,2250,1545,2253
0594_#1.jpg _P1,120,86,1549,86,118,2255,1546,2256
0595_#1.jpg _P1,121,83,1551,85,119,2253,1547,2254
0596_#1.jpg _P1,122,82,1550,85,119,2252,1546,2254
0597_#1.jpg _P1,121,85,1550,87,119,2255,1547,2256
0598_#1.jpg _P1,120,86,1548,86,119,2255,1547,2256
0599_#1.jpg _P1,122,86,1550,88,119,2256,1546,2258
0600_#1.jpg _P1,120,87,1549,87,119,2257,1546,2257
0601_#1.jpg _P1,122,86,1550,88,120,2256,1548,2257
0602_#1.jpg _P1,120,86,1548,86,119,2256,1546,2255
0603_#1.jpg _P1,122,85,1551,86,119,2255,1547,2256
0604_#1.jpg _P1,119,84,1549,85,118,2254,1546,2254
0605_#1.jpg _P1,122,86,1551,88,119,2257,1546,2258
0606_#1.jpg _P1,121,87,1550,88,119,2257,1547,2257
0607_#1.jpg _P1,120,87,1549,89,119,2257,1546,2258
0608_#1.jpg _P1,120,84,1548,85,118,2254,1545,2255
0609_#1.jpg _P1,122,86,1552,89,119,2256,1547,2258
0610_#1.jpg _P1,121,85,1550,86,119,2255,1546,2255
0611_#1.jpg _P1,120,85,1549,86,119,2255,1546,2255
0612_#1.jpg _P1,120,87,1549,87,119,2257,1547,2257
0613_#1.jpg _P1,122,86,1551,87,119,2256,1548,2257
0614_#1.jpg _P1,121,85,1550,86,120,2255,1547,2256
0615_#1.jpg _P1,121,85,1550,86,119,2255,1548,2256
0616_#1.jpg _P1,125,79,1554,82,119,2249,1549,2252
0617_#1.jpg _P1,121,85,1551,87,119,2255,1548,2256
0618_#1.jpg _P1,121,89,1551,89,119,2258,1548,2258
0619_#1.jpg _P1,121,86,1551,87,119,2255,1548,2257
0620_#1.jpg _P1,121,86,1552,88,119,2256,1548,2258
0621_#1.jpg _P1,123,81,1553,82,120,2251,1549,2252
0622_#1.jpg _P1,124,76,1553,78,120,2246,1549,2248
0623_#1.jpg _P1,124,84,1552,86,120,2254,1548,2256
0624_#1.jpg _P1,122,86,1550,87,119,2255,1547,2257
0625_#1.jpg _P1,121,86,1549,87,119,2255,1547,2256
0626_#1.jpg _P1,122,85,1551,87,119,2255,1548,2256
0627_#1.jpg _P1,118.6274,80.93974,1549,79,122,2250,1550,2248
0628_#1.jpg _P1,121,86,1550,87,120,2255,1547,2255
0629_#1.jpg _P1,121,86,1549,86,119,2256,1547,2255
0630_#1.jpg _P1,125,81,1553,85,120,2251,1548,2253
0631_#1.jpg _P1,126,78,1554,84,120,2248,1546,2251
0632_#1.jpg _P1,121,84,1549,86,118,2253,1546,2254
0633_#1.jpg _P1,121,85,1549,85,119,2254,1547,2254
0634_#1.jpg _P1,120,82,1550,83,118,2252,1547,2252
0635_#1.jpg _P1,121,86,1550,87,119,2256,1547,2256
0636_#1.jpg _P1,125,79,1553,83,118,2248,1544,2251
0637_#1.jpg _P1,121,84,1551,84,120,2253,1549,2253
0638_#1.jpg _P1,120,86,1550,87,118,2256,1546,2255
0639_#1.jpg _P1,121,87,1549,88,119,2256,1546,2256
0640_#1.jpg _P1,122,84,1550,87,119,2253,1547,2255
0641_#1.jpg _P1,120,88,1549,89,119,2258,1546,2258
0642_#1.jpg _P1,119,84,1549,84,120,2254,1547,2253
0643_#1.jpg _P1,119,84,1548,82,120,2252,1548,2250
0644_#1.jpg _P1,122,86,1551,88,119,2254,1548,2256
0645_#1.jpg _P1,121,87,1550,88,119,2256,1546,2257
0646_#1.jpg _P1,120,87,1549,88,119,2257,1547,2256
0647_#1.jpg _P1,121,86,1550,87,119,2255,1547,2255
0648_#1.jpg _P1,121,86,1550,87,119,2255,1547,2255
0649_#1.jpg _P1,121,80,1551,81,119,2249,1547,2250
0650_#1.jpg _P1,120,84,1549,85,119,2254,1547,2253
0651_#1.jpg _P1,122,86,1551,88,119,2255,1548,2256
0652_#1.jpg _P1,120,86,1550,87,120,2256,1548,2255
0653_#1.jpg _P1,120,85,1549,86,120,2255,1547,2254
0654_#1.jpg _P1,121,81,1551,84,118,2251,1545,2252
0655_#1.jpg _P1,117,82,1547,82,119,2252,1547,2250
0656_#1.jpg _P1,120,81,1549,81,120,2250,1549,2249
0657_#1.jpg _P1,120,81,1550,82,119,2251,1548,2250
0658_#1.jpg _P1,120,81,1550,82,118,2250,1547,2251
0659_#1.jpg _P1,122,82,1551,84,119,2251,1548,2252
0660_#1.jpg _P1,119,81,1547,80,121,2250,1548,2248
0661_#1.jpg _P1,118,79,1547,79,119,2248,1547,2247
0662_#1.jpg _P1,119,79,1547,79,120,2249,1547,2247
0663_#1.jpg _P1,120,79,1548,80,119,2249,1547,2248
0664_#1.jpg _P1,121,85,1550,87,119,2256,1546,2256
0665_#1.jpg _P1,120,87,1549,88,119,2257,1547,2257
0666_#1.jpg _P1,119,86,1549,87,119,2257,1546,2257
0667_#1.jpg _P1,119,87,1547,87,119,2258,1546,2256
0668_#1.jpg _P1,119,87,1548,87,119,2257,1546,2256
0669_#1.jpg _P1,122,87,1551,89,120,2257,1547,2258
0670_#1.jpg _P1,119,87,1548,87,119,2257,1547,2257
0671_#1.jpg _P1,120,85,1549,86,118,2254,1546,2255
0672_#1.jpg _P1,119,86,1548,87,119,2256,1546,2255
0673_#1.jpg _P1,121,87,1549,89,119,2256,1545,2258
0674_#1.jpg _P1,119,88,1547,88,120,2257,1547,2257
0675_#1.jpg _P1,120,87,1549,88,119,2257,1546,2257
0676_#1.jpg _P1,119,85,1549,85,119,2255,1547,2254
0677_#1.jpg _P1,120,88,1549,88,119,2257,1546,2257
0678_#1.jpg _P1,119,86,1548,86,119,2256,1546,2255
0679_#1.jpg _P1,120,85,1549,85,120,2254,1547,2254
0680_#1.jpg _P1,121,87,1550,88,119,2256,1546,2257
0681_#1.jpg _P1,118,88,1547,88,118,2257,1545,2257
0682_#1.jpg _P1,122,86,1550,88,119,2256,1546,2257
0683_#1.jpg _P1,120,86,1549,86,119,2255,1547,2255
0684_#1.jpg _P1,120,87,1549,88,119,2257,1547,2257
0685_#1.jpg _P1,121,88,1549,88,120,2257,1547,2258
0686_#1.jpg _P1,120,88,1548,88,119,2257,1547,2257
0687_#1.jpg _P1,120,86,1549,86,119,2255,1547,2256
0688_#1.jpg _P1,120,89,1549,88,119,2258,1548,2257
0689_#1.jpg _P1,121,88,1550,88,118.9689,2255.932,1548,2256
0690_#1.jpg _P1,119,87,1548,87,119,2256,1546,2256
0691_#1.jpg _P1,121,85,1550,86,119,2255,1546,2255
0692_#1.jpg _P1,120,89,1549,89,119,2258,1547,2258
0693_#1.jpg _P1,119,88,1549,88,120,2257,1548,2257
0694_#1.jpg _P1,120,80,1549,81,119,2249,1546,2250
0695_#1.jpg _P1,119,87,1549,87,120,2257,1548,2256
0696_#1.jpg _P1,120,88,1549,87,120,2257,1548,2257
0697_#1.jpg _P1,120,78,1549,78,119,2247,1548,2247
0698_#1.jpg _P1,119,85,1547,81,124,2254,1553,2250
0699_#1.jpg _P1,119,83,1549,83,119,2252,1549,2252
0700_#1.jpg _P1,119,85,1549,85,119,2256,1546,2256
0701_#1.jpg _P1,122,80,1550,82,120,2251,1547,2252
0702_#1.jpg _P1,120,86,1549,86,119,2256,1548,2256
0703_#1.jpg _P1,122,86,1551,87,119,2256,1548,2257
0704_#1.jpg _P1,123,87,1552,89,120,2256,1550,2257
0705_#1.jpg _P1,125,81,1553,84,119,2250,1548,2254
0706_#1.jpg _P1,121,87,1550,88,119,2257,1547,2257
0707_#1.jpg _P1,120,89,1549,90,119,2258,1547,2258
0708_#1.jpg _P1,120,87,1550,87,119,2257,1548,2256
0709_#1.jpg _P1,120,88,1549,88,119,2258,1547,2258
0710_#1.jpg _P1,120,86,1549,88,118,2256,1547,2256
0711_#1.jpg _P1,121,84,1549,85,120,2254,1547,2254
0712_#1.jpg _P1,119,88,1548,87,119,2258,1547,2257
0713_#1.jpg _P1,120,87,1549,87,119,2257,1547,2256
0714_#1.jpg _P1,121,86,1550,87,119,2255,1548,2256
0715_#1.jpg _P1,122,86,1551,87,121,2256,1549,2256
0716_#1.jpg _P1,120,87,1548,87,119,2257,1547,2257
0717_#1.jpg _P1,120,86,1550,87,120,2256,1547,2256
0718_#1.jpg _P1,121,87,1550,89,119,2257,1547,2258
0719_#1.jpg _P1,121,86,1551,87,119,2255,1548,2256
0720_#1.jpg _P1,120,87,1548,88,119,2257,1546,2258
0721_#1.jpg _P1,120,88,1548,88,121,2257,1548,2257
0722_#1.jpg _P1,120,86,1550,87,119,2255,1547,2255
0723_#1.jpg _P1,121,80,1552,81,119,2250,1549,2250
0724_#1.jpg _P1,122,86,1551,87,119,2256,1549,2257
0725_#1.jpg _P1,120,86,1549,86,120,2255,1548,2255
0726_#1.jpg _P1,120,87,1548,87,120,2257,1548,2256
0727_#1.jpg _P1,123,84,1551,86,119,2253,1547,2255
0728_#1.jpg _P1,123,85,1552,88,119,2255,1549,2257
0729_#1.jpg _P1,123,86,1551,88,120,2255,1549,2257
0730_#1.jpg _P1,123,84,1552,87,118,2254,1548,2256
0731_#1.jpg _P1,125,83,1553,86,120,2252,1549,2255
0732_#1.jpg _P1,123,84,1551,87,120,2254,1547,2256
0733_#1.jpg _P1,121,87,1548,88,119,2257,1546,2257
0734_#1.jpg _P1,120,87,1548,88,119,2256,1546,2257
0735_#1.jpg _P1,122,76,1550,79,118,2246,1545,2247
0736_#1.jpg _P1,120,87,1549,87,120,2258,1547,2257
0737_#1.jpg _P1,121,87,1548,88,118,2256,1544,2257
0738_#1.jpg _P1,121,86,1548,87,119,2255,1544,2256
0739_#1.jpg _P1,121,86,1549,87,118,2255,1544,2255
0740_#1.jpg _P1,121,88,1549,88,119,2258,1545,2258
0741_#1.jpg _P1,124,86,1551,89,119,2256,1546,2257
0742_#1.jpg _P1,123,86,1551,87,119,2255,1545,2257
0743_#1.jpg _P1,122,87,1549,88,118,2256,1544,2257
0744_#1.jpg _P1,122,86,1549,87,118,2255,1544,2256
0745_#1.jpg _P1,120,85,1547,85,118,2254,1544,2254
0746_#1.jpg _P1,124,84,1551,86,119,2254,1546,2256
0747_#1.jpg _P1,121,83,1547,81,120,2251,1547,2250
0748_#1.jpg _P1,126,83,1553,85,119,2252,1546,2254
0749_#1.jpg _P1,122,85,1549,86,119,2254,1543,2255
0750_#1.jpg _P1,123,85,1549,87,119,2254,1544,2256
0751_#1.jpg _P1,122,84,1549,86,119,2253,1545,2255
0752_#1.jpg _P1,121,87,1549,88,119,2257,1545,2257
0753_#1.jpg _P1,120,83,1547,81,121,2252,1547,2250
0754_#1.jpg _P1,123,84,1551,86,120,2254,1546,2255
0755_#1.jpg _P1,124,83,1551,86,119,2253,1544,2255
0756_#1.jpg _P1,123,84,1550,86,119,2253,1545,2254
0757_#1.jpg _P1,122,85,1550,87,118,2253,1545,2256
0758_#1.jpg _P1,125,84,1552,87,119,2253,1546,2256
0759_#1.jpg _P1,123,86,1550,87,119,2255,1545,2256
0760_#1.jpg _P1,122,86,1550,87,119,2255,1544,2256
0761_#1.jpg _P1,124,85,1552,88,119,2254,1546,2256
0762_#1.jpg _P1,124,76,1551,78,119,2244,1545,2248
0763_#1.jpg _P1,122,86,1549,87,118,2255,1543,2255
0764_#1.jpg _P1,121,79,1548,78,120,2247,1545,2247
0765_#1.jpg _P1,121,85,1548,87,118,2254,1542,2255
0766_#1.jpg _P1,124,85,1552,87,120,2255,1546,2256
0767_#1.jpg _P1,120,84,1546,84,118,2254,1544,2253
0768_#1.jpg _P1,126,85,1553,87,120,2254,1548,2256
0769_#1.jpg _P1,123,84,1550,86,119,2254,1544,2256
0770_#1.jpg _P1,123,85,1550,87,118,2254,1544,2256
0771_#1.jpg _P1,125,84,1553,87,118,2253,1545,2256
0772_#1.jpg _P1,126,80,1553,84,120,2249,1545,2252
0773_#1.jpg _P1,124,80,1552,84,119,2249,1544,2252
0774_#1.jpg _P1,128,77,1555,83,119,2246,1544,2252
0775_#1.jpg _P1,121,80,1548,81,119,2249,1545,2249
0776_#1.jpg _P1,121,86,1548,88,118,2256,1544,2257
0777_#1.jpg _P1,120,91,1548,92,119,2260,1546,2260
0778_#1.jpg _P1,123,85,1550,86,120,2253,1545,2255
0779_#1.jpg _P1,120,89,1549,90,119,2258,1545,2258
0780_#1.jpg _P1,124,83,1551,87,119,2251,1545,2256
0781_#1.jpg _P1,124,84,1550,87,119,2253,1544,2255
0782_#1.jpg _P1,122,86,1550,88,119,2256,1545,2256
0783_#1.jpg _P1,122,85,1548,87,119,2255,1545,2255
0784_#1.jpg _P1,124,70,1551,73,119,2240,1546,2241
0785_#1.jpg _P1,121,86,1548,87,119,2255,1544,2256
0786_#1.jpg _P1,121,86,1549,87,120,2256,1547,2255
0787_#1.jpg _P1,126,84,1553,88,120,2252,1546,2257
0788_#1.jpg _P1,121,85,1548,87,119,2254,1543,2256
0789_#1.jpg _P1,122,85,1549,86,119,2254,1544,2255
0790_#1.jpg _P1,125,79,1553,83,118,2248,1543,2252
0791_#1.jpg _P1,122,88,1550,90,119,2257,1545,2258
0792_#1.jpg _P1,121,79,1548,81,119,2248,1545,2249
0793_#1.jpg _P1,122,86,1548,88,119,2256,1544,2257
0794_#1.jpg _P1,121,87,1547,89,118,2256,1543,2257
0795_#1.jpg _P1,125,71,1553,75,119,2240,1545,2243
0796_#1.jpg _P1,122,85,1549,86,119,2254,1544,2255
0797_#1.jpg _P1,121,87,1543,88,119,2255,1538,2256
0798_#1.jpg _P1,124,87,1552,90,120,2255,1546,2258
0799_#1.jpg _P1,122,85,1549,87,119,2253,1543,2255
0800_#1.jpg _P1,124,85,1551,87,119,2253,1546,2256
0801_#1.jpg _P1,125,86,1552,90,119,2255,1544,2258
0802_#1.jpg _P1,122,84,1550,86,119,2253,1544,2254
0803_#1.jpg _P1,121,88,1549,89,119,2257,1545,2256
0804_#1.jpg _P1,122,86,1551,88,119,2255,1545,2256
0805_#1.jpg _P1,121,84,1548,85,119,2253,1544,2254
0806_#1.jpg _P1,126,78,1553,82,118,2247,1544,2251
0807_#1.jpg _P1,122,85,1550,88,119,2254,1545,2255
0808_#1.jpg _P1,121,86,1549,88,119,2255,1545,2255
0809_#1.jpg _P1,122,85,1549,87,120,2254,1545,2255
0810_#1.jpg _P1,122,84,1549,86,119,2253,1544,2254
0811_#1.jpg _P1,121,87,1549,88,119,2255,1545,2256
0812_#1.jpg _P1,123,86,1550,88,119,2254,1545,2256
0813_#1.jpg _P1,120,88,1548,90,118,2256,1544,2257
0814_#1.jpg _P1,122,84,1550,86,119,2252,1545,2254
0815_#1.jpg _P1,121,88,1549,89,119,2256,1545,2257
0816_#1.jpg _P1,121,86,1547,87,119,2254,1544,2256
0817_#1.jpg _P1,121,87,1549,88,119,2256,1545,2258
0818_#1.jpg _P1,121,87,1549,86,121,2255,1547,2254
0819_#1.jpg _P1,122,85,1549,87,119,2253,1544,2255
0820_#1.jpg _P1,122,86,1549,88,120,2255,1545,2256
0821_#1.jpg _P1,122,88,1550,89,120,2256,1546,2256
0822_#1.jpg _P1,121,87,1548,89,118,2255,1544,2256
0823_#1.jpg _P1,122,86,1549,88,118,2254,1544,2256
0824_#1.jpg _P1,121,87,1548,88,119,2255,1544,2256
0825_#1.jpg _P1,122,87,1550,88,119,2255,1546,2256
0826_#1.jpg _P1,120,87,1547,87,119,2255,1544,2256
0827_#1.jpg _P1,121,88,1548,89,118,2257,1544,2258
0828_#1.jpg _P1,123,85,1551,88,119,2253,1545,2256
0829_#1.jpg _P1,123,87,1551,89,119,2256,1546,2257
0830_#1.jpg _P1,121,86,1548,88,118,2255,1543,2256
0831_#1.jpg _P1,121,86,1549,88,119,2255,1545,2255
0832_#1.jpg _P1,122,87,1550,88,120,2254,1546,2256
0833_#1.jpg _P1,121,87,1548,88,119,2256,1545,2257
0834_#1.jpg _P1,126,86,1553,89,121,2255,1548,2256
0835_#1.jpg _P1,122,89,1549,90,119,2257,1545,2258
0836_#1.jpg _P1,119,89,1541,90,118,2257,1538,2257
0837_#1.jpg _P1,123,87,1550,89,120,2255,1546,2257
0838_#1.jpg _P1,122,85,1549,86,120,2253,1546,2253
0839_#1.jpg _P1,122,88,1549,89,119,2256,1545,2257
